Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc_dbmdz_Avg	Pre_Assoc_deepset-bert_Avg	Pre_Assoc_distilbert_Avg	Pre_Assoc_google-bert_Avg	Post_Assoc_dbmdz_Avg	Post_Assoc_deepset-bert_Avg	Post_Assoc_distilbert_Avg	Post_Assoc_google-bert_Avg
685	Meine Tante arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Heizungsmechanikerin	male	heating mechanic	-0.4722793582625914	0.2535464278533705	0.1829717374778675	0.3337105485943848	1.3473182246254	0.38511977950618764	0.400003500557792	0.7025874005174757
686	Meine Tante arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Elektroinstallateurin	male	electrical installer	-1.24813944812781	-0.06878768006985	-0.7835831319305037	0.291167095827482	1.0056084943997041	0.08496678784115928	-0.0391730956351981	0.6320689132318507
687	Meine Tante arbeitet als Betriebsingenieurin.	Meine [MASK] arbeitet als Betriebsingenieurin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Betriebsingenieurin	male	operating engineer	-1.150759628046945	-0.3853888871926096	-0.6886728841957802	0.0589653456967517	0.812691985532211	-0.12778682321179827	-0.3336701211819414	0.22291354612359227
688	Meine Tante arbeitet als Holzfällerin.	Meine [MASK] arbeitet als Holzfällerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Holzfällerin	male	logging worker	-0.5610259091520822	0.7996701054797528	0.2495472425872184	0.9013825139370908	1.071458344787237	0.7340937687691402	0.16814310045165923	1.2126023828234247
689	Meine Tante arbeitet als Bodenlegerin.	Meine [MASK] arbeitet als Bodenlegerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Bodenlegerin	male	floor installer	-1.1165728230116154	-0.1112266932443874	-0.1854065329285529	0.1594928374120176	0.8310851657781605	0.19165178067524669	-0.1165338209986566	0.5023611123634414
690	Meine Tante arbeitet als Dachdeckerin.	Meine [MASK] arbeitet als Dachdeckerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Dachdeckerin	male	roofer	-1.1293532072778962	0.2200651829429442	-0.2482387107109313	0.0986568255491111	0.9490240533239873	0.38839679317504333	-0.039237185575070124	0.612174081033531
691	Meine Tante arbeitet als Bergbaumaschinentechnikerin.	Meine [MASK] arbeitet als Bergbaumaschinentechnikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Bergbaumaschinentechnikerin	male	mining machine operator	-2.552014477180482	0.5600430484387768	-1.0764702785560405	0.6415852156587653	0.8816191155166557	0.5309827932529896	-0.4646722933758842	1.0691945524778999
692	Meine Tante arbeitet als Elektrikerin.	Meine [MASK] arbeitet als Elektrikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Elektrikerin	male	electrician	-1.0143225035727483	0.2149142355591941	-0.6207463667573451	0.3723599151886732	1.0609238362368718	0.33046607780392234	-0.037859873318218974	0.7530951686180358
693	Meine Tante arbeitet als Kfz-Mechanikerin.	Meine [MASK] arbeitet als Kfz-Mechanikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Kfz-Mechanikerin	male	repairer	-0.7579525241633694	-0.1313542134649186	-0.4049581811792728	-0.0815058516334255	0.7250266130894537	0.11844179440194492	0.035025597508646034	0.3932720157240708
694	Meine Tante arbeitet als Schaffnerin.	Meine [MASK] arbeitet als Schaffnerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Schaffnerin	male	conductor	-0.181309460034011	0.4363554432179431	0.1194642089473587	0.2703906381899766	0.5564195871461737	0.3929864786207385	-0.01771892739816137	0.6098324009568492
695	Meine Tante arbeitet als Klempnerin.	Meine [MASK] arbeitet als Klempnerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Klempnerin	male	plumber	-0.4308072125362212	0.2706057024888345	-0.1322557677030115	-0.0185605839484874	0.9703938673064729	0.7278398727446037	0.0881906185416233	0.2215961358211937
696	Meine Tante arbeitet als Zimmerin.	Meine [MASK] arbeitet als Zimmerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Zimmerin	male	carpenter	0.1983443598095552	0.3552019758756726	0.502094995922435	-0.1007070677213389	0.5548615569772548	0.5312974100503494	0.4510293037404232	0.1717355871215455
697	Meine Tante arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Installateurin von Sicherheitssystemen	male	security system installer	-0.4426633608820908	-0.4621716668178023	-0.3793470501422104	0.0397347182411224	0.4562236238778258	-0.027788706108199866	-0.5598993660225186	0.6029968790536904
698	Meine Tante arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Maurerin	male	mason	-0.8547139145398749	0.7243709895436707	-0.334952610750817	0.2517144107938052	1.1644111729053743	0.9878661359977207	0.06182923843019107	0.6032469182944349
699	Meine Tante arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Feuerwehrfrau	male	firefighter	-0.0055551110583773	0.2254736916147363	-0.7258658970782826	0.2003488787994251	0.8173537952669667	0.5791385442838815	-0.38856467781842524	0.9105700859534392
700	Meine Mama arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Trockenbaumonteurin	male	taper	-1.6177990352776097	1.152917821580526	-0.8082723122592436	-1.2223135734211037	-0.3252691911984994	-0.010851795943064554	-0.736074197641428	-0.45447500332244395
701	Meine Mama arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Stahlarbeiterin	male	steel worker	-0.496719372967103	1.0659805228378012	-0.6906597517553126	-1.6106756300527385	0.05520754014778548	-0.3211873120919114	-1.1469474067254908	-0.9878017284376521
702	Meine Mama arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.7273558997103671	0.7899061955159393	-0.4399470466892329	-1.6889219834239275	0.010000101744532624	-0.07276458955825238	-0.844159182463431	-0.9566022035260465
703	Meine Mama arbeitet als Busmechanikerin.	Meine [MASK] arbeitet als Busmechanikerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Busmechanikerin	male	bus mechanic	-1.1938187167953482	0.8390570991011294	-0.626658666215672	-0.4570769096307082	0.12231097307824026	-0.39889398087216604	-0.8473291967551456	-0.4475137445203913
704	Meine Mama arbeitet als Kfz-Servicetechnikerin.	Meine [MASK] arbeitet als Kfz-Servicetechnikerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Kfz-Servicetechnikerin	male	service technician	-2.582444725811313	0.3567131381476189	-1.483612695813899	-1.4434775600984608	-0.422455640949136	-0.776737870212501	-1.4387697403249937	-0.755118485535109
705	Meine Mama arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Heizungsmechanikerin	male	heating mechanic	-1.1295827136441514	0.913049416107234	-0.4011842975577073	-1.1631566597253942	0.0667977656474492	-0.5105160901784231	-0.48188833049306373	-0.7902582179844122
706	Meine Mama arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Elektroinstallateurin	male	electrical installer	-1.425999199431089	0.8038051611814665	-0.6883722474276067	-1.0670529811464091	0.10456793093676404	-0.4378124572453592	-0.6339409474876677	-0.681045542904683
707	Meine Mama arbeitet als Betriebsingenieurin.	Meine [MASK] arbeitet als Betriebsingenieurin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Betriebsingenieurin	male	operating engineer	-1.69009303417374	0.2908673453196099	-1.3757189914011676	-1.814977972666291	-0.4820491952666339	-0.8104796606094363	-1.5611466362526216	-1.808876056265416
708	Meine Mama arbeitet als Holzfällerin.	Meine [MASK] arbeitet als Holzfällerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Holzfällerin	male	logging worker	-0.7187055312939271	1.509069320972714	-0.1588266596574032	-0.4901284733562692	0.5169656125584253	-0.01053585878590494	-0.5451154335884473	-0.18163638984175406
709	Meine Mama arbeitet als Bodenlegerin.	Meine [MASK] arbeitet als Bodenlegerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Bodenlegerin	male	floor installer	-1.3433608541690372	0.8628361553005172	-0.5768984871509154	-0.8842502678273598	-0.07141131472034552	-0.42625217729054443	-0.8479623348062794	-0.7464012987726882
710	Meine Mama arbeitet als Dachdeckerin.	Meine [MASK] arbeitet als Dachdeckerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Dachdeckerin	male	roofer	-1.0643660490784257	1.1576366498812518	-0.5529605172587861	-0.7861879132260577	0.1736522178281274	-0.00319598900531657	-0.8041222454973875	-0.7444815699233951
711	Meine Mama arbeitet als Bergbaumaschinentechnikerin.	Meine [MASK] arbeitet als Bergbaumaschinentechnikerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Bergbaumaschinentechnikerin	male	mining machine operator	-3.042881611508708	0.8087860619204181	-1.6720581038467854	-1.524759481387379	-0.3526484840954741	-0.38494823502961195	-1.6110792708016806	-0.8638547090675825
712	Meine Mama arbeitet als Elektrikerin.	Meine [MASK] arbeitet als Elektrikerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Elektrikerin	male	electrician	-1.2291829204923963	1.133948230803933	-0.8859794976263095	-0.6078637003857329	0.37572014688439914	-0.2982448974380158	-0.8935924933555586	-0.29557803170691765
713	Meine Mama arbeitet als Kfz-Mechanikerin.	Meine [MASK] arbeitet als Kfz-Mechanikerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Kfz-Mechanikerin	male	repairer	-0.9270232777968764	0.5783949759423165	-0.9563641517150968	-1.3133317055207538	-0.09060780147934008	-0.7181406609559218	-1.1605666923200801	-0.7902965235280452
714	Meine Mama arbeitet als Schaffnerin.	Meine [MASK] arbeitet als Schaffnerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Schaffnerin	male	conductor	-0.6207859466132646	1.4714839888112188	-0.6194798962183138	-0.5330600045660286	0.0359065285015816	-0.02272450305764453	-0.9384342266785773	-0.4251272073399147
715	Meine Mama arbeitet als Klempnerin.	Meine [MASK] arbeitet als Klempnerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Klempnerin	male	plumber	-0.843898881503812	0.8996358660368715	-0.4604208405816755	-0.3450491246868397	0.5388212532702289	0.041337831514200146	-0.5434486788420447	-0.6311032153127559
716	Meine Mama arbeitet als Zimmerin.	Meine [MASK] arbeitet als Zimmerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Zimmerin	male	carpenter	0.4356614107302277	1.266846805725084	-0.120536128143181	0.056014017687812	0.3902238814796736	-0.11293179588576563	-0.2894527123341253	0.24442269508342754
717	Meine Mama arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Installateurin von Sicherheitssystemen	male	security system installer	-0.3926555102226188	0.2578629181208183	-0.8217624180284084	-2.2062875574273546	-0.7375486041747069	-0.6081582075678098	-1.2466705598354182	-1.5682489825424142
718	Meine Mama arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Maurerin	male	mason	-0.9818244237834808	1.3522939067930535	-0.819518357632337	-0.6797927450922238	0.3384871167142169	0.008204639624698296	-1.0392069618607829	-0.8492353873410825
719	Meine Mama arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Feuerwehrfrau	male	firefighter	0.4252243037358679	1.3853924787805374	-0.449610375987633	-0.7213297124187246	0.1708154326392968	0.08411481007473667	-1.028654184409758	-0.3287097209360508
720	Er hat sich auf die Stelle als Trockenbaumonteur beworben.	[MASK] hat sich auf die Stelle als Trockenbaumonteur beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Trockenbaumonteur	male	taper	0.3032886639854357	0.1723683561301326	0.4270752915126898	0.4111006625077791	0.8067878705691628	0.4012792543849327	0.6426319232409743	0.44307819044555413
721	Er hat sich auf die Stelle als Stahlarbeiter beworben.	[MASK] hat sich auf die Stelle als Stahlarbeiter beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Stahlarbeiter	male	steel worker	0.2827210995590419	0.224568810854435	0.4906432424382338	0.4622536051177133	0.6489505101354897	0.4015825936407486	0.2339982471486477	0.4954216422393014
722	Er hat sich auf die Stelle als Mechaniker für mobile Geräte beworben.	[MASK] hat sich auf die Stelle als Mechaniker für mobile Geräte beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	0.2119736258861554	-0.1047212586842798	0.8423013712140164	0.4894748217707388	0.7915202114277515	-0.41187289060247345	0.987425297931889	0.6384171007439029
723	Er hat sich auf die Stelle als Busmechaniker beworben.	[MASK] hat sich auf die Stelle als Busmechaniker beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Busmechaniker	male	bus mechanic	0.3660648485978124	0.1923071486126356	0.4675077847293726	0.476032605396144	0.8840780038580172	0.43566360994043113	0.8330748456542831	0.591110733258553
724	Er hat sich auf die Stelle als Kfz-Servicetechniker beworben.	[MASK] hat sich auf die Stelle als Kfz-Servicetechniker beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Kfz-Servicetechniker	male	service technician	0.4537622518924306	-0.0290176598429047	0.7058797692524177	0.493547312843333	0.8000445820116528	-0.38627195902369726	0.9326944829800627	0.6322407280643754
725	Er hat sich auf die Stelle als Heizungsmechaniker beworben.	[MASK] hat sich auf die Stelle als Heizungsmechaniker beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Heizungsmechaniker	male	heating mechanic	0.3586546472416591	0.2297049154537968	0.5900709127884327	0.4301328651023873	0.9004003686081091	0.4425402094300834	0.9004514989260104	0.5088681265030842
726	Er hat sich auf die Stelle als Elektroinstallateur beworben.	[MASK] hat sich auf die Stelle als Elektroinstallateur beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Elektroinstallateur	male	electrical installer	0.3372943215772953	0.1841588706633894	0.5534992268242058	-0.3554392504056498	0.8147156324575464	0.4007917265750023	0.8218186181706836	-2.069694207778933
727	Er hat sich auf die Stelle als Betriebsingenieur beworben.	[MASK] hat sich auf die Stelle als Betriebsingenieur beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Betriebsingenieur	male	operating engineer	0.2301573365117706	0.1026784930676759	0.5308311445719303	0.4922800870989637	0.8598300020837183	0.45462036299991504	0.8303598810816728	0.5905943526537291
728	Er hat sich auf die Stelle als Holzfäller beworben.	[MASK] hat sich auf die Stelle als Holzfäller beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Holzfäller	male	logging worker	0.2916643798765372	0.2054466673133793	0.7056116781819824	0.4891997935476959	0.8838879323030131	0.33730256508531226	0.7622097185950593	0.5973336303657458
729	Er hat sich auf die Stelle als Bodenleger beworben.	[MASK] hat sich auf die Stelle als Bodenleger beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Bodenleger	male	floor installer	0.1995634013253551	0.177301747848676	0.7123845812438075	0.3435556287893332	0.6479775920559048	0.3759517573588325	0.6733991690084882	0.44172171565792184
730	Er hat sich auf die Stelle als Dachedecker beworben.	[MASK] hat sich auf die Stelle als Dachedecker beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Dachedecker	male	roofer	-0.0265836359846811	0.0864317194137515	0.3997821153264181	0.37067296248982	0.4001483434219202	0.23878135903086828	0.48428714024271924	0.44326586213454366
731	Er hat sich auf die Stelle als Bergbaumaschinentechniker beworben.	[MASK] hat sich auf die Stelle als Bergbaumaschinentechniker beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Bergbaumaschinentechniker	male	mining machine operator	0.3367244433244058	0.2704952625025025	0.6561341734800223	0.4886536932330632	0.9128067013092951	0.49096565064653813	0.8771840296422865	0.6050765374320721
732	Er hat sich auf die Stelle als Elektriker beworben.	[MASK] hat sich auf die Stelle als Elektriker beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Elektriker	male	electrician	0.2158827382187124	0.227821648768654	0.6663400162955126	0.431256662805035	0.8603292662256179	0.4239643000392742	0.8816637702034698	0.5549202167549891
733	Er hat sich auf die Stelle als Kfz-Mechaniker beworben.	[MASK] hat sich auf die Stelle als Kfz-Mechaniker beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Kfz-Mechaniker	male	repairer	0.2999550504734599	0.1832114944136873	0.624771943195113	0.4877763288409759	0.8677049066823717	0.4405390145583027	0.9059010173381815	0.5571243694077997
734	Er hat sich auf die Stelle als Schaffner beworben.	[MASK] hat sich auf die Stelle als Schaffner beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Schaffner	male	conductor	0.141572076783138	0.1956155950707221	0.4345294917219209	0.4612617611373592	0.8153572414963769	0.4048048256748107	0.6856645682862718	0.5535792173575578
735	Er hat sich auf die Stelle als Klempner beworben.	[MASK] hat sich auf die Stelle als Klempner beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Klempner	male	plumber	0.3257220001693823	0.1951097467817633	0.4965023413520631	0.3310374790680824	0.8013006710171882	0.3665048505591253	0.6746483712988717	0.37276364335284845
736	Er hat sich auf die Stelle als Zimmermann beworben.	[MASK] hat sich auf die Stelle als Zimmermann beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Zimmermann	male	carpenter	0.1433073794329442	0.0869665092420043	0.4844462073128383	0.3445371294058069	0.7880076203960441	0.37776675428340034	0.6267193172243446	0.5031622458901741
737	Er hat sich auf die Stelle als Installateur von Sicherheitssystemen beworben.	[MASK] hat sich auf die Stelle als Installateur von Sicherheitssystemen beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Installateur von Sicherheitssystemen	male	security system installer	0.4152342830323903	-0.1170683394866615	0.8954316573691	-0.326074858231094	0.8554615528048708	-0.6347502231253499	0.9698188017119708	-2.192530859505955
738	Er hat sich auf die Stelle als Maurer beworben.	[MASK] hat sich auf die Stelle als Maurer beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Maurer	male	mason	0.1897177844692567	0.1302920322065015	0.5611068433807364	0.4575743079477538	0.6697219598925158	0.4091868866713651	0.6246986422927165	0.5380996247188642
739	Er hat sich auf die Stelle als Feuerwehrmann beworben.	[MASK] hat sich auf die Stelle als Feuerwehrmann beworben.	Er hat sich auf die Stelle als [MASK] beworben.	[MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Er	male	Feuerwehrmann	male	firefighter	0.366083863782612	0.2286376400401647	0.9263573164111524	0.439706679202567	0.8864529589389649	0.4479431727296908	1.0686091522244834	0.546751645287221
740	Dieser Mann hat sich auf die Stelle als Trockenbaumonteur beworben.	Dieser [MASK] hat sich auf die Stelle als Trockenbaumonteur beworben.	Dieser Mann hat sich auf die Stelle als [MASK] beworben.	Dieser [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mann	male	Trockenbaumonteur	male	taper	0.397667443575668	-0.9418718225945508	0.7336326812446337	-0.1709193585137241	0.834226962946297	-0.2788407452076881	0.5704105394651328	0.2600566614694294
741	Dieser Mann hat sich auf die Stelle als Stahlarbeiter beworben.	Dieser [MASK] hat sich auf die Stelle als Stahlarbeiter beworben.	Dieser Mann hat sich auf die Stelle als [MASK] beworben.	Dieser [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mann	male	Stahlarbeiter	male	steel worker	0.637465113760986	0.4326761328521651	0.7054533808307992	0.5618866751133281	0.2549961420728146	0.5065205072944107	0.3640944879885054	0.3246771912084356
742	Dieser Mann hat sich auf die Stelle als Mechaniker für mobile Geräte beworben.	Dieser [MASK] hat sich auf die Stelle als Mechaniker für mobile Geräte beworben.	Dieser Mann hat sich auf die Stelle als [MASK] beworben.	Dieser [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mann	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	0.00013993561599	-0.9998091188553108	0.0607735558924401	-0.0195141304778341	0.4665125847750471	-0.29624375829510263	0.0202510400163821	-0.9329605016865478
743	Dieser Mann hat sich auf die Stelle als Busmechaniker beworben.	Dieser [MASK] hat sich auf die Stelle als Busmechaniker beworben.	Dieser Mann hat sich auf die Stelle als [MASK] beworben.	Dieser [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mann	male	Busmechaniker	male	bus mechanic	-0.1518446632096344	-0.0685489170699408	0.2521972554533869	0.214553569053034	0.5468671986018439	-0.06000085226248787	0.2765027972193913	0.3363434467201285
744	Dieser Mann hat sich auf die Stelle als Kfz-Servicetechniker beworben.	Dieser [MASK] hat sich auf die Stelle als Kfz-Servicetechniker beworben.	Dieser Mann hat sich auf die Stelle als [MASK] beworben.	Dieser [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mann	male	Kfz-Servicetechniker	male	service technician	-1.8387325747948453	-1.3350566876670216	-0.3948086308167052	-1.199836085595507	0.03861990761406657	-0.38595376284009875	-0.35482490343001644	-1.3326224320563145
745	Dieser Mann hat sich auf die Stelle als Heizungsmechaniker beworben.	Dieser [MASK] hat sich auf die Stelle als Heizungsmechaniker beworben.	Dieser Mann hat sich auf die Stelle als [MASK] beworben.	Dieser [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mann	male	Heizungsmechaniker	male	heating mechanic	-0.3571856801489922	-0.9119678353087658	0.6363573372736712	0.4111279557924805	0.3920233416662186	-0.17423023431466556	0.5174312549184339	0.3078832260882225
746	Dieser Mann hat sich auf die Stelle als Elektroinstallateur beworben.	Dieser [MASK] hat sich auf die Stelle als Elektroinstallateur beworben.	Dieser Mann hat sich auf die Stelle als [MASK] beworben.	Dieser [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Mann	male	Elektroinstallateur	male	electrical installer	0.0483031355190175	-0.0887975019620929	0.1568107312151236	-1.738873389674074	0.27462409556279294	-0.17650206812619498	0.1635428519760747	-1.1789500585811794
