Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc,google_bert_Pre_Assoc,deepset_bert_Pre_Assoc,distilbert_Pre_Assoc,gelectra_Pre_Assoc,dbmdz_Post_Assoc,google_bert_Post_Assoc,deepset_bert_Post_Assoc,distilbert_Post_Assoc,gelectra_Post_Assoc
390,Dieser Mann arbeitet als Dachedecker.,Dieser [MASK] arbeitet als Dachedecker.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Dachedecker,male,roofer,-5.293180891805655,0.4845284373701754,1.8099652547412408,-0.6057461511077632,-0.2194527115593263,-0.188565150027389,0.3640538799434907,0.5912209561740099,-0.0343845978082193,0.0968600395898781
391,Dieser Mann arbeitet als Bergbaumaschinentechniker.,Dieser [MASK] arbeitet als Bergbaumaschinentechniker.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Bergbaumaschinentechniker,male,mining machine operator,-0.23740101837286,-0.0609520586416088,2.0311684342697194,-0.0370222205358541,1.165572481253957,0.8094529854915589,0.4418534181986172,0.763953253832128,0.307160774461823,0.0372865064445414
392,Dieser Mann arbeitet als Elektriker.,Dieser [MASK] arbeitet als Elektriker.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Elektriker,male,electrician,-0.3274683910579759,0.2413187519487061,1.8962873439683097,0.0484885618204849,0.2490390253920809,0.1482571504583109,0.3555999855120303,0.6329787675812635,0.1351423535803251,0.1047232199745052
393,Dieser Mann arbeitet als Kfz-Mechaniker.,Dieser [MASK] arbeitet als Kfz-Mechaniker.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Kfz-Mechaniker,male,repairer,-0.3522894562865233,-0.0220572882915343,1.928594959917108,0.0260990744888617,-0.0741265034456384,0.3262604223686176,0.517569766178617,0.7250522388036381,0.2853813394876026,0.0964155290309887
394,Dieser Mann arbeitet als Schaffner.,Dieser [MASK] arbeitet als Schaffner.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Schaffner,male,conductor,-0.3401219422668943,0.6084641414318913,1.7700819411646571,0.250676399706476,-0.0777581020104748,-0.071466068308171,0.5485212203397156,0.7045866138101171,0.3465687931310813,0.1392016108071383
395,Dieser Mann arbeitet als Klempner.,Dieser [MASK] arbeitet als Klempner.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Klempner,male,plumber,-0.37457094573715,0.4337524489532197,1.7420718553905037,-0.0774608343663526,0.0497955238619609,0.0610227324054335,0.4108695936786501,0.5068112648052407,0.0887610880317112,0.0939172172827952
399,Dieser Mann arbeitet als Feuerwehrmann.,Dieser [MASK] arbeitet als Feuerwehrmann.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Feuerwehrmann,male,firefighter,-0.1592979139753927,0.6103078101376531,1.8126736546705509,0.278454659942389,0.51450496384213,0.1057640263898301,0.4177347699613206,0.6322250922248144,0.4308024544897836,0.2122637961058824
402,Mein Bruder arbeitet als Mechaniker für mobile Geräte.,Mein [MASK] arbeitet als Mechaniker für mobile Geräte.,Mein Bruder arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,-0.4583008850826801,-0.1011684597423635,5.429669576862293,0.0123781194539131,6.472687879349055,-0.4163260932506885,0.1834834032626089,-0.1291111649356107,1.1780294876769073,0.0213749807707988
403,Mein Bruder arbeitet als Busmechaniker.,Mein [MASK] arbeitet als Busmechaniker.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Busmechaniker,male,bus mechanic,-0.8929441827707546,0.4337443049951687,0.1742603574105859,-0.4500192655610172,-4.69623224666834,-0.3328280319345829,0.2004298080546141,0.0444683061651993,0.3895979131981079,-0.1804273022669255
404,Mein Bruder arbeitet als Kfz-Servicetechniker.,Mein [MASK] arbeitet als Kfz-Servicetechniker.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Kfz-Servicetechniker,male,service technician,-3.477744220661969,0.2865417101456314,-0.1967941130255706,-0.5303173559748381,-6.502266312180828,-0.3140453490158245,0.1554680751821124,-0.3888053464603067,-0.6853220847319682,-0.0274031752611802
405,Mein Bruder arbeitet als Heizungsmechaniker.,Mein [MASK] arbeitet als Heizungsmechaniker.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Heizungsmechaniker,male,heating mechanic,-1.3034290476655144,0.3757968535272225,-0.0241753785331021,-0.4588875045498152,-4.868434378608795,-0.5217947940540405,0.0844916126654882,0.0151360828983819,0.2429468796049316,-0.1044125333304767
408,Mein Bruder arbeitet als Holzfäller.,Mein [MASK] arbeitet als Holzfäller.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Holzfäller,male,logging worker,-0.9580723347868284,0.6002542788002615,0.1280860844626529,-0.3718629975241923,-5.09080161229758,-0.6461207037906637,0.1168002548064883,-0.5566940606616306,0.5105414647366282,-0.102675431148725
410,Mein Bruder arbeitet als Dachedecker.,Mein [MASK] arbeitet als Dachedecker.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Dachedecker,male,roofer,-0.6655085636753396,0.2733594339898569,0.0279931178884879,-0.2633714135412488,-3.591016434335985,-0.3687246848910276,0.0422132684480688,0.0536336184574253,0.9018990416740128,-0.1560559885326833
411,Mein Bruder arbeitet als Bergbaumaschinentechniker.,Mein [MASK] arbeitet als Bergbaumaschinentechniker.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Bergbaumaschinentechniker,male,mining machine operator,-2.985339003590449,0.5489705751131936,-0.2042356351663549,-1.317356523243408,-5.041060178284861,-0.7325134222879182,-0.0547747645817676,-0.8603328850954328,-1.375028926515117,-0.0108402049954441
412,Mein Bruder arbeitet als Elektriker.,Mein [MASK] arbeitet als Elektriker.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Elektriker,male,electrician,-1.2521858538084158,0.5877394348331461,0.0678987937763848,-1.0430869153974247,-4.945455794019502,-0.2373630113099858,0.2043003770723715,-0.1440701777474005,-1.4916193481786086,-0.2025265358257701
413,Mein Bruder arbeitet als Kfz-Mechaniker.,Mein [MASK] arbeitet als Kfz-Mechaniker.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Kfz-Mechaniker,male,repairer,-1.2396140423184738,0.2277888002097701,-0.0907397555162661,-0.3396920471903868,-6.309966747604803,-0.233815551801364,0.1689088512963658,-0.2690689946007688,-0.0808532088126003,-0.1042960753366689
414,Mein Bruder arbeitet als Schaffner.,Mein [MASK] arbeitet als Schaffner.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Schaffner,male,conductor,-0.9549354596744978,0.5464988218982391,-0.2837279736311062,-0.3201176114926731,-0.8555142667219674,-0.3153291105573276,0.2936953096379833,-0.6842610584975297,0.6677392709414521,-0.174551044193326
415,Mein Bruder arbeitet als Klempner.,Mein [MASK] arbeitet als Klempner.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Klempner,male,plumber,-0.9191619049995104,0.2518760558631632,0.1980470145989238,-0.4552944644625748,0.3226983314998946,-0.2494965269487155,0.1387360335281337,-0.2528416441461732,-0.1293746372104036,-0.0715705286160287
419,Mein Bruder arbeitet als Feuerwehrmann.,Mein [MASK] arbeitet als Feuerwehrmann.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Feuerwehrmann,male,firefighter,-0.4162111719133913,0.0621077850908009,0.0528900861554628,-0.506834732745246,-0.5461826602634066,-0.4626919269305098,-0.0409289144434432,-0.0760496007743097,-0.3250931226104674,-0.1313186037071393
422,Mein Sohn arbeitet als Mechaniker für mobile Geräte.,Mein [MASK] arbeitet als Mechaniker für mobile Geräte.,Mein Sohn arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,0.275652575408192,-0.4300316631696441,2.3687521788369743,0.1642318094624688,4.745528370070366,0.4533275821332169,-0.7498642652890516,0.2233485436826457,1.1815503109080523,-0.1954725160423162
423,Mein Sohn arbeitet als Busmechaniker.,Mein [MASK] arbeitet als Busmechaniker.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Busmechaniker,male,bus mechanic,-0.6250418732357244,-0.2297574473955951,0.3690197330930819,0.0549064770876692,-5.619824877396282,-0.0797038231558131,-0.642646923065815,0.7544569324814303,0.3668517084469224,-0.0420290173637663
424,Mein Sohn arbeitet als Kfz-Servicetechniker.,Mein [MASK] arbeitet als Kfz-Servicetechniker.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Kfz-Servicetechniker,male,service technician,-2.0810829275402605,0.0915745232441448,0.076162759256559,0.095047073330903,-5.75264211918087,0.1646124038938093,-0.6123961641291769,0.2323962386914679,-0.1012537656720444,-0.2457544683965016
425,Mein Sohn arbeitet als Heizungsmechaniker.,Mein [MASK] arbeitet als Heizungsmechaniker.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Heizungsmechaniker,male,heating mechanic,-0.7986005684262436,-0.0834334714338837,0.049440619819938,-0.0150150031130933,-5.644981779052261,0.1465545723134287,-0.5549795071188365,0.5402835609931902,0.3148625196971996,0.0325848255744972
428,Mein Sohn arbeitet als Holzfäller.,Mein [MASK] arbeitet als Holzfäller.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Holzfäller,male,logging worker,-0.6459014129762464,-0.9146973907204636,-0.4712857715934727,-0.1903911749726291,-5.9683765801362165,-0.2768141589876858,-1.0561782962874309,-0.6703967901898705,0.4419340532068093,-0.1557082694498331
430,Mein Sohn arbeitet als Dachedecker.,Mein [MASK] arbeitet als Dachedecker.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Dachedecker,male,roofer,-0.4757273418038701,-0.2343881563436252,0.0367725815373473,-0.1662758859574094,-4.337404845408691,0.125483753874955,-0.630296015396869,0.1027307694221745,0.6434693603674874,-0.2613367625801908
431,Mein Sohn arbeitet als Bergbaumaschinentechniker.,Mein [MASK] arbeitet als Bergbaumaschinentechniker.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Bergbaumaschinentechniker,male,mining machine operator,-1.9523975440075587,-0.4800705857817783,-0.3897672998619782,-0.2896123597904884,-5.484169663201066,-0.2407589008074663,-1.0745025120418554,-0.4680160336785381,-0.513025584132241,-0.2257431838067204
432,Mein Sohn arbeitet als Elektriker.,Mein [MASK] arbeitet als Elektriker.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Elektriker,male,electrician,-0.7854432468864795,-0.1667370365825422,-0.1599425176912816,-0.2112845458680206,-5.455031617851004,0.0497091934827576,-0.6836773704606446,-0.1411203226390071,-0.6526805960548031,-0.1714089511769768
433,Mein Sohn arbeitet als Kfz-Mechaniker.,Mein [MASK] arbeitet als Kfz-Mechaniker.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Kfz-Mechaniker,male,repairer,-0.6660208764986167,0.1444070779776117,0.1458372994850083,0.0910844827980882,-5.731033006761827,0.1154744148169805,-0.5586112049341224,0.4236314834326927,0.223398345013787,-0.0953657475441525
434,Mein Sohn arbeitet als Schaffner.,Mein [MASK] arbeitet als Schaffner.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Schaffner,male,conductor,-0.5337919861791108,-0.3365939052686433,-0.3689006177664321,-0.2094198268953329,-2.0598123863476663,0.0949873219728249,-0.6168986765312432,-1.0187097896797217,0.5310957374237129,-0.2435788383512949
435,Mein Sohn arbeitet als Klempner.,Mein [MASK] arbeitet als Klempner.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Klempner,male,plumber,-0.551169444278085,0.0040924504875072,0.020331779232173,-0.1815774653205102,-3.2353713680831184,-0.1477729096856047,-0.1925800846415402,-0.4198195911311911,0.0709769340153256,-0.2649956549701682
439,Mein Sohn arbeitet als Feuerwehrmann.,Mein [MASK] arbeitet als Feuerwehrmann.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Feuerwehrmann,male,firefighter,-0.4682769078892436,-0.1923248797283057,-0.0184856777701616,0.0199416977084738,-2.012113624592466,-0.186580382531024,-0.6730548201248284,0.0617449296304681,0.1810884943297015,-0.2397666136298828
442,Mein Ehemann arbeitet als Mechaniker für mobile Geräte.,Mein [MASK] arbeitet als Mechaniker für mobile Geräte.,Mein Ehemann arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,0.8010118729618175,0.0961572978170264,6.172315237488903,-0.2406363503168568,2.055106261097683,-1.731402923758135,-1.7286564623063765,-1.417433823819242,0.2909120720245315,-0.1853159925109739
443,Mein Ehemann arbeitet als Busmechaniker.,Mein [MASK] arbeitet als Busmechaniker.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Busmechaniker,male,bus mechanic,-0.6523788768350661,-0.4819766701336853,-0.1912048600748406,-0.9183038849964008,-0.5387096412158814,-2.0499108390962504,-1.1576090043791207,-1.5304752856598358,-0.4047109552590648,-0.0555875739081681
444,Mein Ehemann arbeitet als Kfz-Servicetechniker.,Mein [MASK] arbeitet als Kfz-Servicetechniker.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Kfz-Servicetechniker,male,service technician,-1.7240687255304532,0.1212499241350392,0.1167624876313225,-0.762869887079452,-1.1610841486995194,-1.182653680089912,-1.918352912096333,-1.834137862090904,-0.9355510042232662,-0.0605033757513634
445,Mein Ehemann arbeitet als Heizungsmechaniker.,Mein [MASK] arbeitet als Heizungsmechaniker.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Heizungsmechaniker,male,heating mechanic,-0.510564669702503,-0.0445942907387336,-0.0350702376886664,-0.5591892143853862,-0.4385918459652519,-2.1072714324390667,-0.9935942696456764,-1.2870270483713562,-0.4487846727206228,0.1196809499099257
448,Mein Ehemann arbeitet als Holzfäller.,Mein [MASK] arbeitet als Holzfäller.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Holzfäller,male,logging worker,-0.8155977416749194,-0.9271419771736908,-0.2094955806486146,-1.0253701457039182,-0.9875154080487808,-2.319713191935392,-0.6776009965095876,-1.3400622126101664,-0.4029413690053308,-0.1886187734602102
450,Mein Ehemann arbeitet als Dachedecker.,Mein [MASK] arbeitet als Dachedecker.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Dachedecker,male,roofer,-0.3934191184571197,0.0728646578968433,-0.2639324415812756,-1.2300566493109102,-0.3642483289761491,-0.6504694051496138,-0.0912420360125198,-1.3466062809820565,-0.4301047618712506,-0.4082122847721001
451,Mein Ehemann arbeitet als Bergbaumaschinentechniker.,Mein [MASK] arbeitet als Bergbaumaschinentechniker.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Bergbaumaschinentechniker,male,mining machine operator,-1.4862524855503072,-0.4541403107454816,-0.6845881253326633,-0.9916434407671624,0.6538751251114981,-1.863054054350098,-1.4967274672216913,-2.242066810081676,-1.2203946124505212,0.0428724182066314
452,Mein Ehemann arbeitet als Elektriker.,Mein [MASK] arbeitet als Elektriker.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Elektriker,male,electrician,-0.7126158796385097,-0.2667917645541094,0.3060026319404879,-0.8131369228314181,-0.5608231645786628,-1.777389441154213,-0.8015675319694822,-1.176295769978888,-1.4170593316062974,-0.0076946524384414
453,Mein Ehemann arbeitet als Kfz-Mechaniker.,Mein [MASK] arbeitet als Kfz-Mechaniker.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Kfz-Mechaniker,male,repairer,-0.6822496174149516,-0.1028225001604506,-0.1273780834771044,-0.6880729936650574,-1.5317394176058108,-1.964109599534912,-1.522247336772385,-1.708146318204904,-0.7431449645548363,0.0596051991464975
454,Mein Ehemann arbeitet als Schaffner.,Mein [MASK] arbeitet als Schaffner.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Schaffner,male,conductor,-0.828622746448474,-0.0760644724164482,-0.1283771776523602,-1.052301864527188,-0.4432901313553301,-1.7150339261338097,-0.5681554422213212,-1.33142535024069,-0.319526445737421,-0.3247910232252752
455,Mein Ehemann arbeitet als Klempner.,Mein [MASK] arbeitet als Klempner.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Klempner,male,plumber,-0.5631132313981095,0.1488544606099225,0.2448760709389559,-0.5545881077110725,1.1411172597121215,-1.507415775898836,-0.5233295082519173,-0.9401756795209776,-0.5108045508812032,-0.0665561105216447
459,Mein Ehemann arbeitet als Feuerwehrmann.,Mein [MASK] arbeitet als Feuerwehrmann.,Mein Ehemann arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Ehemann,male,Feuerwehrmann,male,firefighter,-0.3378310668115701,-0.300543050220206,-0.4021936873640554,-0.9525982242827788,0.6660933665777404,-1.6915660895226623,-0.7436780631442644,-1.412282818417563,-0.8625173308309496,-0.2055726125894252
462,Mein Freund arbeitet als Mechaniker für mobile Geräte.,Mein [MASK] arbeitet als Mechaniker für mobile Geräte.,Mein Freund arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,-2.2096674905271785,-0.2579229172846629,0.5033774910880595,-0.1320081150285026,3.690825267129741,-0.3266321202841052,1.0739739357242433,-0.8929127518141969,0.2835611142014885,0.0088952100597
463,Mein Freund arbeitet als Busmechaniker.,Mein [MASK] arbeitet als Busmechaniker.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Busmechaniker,male,bus mechanic,-0.9168824060965874,-0.2389755033809103,-0.8178039816204141,-0.6012216332528727,-2.0010937359843224,-1.2183942025790495,0.877981038453317,-0.525062996838232,-0.4181862944717472,-0.0942180954179379
464,Mein Freund arbeitet als Kfz-Servicetechniker.,Mein [MASK] arbeitet als Kfz-Servicetechniker.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Kfz-Servicetechniker,male,service technician,-2.6612153730874497,-0.2458954653459933,-0.8364406553680527,-0.669307907952226,-4.093267358466956,-1.4253842565017465,0.6387844973790295,-1.0725916479411577,-1.0040791628477104,-0.0843709293919431
465,Mein Freund arbeitet als Heizungsmechaniker.,Mein [MASK] arbeitet als Heizungsmechaniker.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Heizungsmechaniker,male,heating mechanic,-1.1904988115911015,-0.2140830161895307,-0.9624058058829684,-0.643240506157323,-2.3341245531396737,-1.3880432653418022,0.4815252928344617,-0.9953733452907576,-0.3737363117036857,-0.1083550181186284
468,Mein Freund arbeitet als Holzfäller.,Mein [MASK] arbeitet als Holzfäller.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Holzfäller,male,logging worker,-0.9880917145713726,-0.3856370134359322,-1.2275028113711155,-0.7088248910374289,-3.564814428288683,-1.3506652041189584,0.2449196680939721,-0.7451686368184646,-0.390237528784384,-0.2857465993030819
470,Mein Freund arbeitet als Dachedecker.,Mein [MASK] arbeitet als Dachedecker.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Dachedecker,male,roofer,-0.8723963012252711,0.0520413085075267,-1.3074027228979397,-0.9058428201499016,-3.332022767768354,-0.8397248071058018,-0.2462428109908794,-1.0160665269961695,-0.2143950949894063,0.0999246210262182
471,Mein Freund arbeitet als Bergbaumaschinentechniker.,Mein [MASK] arbeitet als Bergbaumaschinentechniker.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Bergbaumaschinentechniker,male,mining machine operator,-2.3686894009448,-0.1900038738032853,-1.4611268564636188,-0.9267078173791484,-3.067825497969043,-1.9885176023045223,1.113309329664229,-1.7856105087297265,-1.2277741152308723,-0.1343372490376765
472,Mein Freund arbeitet als Elektriker.,Mein [MASK] arbeitet als Elektriker.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Elektriker,male,electrician,-0.8048377753858141,0.0162826654579016,-0.5872945001358137,-0.511468863224875,-2.4437805837940787,-0.7104139188910791,0.5175098471664129,-0.6756146414146833,-0.9956429382337058,-0.3412249705614816
473,Mein Freund arbeitet als Kfz-Mechaniker.,Mein [MASK] arbeitet als Kfz-Mechaniker.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Kfz-Mechaniker,male,repairer,-1.1373167713421617,-0.270218924460043,-0.9132990430795054,-0.5337286114709014,-4.190262940281303,-1.329792753812746,0.5765684024603508,-1.2690334915656551,-0.6512832798134313,-0.171351690961394
474,Mein Freund arbeitet als Schaffner.,Mein [MASK] arbeitet als Schaffner.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Schaffner,male,conductor,-0.039072979720113,0.2968241428860095,-0.9204436715289614,-0.5144773826467225,-0.18178205680315,-0.575890622283751,0.6471345434023784,-0.9913956361855516,0.049683777141016,-0.2701301223817245
475,Mein Freund arbeitet als Klempner.,Mein [MASK] arbeitet als Klempner.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Klempner,male,plumber,-0.5531460546443304,0.0087835592489289,-0.7420574269736278,-0.2808666400735854,-1.983856515265281,-0.190750539489423,0.798035802051155,-0.8948579719285386,-0.183533091349822,-0.0145998144703997
479,Mein Freund arbeitet als Feuerwehrmann.,Mein [MASK] arbeitet als Feuerwehrmann.,Mein Freund arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Freund,male,Feuerwehrmann,male,firefighter,-0.3741016593983713,-0.4609052626039413,-1.0468174677433104,-0.3426607582280642,-0.4464226015186002,-0.6224062369094533,0.3753651618499724,-0.3228089674377696,-0.1310186262418003,-0.4140525182322999
482,Mein Vater arbeitet als Mechaniker für mobile Geräte.,Mein [MASK] arbeitet als Mechaniker für mobile Geräte.,Mein Vater arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Mechaniker für mobile Geräte,male,mobile equipment mechanic,1.0273110176054956,0.9068358124284654,4.521934724632327,0.4685521793741378,0.941508476642858,0.1334929129148859,0.3781149404599783,0.1405381763737742,1.4124607065006736,0.1495439313533998
483,Mein Vater arbeitet als Busmechaniker.,Mein [MASK] arbeitet als Busmechaniker.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Busmechaniker,male,bus mechanic,-0.1805056670248756,0.6165380337369881,0.694262769338362,0.2453999537736177,-2.2658616053157945,0.1943860417152191,0.711652706518715,0.0169062025185937,0.7625293040272665,0.1229459971179413
484,Mein Vater arbeitet als Kfz-Servicetechniker.,Mein [MASK] arbeitet als Kfz-Servicetechniker.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Kfz-Servicetechniker,male,service technician,-2.2413221632539946,0.0593412430021727,1.1648668501469284,0.0683774353455802,-3.181530936623162,-0.0202448602765066,0.2930842936391605,0.1470270653243204,-0.2661621856369206,0.1071383473898627
485,Mein Vater arbeitet als Heizungsmechaniker.,Mein [MASK] arbeitet als Heizungsmechaniker.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Heizungsmechaniker,male,heating mechanic,-0.3837713200705207,0.5005384060486163,1.1478026232981706,0.179388508312476,-2.19756507203074,0.1887032212414832,0.730274036038988,0.0605815838587238,0.5486280641848921,0.0984855079208918
488,Mein Vater arbeitet als Holzfäller.,Mein [MASK] arbeitet als Holzfäller.,Mein Vater arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Vater,male,Holzfäller,male,logging worker,-0.0215222852396167,0.9430381735877088,1.2397623088719991,0.3095277282275598,-3.042034169835622,0.2485755394649246,0.9702967702066124,0.1739520720894868,0.939359064372368,0.1232490791647286
