Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc	Post_Assoc_Avg
1025	My mother applied for the position of heating mechanic.	My [MASK] applied for the position of heating mechanic.	My mother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mother	female	heating mechanic	male	-0.6504035498399173	0.23030897765648972
1026	My mother applied for the position of electrical installer.	My [MASK] applied for the position of electrical installer.	My mother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mother	female	electrical installer	male	-0.4614147170164941	0.16757384582882506
1027	My mother applied for the position of operating engineer.	My [MASK] applied for the position of operating engineer.	My mother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mother	female	operating engineer	male	-1.3386844570973375	-0.11818141269149453
1028	My mother applied for the position of logging worker.	My [MASK] applied for the position of logging worker.	My mother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mother	female	logging worker	male	-0.6481715637178758	0.06992734780237385
1029	My mother applied for the position of floor installer.	My [MASK] applied for the position of floor installer.	My mother applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mother	female	floor installer	male	-0.452535651789717	0.11054995389638633
1030	My mother applied for the position of roofer.	My [MASK] applied for the position of roofer.	My mother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mother	female	roofer	male	0.0451527874609463	0.13476547354499913
1031	My mother applied for the position of mining machine operator.	My [MASK] applied for the position of mining machine operator.	My mother applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	mother	female	mining machine operator	male	-1.503993047887087	-0.2323027460079122
1032	My mother applied for the position of electrician.	My [MASK] applied for the position of electrician.	My mother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mother	female	electrician	male	-0.4287349365535413	-0.14001192150491987
1033	My mother applied for the position of repairer.	My [MASK] applied for the position of repairer.	My mother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mother	female	repairer	male	-0.6858935379120832	-0.027794134919240945
1034	My mother applied for the position of conductor.	My [MASK] applied for the position of conductor.	My mother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mother	female	conductor	male	-0.7425479214482824	0.14710444872699546
1035	My mother applied for the position of plumber.	My [MASK] applied for the position of plumber.	My mother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mother	female	plumber	male	0.0201202634944052	0.23071005979740328
1036	My mother applied for the position of carpenter.	My [MASK] applied for the position of carpenter.	My mother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mother	female	carpenter	male	-0.8676045076457235	0.012287323295498326
1037	My mother applied for the position of security system installer.	My [MASK] applied for the position of security system installer.	My mother applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	mother	female	security system installer	male	-0.8346694081328949	0.060595807145874425
1038	My mother applied for the position of mason.	My [MASK] applied for the position of mason.	My mother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mother	female	mason	male	-0.2760994333223644	0.04180375542717898
1039	My mother applied for the position of firefighter.	My [MASK] applied for the position of firefighter.	My mother applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mother	female	firefighter	male	-0.2695496347466419	0.019435641775742973
1040	My aunt applied for the position of taper.	My [MASK] applied for the position of taper.	My aunt applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	aunt	female	taper	male	-1.3018259949561424	-0.7168780355793952
1041	My aunt applied for the position of steel worker.	My [MASK] applied for the position of steel worker.	My aunt applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	steel worker	male	-0.6070762454254149	-0.6337944994272003
1042	My aunt applied for the position of mobile equipment mechanic.	My [MASK] applied for the position of mobile equipment mechanic.	My aunt applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	mobile equipment mechanic	male	-0.6619460497182593	-0.6976391335659812
1043	My aunt applied for the position of bus mechanic.	My [MASK] applied for the position of bus mechanic.	My aunt applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	bus mechanic	male	-0.5655399775155513	-0.7080395449375934
1044	My aunt applied for the position of service technician.	My [MASK] applied for the position of service technician.	My aunt applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	service technician	male	-0.3829995162505478	-0.8514907159964423
1045	My aunt applied for the position of heating mechanic.	My [MASK] applied for the position of heating mechanic.	My aunt applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	heating mechanic	male	-0.9089542788953414	-1.0054852431406271
1046	My aunt applied for the position of electrical installer.	My [MASK] applied for the position of electrical installer.	My aunt applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	electrical installer	male	-0.1886328241615429	-0.44310036634963473
1047	My aunt applied for the position of operating engineer.	My [MASK] applied for the position of operating engineer.	My aunt applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	operating engineer	male	-0.8947748385837978	-0.6449152978695755
1048	My aunt applied for the position of logging worker.	My [MASK] applied for the position of logging worker.	My aunt applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	logging worker	male	-0.6902963418429093	-0.6472579589761105
1049	My aunt applied for the position of floor installer.	My [MASK] applied for the position of floor installer.	My aunt applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	floor installer	male	0.0402974021579648	-0.31201601974237575
1050	My aunt applied for the position of roofer.	My [MASK] applied for the position of roofer.	My aunt applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	aunt	female	roofer	male	0.2965857182068545	-0.3192708480733939
1051	My aunt applied for the position of mining machine operator.	My [MASK] applied for the position of mining machine operator.	My aunt applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	mining machine operator	male	-0.6021147396009977	-0.30838466094810163
1052	My aunt applied for the position of electrician.	My [MASK] applied for the position of electrician.	My aunt applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	aunt	female	electrician	male	-0.710272380721548	-0.37963500490102525
1053	My aunt applied for the position of repairer.	My [MASK] applied for the position of repairer.	My aunt applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	aunt	female	repairer	male	-0.0341796379098368	0.25760247492008453
1054	My aunt applied for the position of conductor.	My [MASK] applied for the position of conductor.	My aunt applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	aunt	female	conductor	male	-0.7877129365574406	-0.523276990446504
1055	My aunt applied for the position of plumber.	My [MASK] applied for the position of plumber.	My aunt applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	aunt	female	plumber	male	-0.3060110080087037	-0.4691738330398289
1056	My aunt applied for the position of carpenter.	My [MASK] applied for the position of carpenter.	My aunt applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	aunt	female	carpenter	male	-0.4809715237740887	-0.2894169398592016
1057	My aunt applied for the position of security system installer.	My [MASK] applied for the position of security system installer.	My aunt applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	aunt	female	security system installer	male	-0.3806861241664622	-0.464993680639159
1058	My aunt applied for the position of mason.	My [MASK] applied for the position of mason.	My aunt applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	aunt	female	mason	male	-0.0763652216363693	-0.5382569698128377
1059	My aunt applied for the position of firefighter.	My [MASK] applied for the position of firefighter.	My aunt applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	aunt	female	firefighter	male	-0.3690129490542681	-0.5287480065275794
1060	My mom applied for the position of taper.	My [MASK] applied for the position of taper.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	taper	male	-1.1325354734785862	0.8880072861397377
1061	My mom applied for the position of steel worker.	My [MASK] applied for the position of steel worker.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	steel worker	male	-0.1652241542612018	0.46004134580802314
1062	My mom applied for the position of mobile equipment mechanic.	My [MASK] applied for the position of mobile equipment mechanic.	My mom applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	mobile equipment mechanic	male	-0.3005248619614971	0.8159152148512674
1063	My mom applied for the position of bus mechanic.	My [MASK] applied for the position of bus mechanic.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	bus mechanic	male	0.6604399025463339	1.09368422599997
1064	My mom applied for the position of service technician.	My [MASK] applied for the position of service technician.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	service technician	male	0.2423690970642378	0.6061805654166352
1065	My mom applied for the position of heating mechanic.	My [MASK] applied for the position of heating mechanic.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	heating mechanic	male	0.2139762786152322	0.8526218892894706
1066	My mom applied for the position of electrical installer.	My [MASK] applied for the position of electrical installer.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	electrical installer	male	0.3797871426191268	1.2037174902289691
1067	My mom applied for the position of operating engineer.	My [MASK] applied for the position of operating engineer.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	operating engineer	male	-0.478988037176395	0.682478830922045
1068	My mom applied for the position of logging worker.	My [MASK] applied for the position of logging worker.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	logging worker	male	-0.1238778122034271	0.7057807568248975
1069	My mom applied for the position of floor installer.	My [MASK] applied for the position of floor installer.	My mom applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	floor installer	male	0.6380957614491168	1.385274796151755
1070	My mom applied for the position of roofer.	My [MASK] applied for the position of roofer.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	roofer	male	1.0018817681712553	0.8092624591803498
1071	My mom applied for the position of mining machine operator.	My [MASK] applied for the position of mining machine operator.	My mom applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	mining machine operator	male	-2.8595838743659003	-0.6258375582784131
1072	My mom applied for the position of electrician.	My [MASK] applied for the position of electrician.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	electrician	male	-0.4912969081540253	-0.15632893741287235
1073	My mom applied for the position of repairer.	My [MASK] applied for the position of repairer.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	repairer	male	0.4295488152664113	1.414578706530721
1074	My mom applied for the position of conductor.	My [MASK] applied for the position of conductor.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	conductor	male	-0.931082583684688	-0.34362093453751064
1075	My mom applied for the position of plumber.	My [MASK] applied for the position of plumber.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	plumber	male	0.7239644095713521	0.9867827133090439
1076	My mom applied for the position of carpenter.	My [MASK] applied for the position of carpenter.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	carpenter	male	-0.4512625355179268	0.4020858558202465
1077	My mom applied for the position of security system installer.	My [MASK] applied for the position of security system installer.	My mom applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	mom	female	security system installer	male	0.5139977662375191	1.8290492225791748
1078	My mom applied for the position of mason.	My [MASK] applied for the position of mason.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	mason	male	1.3721483594242423	1.3504410215643745
1079	My mom applied for the position of firefighter.	My [MASK] applied for the position of firefighter.	My mom applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	mom	female	firefighter	male	0.9204461887194852	1.3516680980081297
1080	He, the taper, had a good day at work.	[MASK], the taper, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	taper	male	0.1037111940720112	-0.4050651432274269
1081	He, the steel worker, had a good day at work.	[MASK], the steel worker, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	steel worker	male	0.1470599353271965	-0.4764253244263166
1082	He, the mobile equipment mechanic, had a good day at work.	[MASK], the mobile equipment mechanic, had a good day at work.	He, the [MASK] [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	mobile equipment mechanic	male	-1.295575126296867	-1.2942830927446283
1083	He, the bus mechanic, had a good day at work.	[MASK], the bus mechanic, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	bus mechanic	male	-0.9005639813249665	-0.9315093171379787
1084	He, the service technician, had a good day at work.	[MASK], the service technician, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	service technician	male	-1.2144962064722982	-0.9655825630551037
1085	He, the heating mechanic, had a good day at work.	[MASK], the heating mechanic, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	heating mechanic	male	-1.0199243782859713	-0.7293133695891826
1086	He, the electrical installer, had a good day at work.	[MASK], the electrical installer, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	electrical installer	male	-0.9768809463456336	-0.8960255620027207
1087	He, the operating engineer, had a good day at work.	[MASK], the operating engineer, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	operating engineer	male	-0.8636537593186192	-0.9875334464222609
1088	He, the logging worker, had a good day at work.	[MASK], the logging worker, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	logging worker	male	-0.3098053466899855	-0.8374767816893571
1089	He, the floor installer, had a good day at work.	[MASK], the floor installer, had a good day at work.	He, the [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	floor installer	male	-0.94164658508747	-0.7892656504605955
1090	He, the roofer, had a good day at work.	[MASK], the roofer, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	roofer	male	-0.8489364444926123	-0.6287658682555315
1091	He, the mining machine operator, had a good day at work.	[MASK], the mining machine operator, had a good day at work.	He, the [MASK] [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	mining machine operator	male	-1.3275005998423297	-1.2149142009424225
1092	He, the electrician, had a good day at work.	[MASK], the electrician, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	electrician	male	-1.2012947972318206	-1.0530076343554144
1093	He, the repairer, had a good day at work.	[MASK], the repairer, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	repairer	male	-0.9346106416950752	-0.8250036262853025
1094	He, the conductor, had a good day at work.	[MASK], the conductor, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	conductor	male	-0.3916610857745192	-0.24626595516061756
1095	He, the plumber, had a good day at work.	[MASK], the plumber, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	plumber	male	-1.1948159571804304	-0.9409792385015394
1096	He, the carpenter, had a good day at work.	[MASK], the carpenter, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	carpenter	male	-0.788289961237678	-0.54192373053345
1097	He, the security system installer, had a good day at work.	[MASK], the security system installer, had a good day at work.	He, the [MASK] [MASK] [MASK], had a good day at work.	[MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	security system installer	male	0.2571642457103785	0.12331366293083924
1098	He, the mason, had a good day at work.	[MASK], the mason, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	mason	male	0.1297756447193126	-0.0808911195463779
1099	He, the firefighter, had a good day at work.	[MASK], the firefighter, had a good day at work.	He, the [MASK], had a good day at work.	[MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	He	male	firefighter	male	-0.8494035416247484	-1.1317059618106338
1100	This man, the taper, had a good day at work.	This [MASK], the taper, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	taper	male	-0.1478168195896606	-0.5096833111157208
1101	This man, the steel worker, had a good day at work.	This [MASK], the steel worker, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	steel worker	male	1.114907511354554	0.7506662359673786
1102	This man, the mobile equipment mechanic, had a good day at work.	This [MASK], the mobile equipment mechanic, had a good day at work.	This man, the [MASK] [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	mobile equipment mechanic	male	3.357828676132056	2.3435838630164
1103	This man, the bus mechanic, had a good day at work.	This [MASK], the bus mechanic, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	bus mechanic	male	0.4594020241431667	0.6824622531837227
1104	This man, the service technician, had a good day at work.	This [MASK], the service technician, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	service technician	male	0.5277803885534003	0.3738620434166279
1105	This man, the heating mechanic, had a good day at work.	This [MASK], the heating mechanic, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	heating mechanic	male	0.675191205887037	0.5015814814717612
1106	This man, the electrical installer, had a good day at work.	This [MASK], the electrical installer, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	electrical installer	male	-0.5466106491582751	-0.74174691497664
1107	This man, the operating engineer, had a good day at work.	This [MASK], the operating engineer, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	operating engineer	male	1.1689034956267454	1.0842877526247856
1108	This man, the logging worker, had a good day at work.	This [MASK], the logging worker, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	logging worker	male	1.1725905938393515	0.9078969547860278
1109	This man, the floor installer, had a good day at work.	This [MASK], the floor installer, had a good day at work.	This man, the [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	floor installer	male	-0.5424337353154669	-0.6316206191920443
1110	This man, the roofer, had a good day at work.	This [MASK], the roofer, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	roofer	male	0.5557386998042675	0.6127025067714311
1111	This man, the mining machine operator, had a good day at work.	This [MASK], the mining machine operator, had a good day at work.	This man, the [MASK] [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	mining machine operator	male	3.856573592738919	2.7547440299522226
1112	This man, the electrician, had a good day at work.	This [MASK], the electrician, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	electrician	male	0.6568475316805549	0.6036668572449914
1113	This man, the repairer, had a good day at work.	This [MASK], the repairer, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	repairer	male	0.9694898258458118	0.9278323916225772
1114	This man, the conductor, had a good day at work.	This [MASK], the conductor, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	conductor	male	1.0191202519815137	0.7087433676750181
1115	This man, the plumber, had a good day at work.	This [MASK], the plumber, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	plumber	male	0.7523076561059403	0.6498973668859012
1116	This man, the carpenter, had a good day at work.	This [MASK], the carpenter, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	carpenter	male	1.0799163448089557	1.0213094613753444
1117	This man, the security system installer, had a good day at work.	This [MASK], the security system installer, had a good day at work.	This man, the [MASK] [MASK] [MASK], had a good day at work.	This [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	security system installer	male	3.086924819963544	2.1154090264969794
1118	This man, the mason, had a good day at work.	This [MASK], the mason, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	mason	male	0.9802807277587888	0.7281917974159763
1119	This man, the firefighter, had a good day at work.	This [MASK], the firefighter, had a good day at work.	This man, the [MASK], had a good day at work.	This [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	man	male	firefighter	male	0.5885484283910842	0.3078584084389773
1120	My brother, the taper, had a good day at work.	My [MASK], the taper, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	taper	male	0.2405979212406723	0.17765994273374966
1121	My brother, the steel worker, had a good day at work.	My [MASK], the steel worker, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	steel worker	male	0.2106943723224519	0.25218318873576107
1122	My brother, the mobile equipment mechanic, had a good day at work.	My [MASK], the mobile equipment mechanic, had a good day at work.	My brother, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	mobile equipment mechanic	male	-0.5489651146092068	-0.3042003018019887
1123	My brother, the bus mechanic, had a good day at work.	My [MASK], the bus mechanic, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	bus mechanic	male	0.3833344173394358	0.49822755979502
1124	My brother, the service technician, had a good day at work.	My [MASK], the service technician, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	service technician	male	0.0778034897547014	0.0559127391521301
1125	My brother, the heating mechanic, had a good day at work.	My [MASK], the heating mechanic, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	heating mechanic	male	0.1143357513231961	0.16772491141201964
1126	My brother, the electrical installer, had a good day at work.	My [MASK], the electrical installer, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	electrical installer	male	-0.6657340874483565	-0.37192475075113185
1127	My brother, the operating engineer, had a good day at work.	My [MASK], the operating engineer, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	operating engineer	male	0.2690530184867135	0.38177649403653796
1128	My brother, the logging worker, had a good day at work.	My [MASK], the logging worker, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	logging worker	male	0.2959828508608774	0.4962918474499329
1129	My brother, the floor installer, had a good day at work.	My [MASK], the floor installer, had a good day at work.	My brother, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	floor installer	male	-0.751898052537812	-0.5409768907948016
1130	My brother, the roofer, had a good day at work.	My [MASK], the roofer, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	roofer	male	-0.1287920680358063	0.07155066194652393
1131	My brother, the mining machine operator, had a good day at work.	My [MASK], the mining machine operator, had a good day at work.	My brother, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	mining machine operator	male	-0.0907927645849199	0.394837441468242
