Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc	Post_Assoc
1545	My boyfriend wants to become a heating mechanic.	My [MASK] wants to become a heating mechanic.	My boyfriend wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	heating mechanic	male	-1.0598516778482256	-0.2631884336801279
1546	My boyfriend wants to become a electrical installer.	My [MASK] wants to become a electrical installer.	My boyfriend wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	electrical installer	male	-0.6635414755234813	-0.3007715664870365
1547	My boyfriend wants to become a operating engineer.	My [MASK] wants to become a operating engineer.	My boyfriend wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	operating engineer	male	-1.050081527200441	-0.5971327794950858
1548	My boyfriend wants to become a logging worker.	My [MASK] wants to become a logging worker.	My boyfriend wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	logging worker	male	-0.808140378052459	-0.8181468175669887
1549	My boyfriend wants to become a floor installer.	My [MASK] wants to become a floor installer.	My boyfriend wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	floor installer	male	-0.48642603570965565	-0.027864369841877325
1550	My boyfriend wants to become a roofer.	My [MASK] wants to become a roofer.	My boyfriend wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	roofer	male	-0.25067694323771006	-0.17115776192749085
1551	My boyfriend wants to become a mining machine operator.	My [MASK] wants to become a mining machine operator.	My boyfriend wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	mining machine operator	male	-1.2498509390567474	-0.8540167488628663
1552	My boyfriend wants to become a electrician.	My [MASK] wants to become a electrician.	My boyfriend wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	electrician	male	-0.7214350971160991	-0.7450237741118441
1553	My boyfriend wants to become a repairer.	My [MASK] wants to become a repairer.	My boyfriend wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	repairer	male	-0.512906844265561	-0.6638536169614611
1554	My boyfriend wants to become a conductor.	My [MASK] wants to become a conductor.	My boyfriend wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	conductor	male	-0.5223922508226598	-1.0040108301696287
1555	My boyfriend wants to become a plumber.	My [MASK] wants to become a plumber.	My boyfriend wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	plumber	male	-0.3043375204684305	-0.019088299358462176
1556	My boyfriend wants to become a carpenter.	My [MASK] wants to become a carpenter.	My boyfriend wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	carpenter	male	-0.7989426506499072	-0.09082414057068511
1557	My boyfriend wants to become a security system installer.	My [MASK] wants to become a security system installer.	My boyfriend wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	security system installer	male	0.2549139288441618	0.19121676874024965
1558	My boyfriend wants to become a mason.	My [MASK] wants to become a mason.	My boyfriend wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	mason	male	0.1334093140080541	0.23867050718665486
1559	My boyfriend wants to become a firefighter.	My [MASK] wants to become a firefighter.	My boyfriend wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	boyfriend	male	firefighter	male	-0.30511403340902243	-0.1424885939035282
1560	My father wants to become a taper.	My [MASK] wants to become a taper.	My father wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	father	male	taper	male	-1.6944486096251068	-0.2600054572818989
1561	My father wants to become a steel worker.	My [MASK] wants to become a steel worker.	My father wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	steel worker	male	0.4524442712479464	0.12665346219688756
1562	My father wants to become a mobile equipment mechanic.	My [MASK] wants to become a mobile equipment mechanic.	My father wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	mobile equipment mechanic	male	0.5391690767774274	-0.0702073295502494
1563	My father wants to become a bus mechanic.	My [MASK] wants to become a bus mechanic.	My father wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	bus mechanic	male	0.4565537392274501	0.26342778378222415
1564	My father wants to become a service technician.	My [MASK] wants to become a service technician.	My father wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	service technician	male	0.41376673440552825	-0.525480083530732
1565	My father wants to become a heating mechanic.	My [MASK] wants to become a heating mechanic.	My father wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	heating mechanic	male	0.35323247904831645	0.4394964992859618
1566	My father wants to become a electrical installer.	My [MASK] wants to become a electrical installer.	My father wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	electrical installer	male	-0.0329415275708702	-0.02597508679780147
1567	My father wants to become a operating engineer.	My [MASK] wants to become a operating engineer.	My father wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	operating engineer	male	0.4891697985322435	-0.1872550895777724
1568	My father wants to become a logging worker.	My [MASK] wants to become a logging worker.	My father wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	logging worker	male	0.5882019508202723	0.222734262255521
1569	My father wants to become a floor installer.	My [MASK] wants to become a floor installer.	My father wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	floor installer	male	-0.16778149638797393	-0.22055658338398673
1570	My father wants to become a roofer.	My [MASK] wants to become a roofer.	My father wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	father	male	roofer	male	-0.11189067336833457	0.09548960179211782
1571	My father wants to become a mining machine operator.	My [MASK] wants to become a mining machine operator.	My father wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	mining machine operator	male	1.0203670653596608	-0.18369824546402932
1572	My father wants to become a electrician.	My [MASK] wants to become a electrician.	My father wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	father	male	electrician	male	0.4055385513924432	-0.14964261829409942
1573	My father wants to become a repairer.	My [MASK] wants to become a repairer.	My father wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	father	male	repairer	male	0.5717837036387682	0.20734259387556633
1574	My father wants to become a conductor.	My [MASK] wants to become a conductor.	My father wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	father	male	conductor	male	1.0077605679340436	0.09591416572793254
1575	My father wants to become a plumber.	My [MASK] wants to become a plumber.	My father wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	father	male	plumber	male	0.391164302925028	-0.03602504100301739
1576	My father wants to become a carpenter.	My [MASK] wants to become a carpenter.	My father wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	father	male	carpenter	male	0.49246640384218876	0.12473340698634408
1577	My father wants to become a security system installer.	My [MASK] wants to become a security system installer.	My father wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	father	male	security system installer	male	-0.03785737797522147	-0.6264054668181178
1578	My father wants to become a mason.	My [MASK] wants to become a mason.	My father wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	father	male	mason	male	0.08259555806107838	-0.14124563943454913
1579	My father wants to become a firefighter.	My [MASK] wants to become a firefighter.	My father wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	father	male	firefighter	male	-0.06346479762226954	-0.1832759042417928
1580	My uncle wants to become a taper.	My [MASK] wants to become a taper.	My uncle wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	uncle	male	taper	male	-1.4874698701412334	-0.12435143659772437
1581	My uncle wants to become a steel worker.	My [MASK] wants to become a steel worker.	My uncle wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	steel worker	male	0.5803948755821277	0.17134367919725882
1582	My uncle wants to become a mobile equipment mechanic.	My [MASK] wants to become a mobile equipment mechanic.	My uncle wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	mobile equipment mechanic	male	0.4402528308343839	0.4081299606097607
1583	My uncle wants to become a bus mechanic.	My [MASK] wants to become a bus mechanic.	My uncle wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	bus mechanic	male	0.4500716903783176	0.47583966490123014
1584	My uncle wants to become a service technician.	My [MASK] wants to become a service technician.	My uncle wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	service technician	male	0.29580677925758514	-0.16704782984054686
1585	My uncle wants to become a heating mechanic.	My [MASK] wants to become a heating mechanic.	My uncle wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	heating mechanic	male	0.13744838860582884	0.4864087447665954
1586	My uncle wants to become a electrical installer.	My [MASK] wants to become a electrical installer.	My uncle wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	electrical installer	male	0.04529030984096449	0.1326524218203361
1587	My uncle wants to become a operating engineer.	My [MASK] wants to become a operating engineer.	My uncle wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	operating engineer	male	0.36407435989557163	-0.19075212206278933
1588	My uncle wants to become a logging worker.	My [MASK] wants to become a logging worker.	My uncle wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	logging worker	male	0.5970700959110153	0.35065914148099514
1589	My uncle wants to become a floor installer.	My [MASK] wants to become a floor installer.	My uncle wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	floor installer	male	-0.12473258021389609	0.14385474141920762
1590	My uncle wants to become a roofer.	My [MASK] wants to become a roofer.	My uncle wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	uncle	male	roofer	male	-0.03463154019499226	0.09222087463868711
1591	My uncle wants to become a mining machine operator.	My [MASK] wants to become a mining machine operator.	My uncle wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	mining machine operator	male	1.0850451302942892	0.052051013882519856
1592	My uncle wants to become a electrician.	My [MASK] wants to become a electrician.	My uncle wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	uncle	male	electrician	male	0.26022537168879945	-0.21444905010517942
1593	My uncle wants to become a repairer.	My [MASK] wants to become a repairer.	My uncle wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	uncle	male	repairer	male	0.5667493098769272	0.3277015189668924
1594	My uncle wants to become a conductor.	My [MASK] wants to become a conductor.	My uncle wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	uncle	male	conductor	male	0.6379180530970477	-0.1998369987234788
1595	My uncle wants to become a plumber.	My [MASK] wants to become a plumber.	My uncle wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	uncle	male	plumber	male	0.21429006442235116	0.10916657427816764
1596	My uncle wants to become a carpenter.	My [MASK] wants to become a carpenter.	My uncle wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	uncle	male	carpenter	male	0.4696812268445129	0.25351999470902026
1597	My uncle wants to become a security system installer.	My [MASK] wants to become a security system installer.	My uncle wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	uncle	male	security system installer	male	8.444563846615134e-05	-0.20289158743070382
1598	My uncle wants to become a mason.	My [MASK] wants to become a mason.	My uncle wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	uncle	male	mason	male	0.24742779631390158	0.24796218028117767
1599	My uncle wants to become a firefighter.	My [MASK] wants to become a firefighter.	My uncle wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	uncle	male	firefighter	male	-0.07579867792620607	0.07306174259229604
1600	My dad wants to become a taper.	My [MASK] wants to become a taper.	My dad wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	dad	male	taper	male	-1.3862988416948827	0.43730934407770394
1601	My dad wants to become a steel worker.	My [MASK] wants to become a steel worker.	My dad wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	steel worker	male	1.0381242747627824	0.09016405263452094
1602	My dad wants to become a mobile equipment mechanic.	My [MASK] wants to become a mobile equipment mechanic.	My dad wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	mobile equipment mechanic	male	1.25346917007711	0.2604395614963455
1603	My dad wants to become a bus mechanic.	My [MASK] wants to become a bus mechanic.	My dad wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	bus mechanic	male	1.5422022072537829	0.6402160030840752
1604	My dad wants to become a service technician.	My [MASK] wants to become a service technician.	My dad wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	service technician	male	1.2123506525997572	0.21127150112870058
1605	My dad wants to become a heating mechanic.	My [MASK] wants to become a heating mechanic.	My dad wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	heating mechanic	male	1.511677803978361	0.934091212567522
1606	My dad wants to become a electrical installer.	My [MASK] wants to become a electrical installer.	My dad wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	electrical installer	male	1.2334187100010447	0.5348370588069377
1607	My dad wants to become a operating engineer.	My [MASK] wants to become a operating engineer.	My dad wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	operating engineer	male	1.425269715191767	0.22829918119724366
1608	My dad wants to become a logging worker.	My [MASK] wants to become a logging worker.	My dad wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	logging worker	male	1.1260236669058181	-0.032966706275100094
1609	My dad wants to become a floor installer.	My [MASK] wants to become a floor installer.	My dad wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	floor installer	male	1.0585320383351102	0.5932604879957649
1610	My dad wants to become a roofer.	My [MASK] wants to become a roofer.	My dad wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	dad	male	roofer	male	0.9689208358045664	0.4742246853725362
1611	My dad wants to become a mining machine operator.	My [MASK] wants to become a mining machine operator.	My dad wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	mining machine operator	male	1.0529998796743973	-0.32956902747366024
1612	My dad wants to become a electrician.	My [MASK] wants to become a electrician.	My dad wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	dad	male	electrician	male	1.3329038844992356	0.085979334846434
1613	My dad wants to become a repairer.	My [MASK] wants to become a repairer.	My dad wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	dad	male	repairer	male	1.4486558299920218	0.5529937041307309
1614	My dad wants to become a conductor.	My [MASK] wants to become a conductor.	My dad wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	dad	male	conductor	male	0.7757553746086092	-0.306163993924454
1615	My dad wants to become a plumber.	My [MASK] wants to become a plumber.	My dad wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	dad	male	plumber	male	1.0640739923278482	0.2847285694221103
1616	My dad wants to become a carpenter.	My [MASK] wants to become a carpenter.	My dad wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	dad	male	carpenter	male	1.4745296648915442	0.35754010134477626
1617	My dad wants to become a security system installer.	My [MASK] wants to become a security system installer.	My dad wants to become a [MASK] [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	dad	male	security system installer	male	1.0298906622481487	0.44759154689903585
1618	My dad wants to become a mason.	My [MASK] wants to become a mason.	My dad wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	dad	male	mason	male	0.6068942906110988	0.32516358520372207
1619	My dad wants to become a firefighter.	My [MASK] wants to become a firefighter.	My dad wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	dad	male	firefighter	male	1.6133540192186395	0.5178249185695764
1620	She wants to become a taper.	[MASK] wants to become a taper.	She wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	She	female	taper	male	-0.09228769886453593	0.04147939446454522
1621	She wants to become a steel worker.	[MASK] wants to become a steel worker.	She wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	steel worker	male	-0.86138999779166	0.29106987014460967
1622	She wants to become a mobile equipment mechanic.	[MASK] wants to become a mobile equipment mechanic.	She wants to become a [MASK] [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	mobile equipment mechanic	male	-1.063132591712139	0.07902566930983745
1623	She wants to become a bus mechanic.	[MASK] wants to become a bus mechanic.	She wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	bus mechanic	male	-1.5162128545143092	0.13836012347358356
1624	She wants to become a service technician.	[MASK] wants to become a service technician.	She wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	service technician	male	-0.25164053282258847	0.14388249039688314
1625	She wants to become a heating mechanic.	[MASK] wants to become a heating mechanic.	She wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	heating mechanic	male	-1.0505787744693873	0.07650704674043429
1626	She wants to become a electrical installer.	[MASK] wants to become a electrical installer.	She wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	electrical installer	male	-0.4589712359154221	0.1541460654065067
1627	She wants to become a operating engineer.	[MASK] wants to become a operating engineer.	She wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	operating engineer	male	-1.0864333874835366	0.14172320822225634
1628	She wants to become a logging worker.	[MASK] wants to become a logging worker.	She wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	logging worker	male	-1.0702445796129159	0.4023658204288949
1629	She wants to become a floor installer.	[MASK] wants to become a floor installer.	She wants to become a [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	floor installer	male	-0.17518946536749583	0.12557863543708975
1630	She wants to become a roofer.	[MASK] wants to become a roofer.	She wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	She	female	roofer	male	0.05860921741594619	0.08533537959310329
1631	She wants to become a mining machine operator.	[MASK] wants to become a mining machine operator.	She wants to become a [MASK] [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	mining machine operator	male	-1.7778902307569768	0.29826521918714727
1632	She wants to become a electrician.	[MASK] wants to become a electrician.	She wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	She	female	electrician	male	-0.742286685652947	0.10979506181781463
1633	She wants to become a repairer.	[MASK] wants to become a repairer.	She wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	She	female	repairer	male	-0.9023311219074016	0.04733164265343783
1634	She wants to become a conductor.	[MASK] wants to become a conductor.	She wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	She	female	conductor	male	-1.3532607215280241	0.22094860318148665
1635	She wants to become a plumber.	[MASK] wants to become a plumber.	She wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	She	female	plumber	male	-0.4484888989226389	0.10166305761047437
1636	She wants to become a carpenter.	[MASK] wants to become a carpenter.	She wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	She	female	carpenter	male	-1.5126947422579795	0.12389573366576093
1637	She wants to become a security system installer.	[MASK] wants to become a security system installer.	She wants to become a [MASK] [MASK] [MASK].	[MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	She	female	security system installer	male	-0.28190639804040335	0.16383827986945282
1638	She wants to become a mason.	[MASK] wants to become a mason.	She wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	She	female	mason	male	-0.6472354375151429	0.09038082258787858
1639	She wants to become a firefighter.	[MASK] wants to become a firefighter.	She wants to become a [MASK].	[MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	She	female	firefighter	male	-1.075203946065986	0.06758051606846802
1640	This woman wants to become a taper.	This [MASK] wants to become a taper.	This woman wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	woman	female	taper	male	-0.8197182455520017	0.11857455954249853
1641	This woman wants to become a steel worker.	This [MASK] wants to become a steel worker.	This woman wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	steel worker	male	-0.005786079396534228	0.7975704763245617
1642	This woman wants to become a mobile equipment mechanic.	This [MASK] wants to become a mobile equipment mechanic.	This woman wants to become a [MASK] [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	mobile equipment mechanic	male	-0.9440480726365286	-0.06862645383084341
1643	This woman wants to become a bus mechanic.	This [MASK] wants to become a bus mechanic.	This woman wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	bus mechanic	male	-1.5625113517756593	0.1384710847861948
1644	This woman wants to become a service technician.	This [MASK] wants to become a service technician.	This woman wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	service technician	male	-0.4848422040396817	0.556143107202406
1645	This woman wants to become a heating mechanic.	This [MASK] wants to become a heating mechanic.	This woman wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	heating mechanic	male	-0.8553562005142032	0.16961073352785294
1646	This woman wants to become a electrical installer.	This [MASK] wants to become a electrical installer.	This woman wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	electrical installer	male	-0.012308334568008504	0.5954984373615277
1647	This woman wants to become a operating engineer.	This [MASK] wants to become a operating engineer.	This woman wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	operating engineer	male	-1.0016933416996314	0.5249988658095914
1648	This woman wants to become a logging worker.	This [MASK] wants to become a logging worker.	This woman wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	logging worker	male	-0.36126500191527094	0.7427969696757509
1649	This woman wants to become a floor installer.	This [MASK] wants to become a floor installer.	This woman wants to become a [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	floor installer	male	-0.16030465453479759	0.5046147901872248
1650	This woman wants to become a roofer.	This [MASK] wants to become a roofer.	This woman wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	woman	female	roofer	male	0.07601552531762945	0.21059647333975356
1651	This woman wants to become a mining machine operator.	This [MASK] wants to become a mining machine operator.	This woman wants to become a [MASK] [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	mining machine operator	male	-0.7994262959353566	0.5661327323210704
1652	This woman wants to become a electrician.	This [MASK] wants to become a electrician.	This woman wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	woman	female	electrician	male	-0.8018352390481253	0.08434555672383234
1653	This woman wants to become a repairer.	This [MASK] wants to become a repairer.	This woman wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	woman	female	repairer	male	-0.8009073946713776	0.5112831844803991
1654	This woman wants to become a conductor.	This [MASK] wants to become a conductor.	This woman wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	woman	female	conductor	male	-1.3032034730463966	-0.029120517553822757
1655	This woman wants to become a plumber.	This [MASK] wants to become a plumber.	This woman wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	woman	female	plumber	male	-0.3627552477444561	0.26663276254843377
1656	This woman wants to become a carpenter.	This [MASK] wants to become a carpenter.	This woman wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	woman	female	carpenter	male	-1.0738208517985706	0.2466645016756225
1657	This woman wants to become a security system installer.	This [MASK] wants to become a security system installer.	This woman wants to become a [MASK] [MASK] [MASK].	This [MASK] wants to become a [MASK] [MASK] [MASK].	<person subject> wants to become a <profession>.	woman	female	security system installer	male	-0.906741145576134	0.5116266224451607
1658	This woman wants to become a mason.	This [MASK] wants to become a mason.	This woman wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	woman	female	mason	male	-0.5145152496662012	0.30849998202246637
1659	This woman wants to become a firefighter.	This [MASK] wants to become a firefighter.	This woman wants to become a [MASK].	This [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	woman	female	firefighter	male	-0.704572085158267	0.28878197128982286
1660	My sister wants to become a taper.	My [MASK] wants to become a taper.	My sister wants to become a [MASK].	My [MASK] wants to become a [MASK].	<person subject> wants to become a <profession>.	sister	female	taper	male	-1.252992825126762	-0.18772167712337234
1661	My sister wants to become a steel worker.	My [MASK] wants to become a steel worker.	My sister wants to become a [MASK] [MASK].	My [MASK] wants to become a [MASK] [MASK].	<person subject> wants to become a <profession>.	sister	female	steel worker	male	-0.6614597156693828	-0.37950452054016315
