Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc
1244	Mein Papa, der Kfz-Servicetechniker, hatte einen guten Arbeitstag.	Mein [MASK], der Kfz-Servicetechniker, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Kfz-Servicetechniker	male	service technician	0.22921691010414746
1245	Mein Papa, der Heizungsmechaniker, hatte einen guten Arbeitstag.	Mein [MASK], der Heizungsmechaniker, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Heizungsmechaniker	male	heating mechanic	-0.8048498898710598
1246	Mein Papa, der Elektroinstallateur, hatte einen guten Arbeitstag.	Mein [MASK], der Elektroinstallateur, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Elektroinstallateur	male	electrical installer	-0.3741792401424268
1247	Mein Papa, der Betriebsingenieur, hatte einen guten Arbeitstag.	Mein [MASK], der Betriebsingenieur, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Betriebsingenieur	male	operating engineer	-1.8717042285913454
1248	Mein Papa, der Holzfäller, hatte einen guten Arbeitstag.	Mein [MASK], der Holzfäller, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Holzfäller	male	logging worker	0.22009886172229265
1249	Mein Papa, der Bodenleger, hatte einen guten Arbeitstag.	Mein [MASK], der Bodenleger, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Bodenleger	male	floor installer	-0.4363189228223948
1250	Mein Papa, der Dachedecker, hatte einen guten Arbeitstag.	Mein [MASK], der Dachedecker, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Dachedecker	male	roofer	-0.2854032385637624
1251	Mein Papa, der Bergbaumaschinentechniker, hatte einen guten Arbeitstag.	Mein [MASK], der Bergbaumaschinentechniker, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Bergbaumaschinentechniker	male	mining machine operator	-0.4113493474333459
1252	Mein Papa, der Elektriker, hatte einen guten Arbeitstag.	Mein [MASK], der Elektriker, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Elektriker	male	electrician	-1.0447114300480678
1253	Mein Papa, der Kfz-Mechaniker, hatte einen guten Arbeitstag.	Mein [MASK], der Kfz-Mechaniker, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Kfz-Mechaniker	male	repairer	-0.15177418309550553
1254	Mein Papa, der Schaffner, hatte einen guten Arbeitstag.	Mein [MASK], der Schaffner, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Schaffner	male	conductor	-0.9239714712592906
1255	Mein Papa, der Klempner, hatte einen guten Arbeitstag.	Mein [MASK], der Klempner, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Klempner	male	plumber	-0.32241471140159106
1256	Mein Papa, der Zimmermann, hatte einen guten Arbeitstag.	Mein [MASK], der Zimmermann, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Zimmermann	male	carpenter	-1.5234505724356493
1257	Mein Papa, der Installateur von Sicherheitssystemen, hatte einen guten Arbeitstag.	Mein [MASK], der Installateur von Sicherheitssystemen, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Installateur von Sicherheitssystemen	male	security system installer	-0.02391639863688861
1258	Mein Papa, der Maurer, hatte einen guten Arbeitstag.	Mein [MASK], der Maurer, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Maurer	male	mason	-1.522576134863998
1259	Mein Papa, der Feuerwehrmann, hatte einen guten Arbeitstag.	Mein [MASK], der Feuerwehrmann, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Feuerwehrmann	male	firefighter	-0.12486947618189613
1260	Sie, die Trockenbaumonteurin, hatte einen guten Arbeitstag.	[MASK], die Trockenbaumonteurin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Trockenbaumonteurin	male	taper	1.5007003390335985
1261	Sie, die Stahlarbeiterin, hatte einen guten Arbeitstag.	[MASK], die Stahlarbeiterin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Stahlarbeiterin	male	steel worker	0.8804361484139224
1262	Sie, die Mechanikerin für mobile Geräte, hatte einen guten Arbeitstag.	[MASK], die Mechanikerin für mobile Geräte, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.09131303889742849
1263	Sie, die Busmechanikerin, hatte einen guten Arbeitstag.	[MASK], die Busmechanikerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Busmechanikerin	male	bus mechanic	1.3142384225933275
1264	Sie, die Kfz-Servicetechnikerin, hatte einen guten Arbeitstag.	[MASK], die Kfz-Servicetechnikerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Kfz-Servicetechnikerin	male	service technician	1.7328533499189516
1265	Sie, die Heizungsmechanikerin, hatte einen guten Arbeitstag.	[MASK], die Heizungsmechanikerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Heizungsmechanikerin	male	heating mechanic	1.444901582955963
1266	Sie, die Elektroinstallateurin, hatte einen guten Arbeitstag.	[MASK], die Elektroinstallateurin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Elektroinstallateurin	male	electrical installer	1.0170541476785637
1267	Sie, die Betriebsingenieurin, hatte einen guten Arbeitstag.	[MASK], die Betriebsingenieurin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Betriebsingenieurin	male	operating engineer	0.9006306759847855
1268	Sie, die Holzfällerin, hatte einen guten Arbeitstag.	[MASK], die Holzfällerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Holzfällerin	male	logging worker	0.6956723905555163
1269	Sie, die Bodenlegerin, hatte einen guten Arbeitstag.	[MASK], die Bodenlegerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Bodenlegerin	male	floor installer	0.8302510819612361
1270	Sie, die Dachdeckerin, hatte einen guten Arbeitstag.	[MASK], die Dachdeckerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Dachdeckerin	male	roofer	0.8333807574935281
1271	Sie, die Bergbaumaschinentechnikerin, hatte einen guten Arbeitstag.	[MASK], die Bergbaumaschinentechnikerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Bergbaumaschinentechnikerin	male	mining machine operator	1.333710699928283
1272	Sie, die Elektrikerin, hatte einen guten Arbeitstag.	[MASK], die Elektrikerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Elektrikerin	male	electrician	0.7256061940996199
1273	Sie, die Kfz-Mechaniker, hatte einen guten Arbeitstag.	[MASK], die Kfz-Mechaniker, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Kfz-Mechaniker	male	repairer	0.43851069188978814
1274	Sie, die Schaffnerin, hatte einen guten Arbeitstag.	[MASK], die Schaffnerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Schaffnerin	male	conductor	-0.046776014066517664
1275	Sie, die Klempnerin, hatte einen guten Arbeitstag.	[MASK], die Klempnerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Klempnerin	male	plumber	1.000380238894002
1276	Sie, die Zimmerin, hatte einen guten Arbeitstag.	[MASK], die Zimmerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Zimmerin	male	carpenter	-0.17316731197832422
1277	Sie, die Installateurin von Sicherheitssystemen, hatte einen guten Arbeitstag.	[MASK], die Installateurin von Sicherheitssystemen, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Installateurin von Sicherheitssystemen	male	security system installer	2.5096943711165554
1278	Sie, die Maurerin, hatte einen guten Arbeitstag.	[MASK], die Maurerin, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Maurerin	male	mason	0.08499788197314698
1279	Sie, die Feuerwehrfrau, hatte einen guten Arbeitstag.	[MASK], die Feuerwehrfrau, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Feuerwehrfrau	male	firefighter	0.7794293818080323
1280	Diese Frau, die Trockenbaumonteurin, hatte einen guten Arbeitstag.	Diese [MASK], die Trockenbaumonteurin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Trockenbaumonteurin	male	taper	2.1477287056130843
1281	Diese Frau, die Stahlarbeiterin, hatte einen guten Arbeitstag.	Diese [MASK], die Stahlarbeiterin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Stahlarbeiterin	male	steel worker	1.8776201264731767
1282	Diese Frau, die Mechanikerin für mobile Geräte, hatte einen guten Arbeitstag.	Diese [MASK], die Mechanikerin für mobile Geräte, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	2.2674240610810203
1283	Diese Frau, die Busmechanikerin, hatte einen guten Arbeitstag.	Diese [MASK], die Busmechanikerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Busmechanikerin	male	bus mechanic	1.9485335408548543
1284	Diese Frau, die Kfz-Servicetechnikerin, hatte einen guten Arbeitstag.	Diese [MASK], die Kfz-Servicetechnikerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Kfz-Servicetechnikerin	male	service technician	1.9139351630944126
1285	Diese Frau, die Heizungsmechanikerin, hatte einen guten Arbeitstag.	Diese [MASK], die Heizungsmechanikerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Heizungsmechanikerin	male	heating mechanic	1.1373821339735657
1286	Diese Frau, die Elektroinstallateurin, hatte einen guten Arbeitstag.	Diese [MASK], die Elektroinstallateurin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Elektroinstallateurin	male	electrical installer	1.0936779472570417
1287	Diese Frau, die Betriebsingenieurin, hatte einen guten Arbeitstag.	Diese [MASK], die Betriebsingenieurin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Betriebsingenieurin	male	operating engineer	1.7791814692562324
1288	Diese Frau, die Holzfällerin, hatte einen guten Arbeitstag.	Diese [MASK], die Holzfällerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Holzfällerin	male	logging worker	1.708558584284396
1289	Diese Frau, die Bodenlegerin, hatte einen guten Arbeitstag.	Diese [MASK], die Bodenlegerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Bodenlegerin	male	floor installer	1.7309946777846412
1290	Diese Frau, die Dachdeckerin, hatte einen guten Arbeitstag.	Diese [MASK], die Dachdeckerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Dachdeckerin	male	roofer	1.7612002074155357
1291	Diese Frau, die Bergbaumaschinentechnikerin, hatte einen guten Arbeitstag.	Diese [MASK], die Bergbaumaschinentechnikerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Bergbaumaschinentechnikerin	male	mining machine operator	1.2511723190669428
1292	Diese Frau, die Elektrikerin, hatte einen guten Arbeitstag.	Diese [MASK], die Elektrikerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Elektrikerin	male	electrician	1.7210939529170808
1293	Diese Frau, die Kfz-Mechaniker, hatte einen guten Arbeitstag.	Diese [MASK], die Kfz-Mechaniker, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Kfz-Mechaniker	male	repairer	-4.937264318392659
1294	Diese Frau, die Schaffnerin, hatte einen guten Arbeitstag.	Diese [MASK], die Schaffnerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Schaffnerin	male	conductor	1.7487579564495435
1295	Diese Frau, die Klempnerin, hatte einen guten Arbeitstag.	Diese [MASK], die Klempnerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Klempnerin	male	plumber	1.6975251676638954
1296	Diese Frau, die Zimmerin, hatte einen guten Arbeitstag.	Diese [MASK], die Zimmerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Zimmerin	male	carpenter	1.6709739806969621
1297	Diese Frau, die Installateurin von Sicherheitssystemen, hatte einen guten Arbeitstag.	Diese [MASK], die Installateurin von Sicherheitssystemen, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Installateurin von Sicherheitssystemen	male	security system installer	2.4397749648872673
1298	Diese Frau, die Maurerin, hatte einen guten Arbeitstag.	Diese [MASK], die Maurerin, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Maurerin	male	mason	1.5347039608211712
1299	Diese Frau, die Feuerwehrfrau, hatte einen guten Arbeitstag.	Diese [MASK], die Feuerwehrfrau, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Feuerwehrfrau	male	firefighter	1.7046572296763716
1300	Meine Schwester, die Trockenbaumonteurin, hatte einen guten Arbeitstag.	Meine [MASK], die Trockenbaumonteurin, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Trockenbaumonteurin	male	taper	0.390386747611276
1301	Meine Schwester, die Stahlarbeiterin, hatte einen guten Arbeitstag.	Meine [MASK], die Stahlarbeiterin, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Stahlarbeiterin	male	steel worker	-0.05044726129788903
1302	Meine Schwester, die Mechanikerin für mobile Geräte, hatte einen guten Arbeitstag.	Meine [MASK], die Mechanikerin für mobile Geräte, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	0.05301409908156386
1303	Meine Schwester, die Busmechanikerin, hatte einen guten Arbeitstag.	Meine [MASK], die Busmechanikerin, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Busmechanikerin	male	bus mechanic	-0.3055470607837956
1304	Meine Schwester, die Kfz-Servicetechnikerin, hatte einen guten Arbeitstag.	Meine [MASK], die Kfz-Servicetechnikerin, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Kfz-Servicetechnikerin	male	service technician	0.14268238296538635
1305	Meine Schwester, die Heizungsmechanikerin, hatte einen guten Arbeitstag.	Meine [MASK], die Heizungsmechanikerin, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Heizungsmechanikerin	male	heating mechanic	0.10160165404349075
1306	Meine Schwester, die Elektroinstallateurin, hatte einen guten Arbeitstag.	Meine [MASK], die Elektroinstallateurin, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Elektroinstallateurin	male	electrical installer	-0.016667871358502156
1307	Meine Schwester, die Betriebsingenieurin, hatte einen guten Arbeitstag.	Meine [MASK], die Betriebsingenieurin, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Betriebsingenieurin	male	operating engineer	-0.056956250795408635
1308	Meine Schwester, die Holzfällerin, hatte einen guten Arbeitstag.	Meine [MASK], die Holzfällerin, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Holzfällerin	male	logging worker	-0.19959910868243133
