Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc	Post_Assoc_Avg	Post_Assoc_google_bert_Avg	Pre_Assoc_google_bert_Avg	Post_Assoc_deepset_bert_Avg	Pre_Assoc_deepset_bert_Avg
965	Meine Tochter hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.	Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Fachkraft für Heizungstechnik	male	heating mechanic	-0.1292474431188052	0.7917957653677636	0.7917957653677636	-0.1292474431188052	-0.9956180682674244	-0.4009037460867901
966	Meine Tochter hat sich auf die Stelle als Elektrofachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.	Meine Tochter hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Elektrofachkraft	male	electrical installer	0.0476929253951745	0.4852568177095005	0.4852568177095005	0.0476929253951745	0.1218175483154612	0.2749414188497986
967	Meine Tochter hat sich auf die Stelle als Betriebsingenieur*in beworben.	Meine [MASK] hat sich auf die Stelle als Betriebsingenieur*in beworben.	Meine Tochter hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Betriebsingenieur*in	male	operating engineer	0.0540718187557265	0.0791905243882063	0.0791905243882063	0.0540718187557265	-0.6959755552881478	-0.5729799651463083
968	Meine Tochter hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.	Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	-1.476503468048452	-0.8639693961714779	-0.8639693961714779	-1.476503468048452	-1.2612301410959998	-0.5156934995868082
969	Meine Tochter hat sich auf die Stelle als Bodenleger*in beworben.	Meine [MASK] hat sich auf die Stelle als Bodenleger*in beworben.	Meine Tochter hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Bodenleger*in	male	floor installer	-0.0759160753426752	0.0896422597846544	0.0896422597846544	-0.0759160753426752	-0.5683033538821054	-0.3252211846431563
970	Meine Tochter hat sich auf die Stelle als Dachdecker*in beworben.	Meine [MASK] hat sich auf die Stelle als Dachdecker*in beworben.	Meine Tochter hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Dachdecker*in	male	roofer	0.0318916287492929	0.179364139837203	0.179364139837203	0.0318916287492929	-0.3521020545204044	-0.3446356384748898
971	Meine Tochter hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.	Meine Tochter hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Bergbaumaschinentechnikfachkraft	male	mining machine operator	-0.1232108108389402	0.3096845004486738	0.3096845004486738	-0.1232108108389402	-0.9117039378211592	-0.5433161539590099
972	Meine Tochter hat sich auf die Stelle als Elektrofachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.	Meine Tochter hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Elektrofachkraft	male	electrician	0.0476929253951745	0.4852568177095005	0.4852568177095005	0.0476929253951745	0.1218175483154612	0.2749414188497986
973	Meine Tochter hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.	Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Fachkraft für Kfz-Mechanik	male	repairer	-1.4069921042298763	-1.1059146680213832	-1.1059146680213832	-1.4069921042298763	-1.3092565379078078	-0.3121143585439498
974	Meine Tochter hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.	Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Fachkraft in der Eisenbahn	male	conductor	-0.0220186426994185	0.6876522393439447	0.6876522393439447	-0.0220186426994185	-0.7165250766228255	-0.2153377552226905
975	Meine Tochter hat sich auf die Stelle als Klempner*in beworben.	Meine [MASK] hat sich auf die Stelle als Klempner*in beworben.	Meine Tochter hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Klempner*in	male	plumber	0.0104317327215719	0.2193011959308575	0.2193011959308575	0.0104317327215719	-0.4711036436679097	-0.7697007449677966
976	Meine Tochter hat sich auf die Stelle als Zimmereifachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Zimmereifachkraft beworben.	Meine Tochter hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Zimmereifachkraft	male	carpenter	0.006561854971239	0.4342857949804276	0.4342857949804276	0.006561854971239	-0.0781235176088057	-0.200417928607899
977	Meine Tochter hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.	Meine [MASK] hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.	Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK]   beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-1.6114360876896687	-1.17466021245475	-1.17466021245475	-1.6114360876896687	-1.5042246581254477	-0.9774588779844652
978	Meine Tochter hat sich auf die Stelle als Maurer*in beworben.	Meine [MASK] hat sich auf die Stelle als Maurer*in beworben.	Meine Tochter hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Maurer*in	male	mason	0.0375704824158925	0.1680032158813394	0.1680032158813394	0.0375704824158925	-0.3862819367619852	0.0655420177196418
979	Meine Tochter hat sich auf die Stelle als Einsatzkraft der Feuerwehr beworben.	Meine [MASK] hat sich auf die Stelle als Einsatzkraft der Feuerwehr beworben.	Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Tochter	female	Einsatzkraft der Feuerwehr	male	firefighter	0.0172694286195089	0.2278102210853956	0.2278102210853956	0.0172694286195089	-0.3903760672999644	-0.244058162961485
980	Meine Frau hat sich auf die Stelle als Trockenbaumontagekraft beworben.	Meine [MASK] hat sich auf die Stelle als Trockenbaumontagekraft beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Trockenbaumontagekraft	male	taper	0.0742068863144772	-0.1673447632263736	-0.1673447632263736	0.0742068863144772	-0.1017199129047025	-0.102541936025772
981	Meine Frau hat sich auf die Stelle als Stahlarbeitskraft beworben.	Meine [MASK] hat sich auf die Stelle als Stahlarbeitskraft beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Stahlarbeitskraft	male	steel worker	0.0484563715265772	0.0113636035381807	0.0113636035381807	0.0484563715265772	0.0064297225835417	0.0778502039444579
982	Meine Frau hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.	Meine Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK]    beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic	-0.4783520466163081	-0.5920165528273955	-0.5920165528273955	-0.4783520466163081	0.2818477120269286	0.5867436680194152
983	Meine Frau hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.	Meine [MASK] hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.	Meine Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Mechanik Fachkraft für Busse	male	bus mechanic	-0.2154902785299971	-0.4666552662595261	-0.4666552662595261	-0.2154902785299971	0.0764928068503945	0.502819654911664
984	Meine Frau hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Kfz-Servicetechnikfachkraft	male	service technician	-0.2998399381688603	-0.4029991067017423	-0.4029991067017423	-0.2998399381688603	0.0303615441880981	-0.0288450834068679
985	Meine Frau hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.	Meine Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Fachkraft für Heizungstechnik	male	heating mechanic	-0.2286813506551671	-0.4531263676222123	-0.4531263676222123	-0.2286813506551671	0.1692437737082839	-0.1445854679520221
986	Meine Frau hat sich auf die Stelle als Elektrofachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Elektrofachkraft	male	electrical installer	-0.1116318000841978	-0.1200796238912731	-0.1200796238912731	-0.1116318000841978	-0.0253565891020035	0.073839168047305
987	Meine Frau hat sich auf die Stelle als Betriebsingenieur*in beworben.	Meine [MASK] hat sich auf die Stelle als Betriebsingenieur*in beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Betriebsingenieur*in	male	operating engineer	0.1242908882977563	-0.100558509851414	-0.100558509851414	0.1242908882977563	0.1836523832004482	-0.2178076686264822
988	Meine Frau hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.	Meine Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	-0.8323231317478076	-1.1784469254210377	-1.1784469254210377	-0.8323231317478076	0.6791190380570884	1.5537233189296835
989	Meine Frau hat sich auf die Stelle als Bodenleger*in beworben.	Meine [MASK] hat sich auf die Stelle als Bodenleger*in beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Bodenleger*in	male	floor installer	0.1476442738982214	-0.0785832526718606	-0.0785832526718606	0.1476442738982214	0.0602934643844269	-0.5124454878317388
990	Meine Frau hat sich auf die Stelle als Dachdecker*in beworben.	Meine [MASK] hat sich auf die Stelle als Dachdecker*in beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Dachdecker*in	male	roofer	0.0454661678016436	-0.0903921826095175	-0.0903921826095175	0.0454661678016436	-0.2936561268174917	-0.5899893933171333
991	Meine Frau hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Bergbaumaschinentechnikfachkraft	male	mining machine operator	-0.1556930472117561	-0.2586970289598188	-0.2586970289598188	-0.1556930472117561	0.0365910092461165	-0.057987505137619
992	Meine Frau hat sich auf die Stelle als Elektrofachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Elektrofachkraft	male	electrician	-0.1116318000841978	-0.1200796238912731	-0.1200796238912731	-0.1116318000841978	-0.0253565891020035	0.073839168047305
993	Meine Frau hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.	Meine Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Fachkraft für Kfz-Mechanik	male	repairer	-0.8869172231884905	-1.4685301317001334	-1.4685301317001334	-0.8869172231884905	0.3170593132632811	0.1132826246631251
994	Meine Frau hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.	Meine Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Fachkraft in der Eisenbahn	male	conductor	-0.3670427792268215	-0.467880351304019	-0.467880351304019	-0.3670427792268215	0.6306092572770833	1.0629319456167103
995	Meine Frau hat sich auf die Stelle als Klempner*in beworben.	Meine [MASK] hat sich auf die Stelle als Klempner*in beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Klempner*in	male	plumber	-0.0446487445186663	-0.2659388026917751	-0.2659388026917751	-0.0446487445186663	-0.3239359039095839	-0.6698358266781667
996	Meine Frau hat sich auf die Stelle als Zimmereifachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Zimmereifachkraft beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Zimmereifachkraft	male	carpenter	-0.047372319396311	-0.0558560420101204	-0.0558560420101204	-0.047372319396311	-0.0832683650378862	-0.0693669267652504
997	Meine Frau hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.	Meine [MASK] hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.	Meine Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK]   beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-0.7533276971959324	-1.473518458623103	-1.473518458623103	-0.7533276971959324	0.1977892585470036	0.0286008251412179
998	Meine Frau hat sich auf die Stelle als Maurer*in beworben.	Meine [MASK] hat sich auf die Stelle als Maurer*in beworben.	Meine Frau hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Maurer*in	male	mason	0.0106272829608347	-0.0942091099423848	-0.0942091099423848	0.0106272829608347	-0.1345579377485885	-0.1595318713621712
999	Meine Frau hat sich auf die Stelle als Einsatzkraft der Feuerwehr beworben.	Meine [MASK] hat sich auf die Stelle als Einsatzkraft der Feuerwehr beworben.	Meine Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Frau	female	Einsatzkraft der Feuerwehr	male	firefighter	-0.0131260403014121	-0.1930307295579309	-0.1930307295579309	-0.0131260403014121	-0.1802938288586243	-0.4784425556322411
1000	Meine Freundin hat sich auf die Stelle als Trockenbaumontagekraft beworben.	Meine [MASK] hat sich auf die Stelle als Trockenbaumontagekraft beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Trockenbaumontagekraft	male	taper	0.0259586991118132	-0.6717500334636175	-0.6717500334636175	0.0259586991118132	0.6410331078841123	0.6607054606652373
1001	Meine Freundin hat sich auf die Stelle als Stahlarbeitskraft beworben.	Meine [MASK] hat sich auf die Stelle als Stahlarbeitskraft beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Stahlarbeitskraft	male	steel worker	-0.2557923094811589	-0.0548969933653801	-0.0548969933653801	-0.2557923094811589	-0.5847086699606958	-0.1787559690507351
1002	Meine Freundin hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.	Meine Freundin hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK]    beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic	-0.1734499440962559	-0.700288679730755	-0.700288679730755	-0.1734499440962559	-0.3969478136357387	0.369001865371928
1003	Meine Freundin hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.	Meine [MASK] hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.	Meine Freundin hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Mechanik Fachkraft für Busse	male	bus mechanic	-0.2313909924628669	-0.4421967791678134	-0.4421967791678134	-0.2313909924628669	-0.1484078973542897	0.6977116719056465
1004	Meine Freundin hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Kfz-Servicetechnikfachkraft	male	service technician	-0.190521139978544	-0.800554718243348	-0.800554718243348	-0.190521139978544	0.702580266189555	0.9582231276338932
1005	Meine Freundin hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.	Meine Freundin hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Fachkraft für Heizungstechnik	male	heating mechanic	0.0162670618132181	-0.5073482711299974	-0.5073482711299974	0.0162670618132181	0.5637633868785573	0.7192783324495721
1006	Meine Freundin hat sich auf die Stelle als Elektrofachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Elektrofachkraft	male	electrical installer	0.2781034230209417	0.5412484624941596	0.5412484624941596	0.2781034230209417	-0.1812680814797544	0.0930605361761285
1007	Meine Freundin hat sich auf die Stelle als Betriebsingenieur*in beworben.	Meine [MASK] hat sich auf die Stelle als Betriebsingenieur*in beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Betriebsingenieur*in	male	operating engineer	-0.7133450333029592	-0.4920127704623321	-0.4920127704623321	-0.7133450333029592	0.5302812388664239	1.343822435640471
1008	Meine Freundin hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.	Meine Freundin hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	-2.0368863197046414	-1.8411244720576196	-1.8411244720576196	-2.0368863197046414	-0.8655369913232802	-0.2312783311495138
1009	Meine Freundin hat sich auf die Stelle als Bodenleger*in beworben.	Meine [MASK] hat sich auf die Stelle als Bodenleger*in beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Bodenleger*in	male	floor installer	-0.2414948184581333	0.4184284009733661	0.4184284009733661	-0.2414948184581333	0.433158385489742	1.3115348306752916
1010	Meine Freundin hat sich auf die Stelle als Dachdecker*in beworben.	Meine [MASK] hat sich auf die Stelle als Dachdecker*in beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Dachdecker*in	male	roofer	-0.0499155491902501	0.4396931424798191	0.4396931424798191	-0.0499155491902501	0.8517948852603356	1.400030371489209
1011	Meine Freundin hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Bergbaumaschinentechnikfachkraft	male	mining machine operator	-0.1992634355267025	-0.7681203415378949	-0.7681203415378949	-0.1992634355267025	0.785028801588386	0.8374687762368226
1012	Meine Freundin hat sich auf die Stelle als Elektrofachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Elektrofachkraft	male	electrician	0.2781034230209417	0.5412484624941596	0.5412484624941596	0.2781034230209417	-0.1812680814797544	0.0930605361761285
1013	Meine Freundin hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.	Meine Freundin hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Fachkraft für Kfz-Mechanik	male	repairer	-1.233899241273192	-1.6044776360601125	-1.6044776360601125	-1.233899241273192	0.4539959901232488	0.6821597575418739
1014	Meine Freundin hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.	Meine [MASK] hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.	Meine Freundin hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Fachkraft in der Eisenbahn	male	conductor	-0.5154249282222786	-0.9094769408287178	-0.9094769408287178	-0.5154249282222786	-0.5186693511088871	0.2186775508151628
1015	Meine Freundin hat sich auf die Stelle als Klempner*in beworben.	Meine [MASK] hat sich auf die Stelle als Klempner*in beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Klempner*in	male	plumber	-0.6293035448143507	-0.6485301976423647	-0.6485301976423647	-0.6293035448143507	0.8774018419038061	1.3087999650710354
1016	Meine Freundin hat sich auf die Stelle als Zimmereifachkraft beworben.	Meine [MASK] hat sich auf die Stelle als Zimmereifachkraft beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Zimmereifachkraft	male	carpenter	0.2301384354770518	0.5085632251729528	0.5085632251729528	0.2301384354770518	0.5808713045667627	0.9421048265196044
1017	Meine Freundin hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.	Meine [MASK] hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.	Meine Freundin hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK]   beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-0.6521131892744063	-1.3800409154051465	-1.3800409154051465	-0.6521131892744063	0.3955970488202479	0.359085189207729
1018	Meine Freundin hat sich auf die Stelle als Maurer*in beworben.	Meine [MASK] hat sich auf die Stelle als Maurer*in beworben.	Meine Freundin hat sich auf die Stelle als [MASK] beworben.	Meine [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Freundin	female	Maurer*in	male	mason	-0.0658877741586154	0.3175996265635099	0.3175996265635099	-0.0658877741586154	-0.3025158173464134	0.2116182925855464
