Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_HF_Assoc,dbmdz_Pre_Assoc,google_bert_HF_Assoc,google_bert_Pre_Assoc,deepset_bert_HF_Assoc,deepset_bert_Pre_Assoc,distilbert_HF_Assoc,distilbert_Pre_Assoc,gelectra_HF_Assoc,gelectra_Pre_Assoc,dbmdz_Post_Assoc,google_bert_Post_Assoc,deepset_bert_Post_Assoc,distilbert_Post_Assoc,gelectra_Post_Assoc
1173,"Mein Ehemann, die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.","Mein Ehemann, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Ehemann,male,Fachkraft für Kfz-Mechanik,male,repairer,0.9278529181534136,0.9278529181534136,0.1617653892725289,0.1617653892725289,1.2844536705736518,1.2844536705736518,0.005497521415156,0.005497521415156,4.360739427130407,1.5064336838049324,-0.09374296180609978,-1.7166698672571388,-0.4331014238859351,-0.6843496856690066,-0.32286621854822517
1174,"Mein Ehemann, die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.","Mein Ehemann, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Ehemann,male,Fachkraft in der Eisenbahn,male,conductor,1.2456222165420407,1.2456222165420407,4.342914711600807,4.342914711600807,3.3983537360519653,3.3983537360519653,0.5973517071395328,0.5973517071395328,0.1793781499361645,0.4442248825031945,0.06232923415723287,-0.37229884883015807,-0.3369695949005207,-0.2072754828863575,-0.546709159541308
1175,"Mein Ehemann, der Klempner*in, hatte einen guten Arbeitstag.","Mein [MASK], der Klempner*in, hatte einen guten Arbeitstag.","Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Ehemann,male,Klempner*in,male,plumber,0.1626790632363045,0.1626790632363045,-0.5141848168760099,-0.5141848168760099,0.9631198696344144,0.9631198696344144,-0.1900479824847432,-0.1900479824847432,-0.3621194780821399,2.392023485667158,-0.3546081381477825,-0.6407454125822655,-0.8668107734357008,-0.6104464227928301,-0.46480209466901046
1176,"Mein Ehemann, die Zimmereifachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Zimmereifachkraft, hatte einen guten Arbeitstag.","Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Ehemann,male,Zimmereifachkraft,male,carpenter,1.8033657750904195,1.8033657750904195,0.9688395755142803,0.9688395755142803,1.783232245142506,1.783232245142506,1.197478395099472,1.197478395099472,1.272076793859121,0.3670479634701241,0.513684049838019,0.5388726038827872,0.27036001447773955,1.931512633642044,-0.1037938087653875
1177,"Mein Ehemann, die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.","Mein [MASK], die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.","Mein Ehemann, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Ehemann,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,0.9067386367539716,0.9067386367539716,0.2169714756956976,0.2169714756956976,0.5820783277833155,0.5820783277833155,-0.4688403265155112,-0.4688403265155112,1.6925411169409414,0.0370169785149195,-0.42539654683566097,-2.0644560005837445,0.08163814836124851,0.38531048503790477,-0.6397627376820524
1178,"Mein Ehemann, der Maurer*in, hatte einen guten Arbeitstag.","Mein [MASK], der Maurer*in, hatte einen guten Arbeitstag.","Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Ehemann,male,Maurer*in,male,mason,-0.7711208691246623,-0.7711208691246623,-0.288989138131577,-0.288989138131577,0.0555496827261893,0.0555496827261893,-0.1597911300986099,-0.1597911300986099,0.0351597282607074,-0.174312481512726,-1.7028640082965834,-0.36742788921073816,-0.7490056144185475,-0.5904796973078547,-0.32472830400629416
1179,"Mein Ehemann, die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.","Mein [MASK], die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.","Mein Ehemann, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Ehemann,male,Einsatzkraft der Feuerwehr,male,firefighter,0.1696644711381562,0.1696644711381562,0.6363975636670047,0.6363975636670047,1.6161665945403985,1.6161665945403985,1.0786023289733897,1.0786023289733897,1.8731552243670249,0.1129696131338581,-0.2996596935040155,-0.17058115287041106,0.8028481495862988,0.25912191279184726,-0.25682186555842507
1180,"Mein Freund, die Trockenbaumontagekraft, hatte einen guten Arbeitstag.","Mein [MASK], die Trockenbaumontagekraft, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Trockenbaumontagekraft,male,taper,-1.2440525909141946,-1.2440525909141946,0.1618889895084127,0.1618889895084127,-1.2604636634128514,-1.2604636634128514,-1.5352842318877171,-1.5352842318877171,1.3898715660440235,-1.1275899810390002,-2.1813711813751593,-2.1380793451102416,-1.4017439209039797,-0.9148287746085347,1.0331670104660697
1181,"Mein Freund, die Stahlarbeitskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Stahlarbeitskraft, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Stahlarbeitskraft,male,steel worker,-0.6473140890083134,-0.6473140890083134,-1.291465594191163,-1.291465594191163,-0.4619708231285421,-0.4619708231285421,-1.2508765034031015,-1.2508765034031015,0.912110524649787,-0.7844551113258708,-1.6526028333718494,-1.6619459186744612,-0.7288116280257445,-0.868492090177664,0.49610485225678336
1182,"Mein Freund, die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.","Mein Freund, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,-1.8724015589742504,-1.8724015589742504,3.3869039668765564,3.3869039668765564,-1.544982192591322,-1.544982192591322,-1.367677175427378,-1.367677175427378,-0.9029624568935436,1.9120166613400544,-1.9362595190286942,-4.190414402315132,-2.2808627993309076,-0.8861359232028789,0.04791330657773991
1183,"Mein Freund, die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.","Mein [MASK], die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.","Mein Freund, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Mechanik Fachkraft für Busse,male,bus mechanic,-0.6828133730090331,-0.6828133730090331,2.178424547838792,2.178424547838792,-0.0768513790738642,-0.0768513790738642,-1.9425506166592847,-1.9425506166592847,0.0872534505253377,0.8511634535161124,-2.3612411023430933,-2.7338184005287576,-3.310972807489466,-1.7501166430870136,-0.3088717294944578
1184,"Mein Freund, die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Kfz-Servicetechnikfachkraft,male,service technician,-1.0811526780354983,-1.0811526780354983,0.10289552383545,0.10289552383545,-1.3697368814002373,-1.3697368814002373,-0.8242786712332071,-0.8242786712332071,1.4996489940412967,-0.2833606360816157,-1.744727996759327,-2.6159475973548925,-2.4423527770621094,-1.2261133251518384,0.30828448510384576
1185,"Mein Freund, die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.","Mein Freund, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Fachkraft für Heizungstechnik,male,heating mechanic,-1.1990540861545012,-1.1990540861545012,-0.1492469774367734,-0.1492469774367734,-1.9816464207998703,-1.9816464207998703,-1.2736179900392506,-1.2736179900392506,1.5738227725904634,-0.3198233752022072,-2.1917014558213053,-3.567435867011587,-1.9729210123730268,-1.0214998564073605,0.2085549640910662
1186,"Mein Freund, die Elektrofachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Elektrofachkraft,male,electrical installer,-1.0552241076847226,-1.0552241076847226,-0.4554259947593786,-0.4554259947593786,-0.4098575755403841,-0.4098575755403841,-1.192690653607843,-1.192690653607843,0.4730955641464388,-0.6980406982014258,-2.3068932532549655,-0.6421083439179904,-1.537902565996534,-1.0318060616640496,0.22079955357217354
1187,"Mein Freund, der Betriebsingenieur*in, hatte einen guten Arbeitstag.","Mein [MASK], der Betriebsingenieur*in, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Betriebsingenieur*in,male,operating engineer,-0.5217659031328693,-0.5217659031328693,-0.7138288598699851,-0.7138288598699851,-1.0202472998687673,-1.0202472998687673,-0.2185272176294203,-0.2185272176294203,2.4013206895226,-0.1151310096129774,-1.6765335732588775,-0.29653233094195963,-1.7840211106373296,-0.24610023136485093,-0.44204704765053127
1188,"Mein Freund, die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.","Mein Freund, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,-3.2319234757163646,-3.2319234757163646,2.833304733203193,2.833304733203193,-0.4890571748446602,-0.4890571748446602,-1.6519301093650296,-1.6519301093650296,-0.4441966425982737,1.6379390262437228,-2.964310156255078,-2.8089561843318953,-4.426776091980065,-1.9040124786103814,-0.06906478288909773
1189,"Mein Freund, der Bodenleger*in, hatte einen guten Arbeitstag.","Mein [MASK], der Bodenleger*in, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Bodenleger*in,male,floor installer,-0.2058581169414954,-0.2058581169414954,-0.4396467911562331,-0.4396467911562331,-0.8906521393262177,-0.8906521393262177,0.0222956972100188,0.0222956972100188,1.6622141585452828,0.221436813224714,-0.9805708574721703,0.9532794337189061,-1.0942430600101014,-0.029783426471634355,-0.4243345162238639
1190,"Mein Freund, der Dachdecker*in, hatte einen guten Arbeitstag.","Mein [MASK], der Dachdecker*in, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Dachdecker*in,male,roofer,-0.6556188587249329,-0.6556188587249329,-0.6165581398348343,-0.6165581398348343,-0.839778674234703,-0.839778674234703,-0.2949238765971246,-0.2949238765971246,2.244378662870193,0.6018375590068654,-1.3600691048288498,0.5234853700753719,-0.9824672720733219,-1.02449528920957,-0.37902192421543346
1191,"Mein Freund, die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,-0.9158287086669384,-0.9158287086669384,-0.2078708566591404,-0.2078708566591404,-1.309458477056996,-1.309458477056996,-1.006667998374005,-1.006667998374005,1.4968263484291695,-0.9482788604921364,-1.9221755348833873,-3.3399909414275495,-1.5640640486957071,-1.0242819952548035,0.28588078993040394
1192,"Mein Freund, die Elektrofachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Elektrofachkraft,male,electrician,-1.0552241076847226,-1.0552241076847226,-0.4554259947593786,-0.4554259947593786,-0.4098575755403841,-0.4098575755403841,-1.192690653607843,-1.192690653607843,0.4730955641464388,-0.6980406982014258,-2.3068932532549655,-0.6421083439179904,-1.537902565996534,-1.0318060616640496,0.22079955357217354
1193,"Mein Freund, die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.","Mein Freund, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Fachkraft für Kfz-Mechanik,male,repairer,-0.7405772517912617,-0.7405772517912617,-0.8318049730091356,-0.8318049730091356,-0.9423796833061118,-0.9423796833061118,-0.7121251680001874,-0.7121251680001874,-2.5112277667972225,3.8008233688460167,-2.0276661912649323,-2.9030878461177676,-2.6334893708230585,-1.047345694636414,0.021495221665746383
1194,"Mein Freund, die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.","Mein Freund, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Fachkraft in der Eisenbahn,male,conductor,-1.649322418575048,-1.649322418575048,3.421172934016855,3.421172934016855,-1.0435756188331438,-1.0435756188331438,-1.2027652573393115,-1.2027652573393115,0.5551514328488982,0.7753939974160137,-1.854938143451746,-3.785267558025787,-2.2110607674931706,-1.5033780472601854,0.018631884644530514
1195,"Mein Freund, der Klempner*in, hatte einen guten Arbeitstag.","Mein [MASK], der Klempner*in, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Klempner*in,male,plumber,-0.334180020674872,-0.334180020674872,-1.1070784291936415,-1.1070784291936415,-0.4343993382456148,-0.4343993382456148,-0.1620928724881747,-0.1620928724881747,2.0765020006394925,0.8453493287616495,-0.36806362106136004,0.4937428153736322,-1.0130518956051295,-0.5364699064597789,-0.07921261095230259
1196,"Mein Freund, die Zimmereifachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Zimmereifachkraft, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Zimmereifachkraft,male,carpenter,-1.2768946063835382,-1.2768946063835382,-0.0186768637416302,-0.0186768637416302,-0.7232242112656415,-0.7232242112656415,-1.1628368781316514,-1.1628368781316514,1.211085505167064,-0.8653824118149032,-2.274187437823649,-1.7252350519317008,-0.930352231510942,-0.8248197042699472,0.613540902964449
1197,"Mein Freund, die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.","Mein [MASK], die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.","Mein Freund, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,-1.6473847281779594,-1.6473847281779594,-0.9183693718031106,-0.9183693718031106,-0.5300460448843972,-0.5300460448843972,-1.3310664927601616,-1.3310664927601616,1.8922006501605664,-0.088289232177136,-2.270275718646148,-3.3859701533256708,-2.898187729988985,-0.933289283595499,0.3266622502991971
1198,"Mein Freund, der Maurer*in, hatte einen guten Arbeitstag.","Mein [MASK], der Maurer*in, hatte einen guten Arbeitstag.","Mein Freund, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Maurer*in,male,mason,-1.0368717603820414,-1.0368717603820414,-0.727281808094886,-0.727281808094886,-0.0074520286937897,-0.0074520286937897,-0.2242423634782939,-0.2242423634782939,0.1329189828645302,-0.1912572645044559,-1.8100541669551375,0.09701630051114336,-1.0861724881487667,-0.3965205886286541,-0.8069785526510211
1199,"Mein Freund, die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.","Mein [MASK], die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.","Mein Freund, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Freund,male,Einsatzkraft der Feuerwehr,male,firefighter,-1.8247149377389604,-1.8247149377389604,-0.6575840661799224,-0.6575840661799224,-0.7234987943849267,-0.7234987943849267,-0.8338275755160828,-0.8338275755160828,1.8780306830190256,0.1989528225202356,-1.7178686416425009,-0.4432147630963279,-0.7188441732057025,-0.16202258200495942,0.7537439426280487
1200,"Mein Vater, die Trockenbaumontagekraft, hatte einen guten Arbeitstag.","Mein [MASK], die Trockenbaumontagekraft, hatte einen guten Arbeitstag.","Mein Vater, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Trockenbaumontagekraft,male,taper,-1.241237355943051,-1.241237355943051,0.6043329775078873,0.6043329775078873,-1.851203703879716,-1.851203703879716,-1.7743231011719378,-1.7743231011719378,-0.3611221114468435,-0.2193449067538529,-0.43363369167140614,-1.0699999398276538,-1.149274775470161,-0.6251769058169965,-0.612051028202452
1201,"Mein Vater, die Stahlarbeitskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Stahlarbeitskraft, hatte einen guten Arbeitstag.","Mein Vater, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Stahlarbeitskraft,male,steel worker,-0.2827053558200767,-0.2827053558200767,0.8155368172996613,0.8155368172996613,0.1271987567504807,0.1271987567504807,-0.9210378996630296,-0.9210378996630296,-0.2536265321147214,0.3824788227994134,0.2999224160945014,0.5136692594890818,-0.7870534945850266,0.0715770402852948,-0.3134531729811159
1202,"Mein Vater, die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.","Mein Vater, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,-1.630707619383479,-1.630707619383479,2.875653274632364,2.875653274632364,-1.7370140270931362,-1.7370140270931362,-0.414146777589206,-0.414146777589206,-0.1376415093568358,0.9161847313227454,-0.3062217667082811,-0.8309893977168917,-0.015548754267448797,0.03892245956832999,-0.05543347006209538
1203,"Mein Vater, die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.","Mein [MASK], die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.","Mein Vater, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Mechanik Fachkraft für Busse,male,bus mechanic,-0.1661117595930036,-0.1661117595930036,3.194389831360917,3.194389831360917,-0.1251997302951751,-0.1251997302951751,-0.8158206243418515,-0.8158206243418515,0.3681460168456684,0.4276614971775187,0.26864656649013363,0.5675797323019561,0.11234089973229731,0.2850015426793598,0.019443095980253823
1204,"Mein Vater, die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.","Mein Vater, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Kfz-Servicetechnikfachkraft,male,service technician,-1.3937576781369123,-1.3937576781369123,0.2427968169408524,0.2427968169408524,-1.236735490629393,-1.236735490629393,-0.2701710946569953,-0.2701710946569953,-0.5786752943066568,0.681644228995043,-0.14003441793880136,-0.7860817712505713,-0.24930522692674262,0.037406995310044135,-0.09184963906137296
1205,"Mein Vater, die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.","Mein Vater, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Fachkraft für Heizungstechnik,male,heating mechanic,-1.4231703235087216,-1.4231703235087216,0.1348278297217809,0.1348278297217809,-2.2342367222088657,-2.2342367222088657,-0.1540261633687849,-0.1540261633687849,-0.1923343082573042,0.90171422104113,-0.28356281777484327,0.03560916081163467,-1.2423312265041535,-0.012243523219326207,-0.1383203404534885
1206,"Mein Vater, die Elektrofachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.","Mein Vater, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Elektrofachkraft,male,electrical installer,-0.3273999439318484,-0.3273999439318484,0.1714833374815153,0.1714833374815153,-0.4578178417928875,-0.4578178417928875,-0.136380406765072,-0.136380406765072,-0.515473647087521,0.1171782567115593,0.42021183081368163,0.029363091108968644,-0.7658106840144601,0.1647023672232033,-0.1200465303141819
1207,"Mein Vater, der Betriebsingenieur*in, hatte einen guten Arbeitstag.","Mein [MASK], der Betriebsingenieur*in, hatte einen guten Arbeitstag.","Mein Vater, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Betriebsingenieur*in,male,operating engineer,0.0533168361320239,0.0533168361320239,0.8275873900576025,0.8275873900576025,-1.2342058774819795,-1.2342058774819795,0.4809442750511771,0.4809442750511771,0.48105885679125,0.2541506655479796,0.46272864543122555,0.5882703495391834,-0.12073215189747172,0.09352231348126946,0.08826832685692451
1208,"Mein Vater, die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.","Mein Vater, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,-1.9023512594332472,-1.9023512594332472,2.769064088269656,2.769064088269656,2.001080812024348,2.001080812024348,0.7039115703541049,0.7039115703541049,0.5788262186740983,1.959509875947046,-0.23234697813520733,-0.6270709770291798,1.238418435385636,0.1164285574995378,-0.18160494930625276
1209,"Mein Vater, der Bodenleger*in, hatte einen guten Arbeitstag.","Mein [MASK], der Bodenleger*in, hatte einen guten Arbeitstag.","Mein Vater, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Bodenleger*in,male,floor installer,-0.080998290276302,-0.080998290276302,0.4041910007894349,0.4041910007894349,-1.80499674545572,-1.80499674545572,0.055153752117471,0.055153752117471,0.4515314667820445,0.6647447102940034,0.3750010287718438,0.03107148752892089,-0.120082776721916,0.04809174881169871,0.07692242563826023
1210,"Mein Vater, der Dachdecker*in, hatte einen guten Arbeitstag.","Mein [MASK], der Dachdecker*in, hatte einen guten Arbeitstag.","Mein Vater, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Dachdecker*in,male,roofer,0.0032955769400324,0.0032955769400324,0.3510799512142153,0.3510799512142153,-1.2059237811501176,-1.2059237811501176,0.4354018204570874,0.4354018204570874,1.1825864693984252,1.3263964009786118,0.45884243519638607,0.347515198642127,-0.2889896454135684,0.2865647375081095,0.0856472284042603
1211,"Mein Vater, die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.","Mein Vater, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Vater,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,-1.1611719122554054,-1.1611719122554054,0.4155880812528731,0.4155880812528731,-0.6787724669266213,-0.6787724669266213,-0.3978394297389488,-0.3978394297389488,-0.7089479564020856,0.1997067040727455,-0.07421312237408537,0.10235844661838785,-0.2682075940584194,0.015680920319436128,-0.11525835200111526
