Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_HF_Assoc,dbmdz_Pre_Assoc,google_bert_HF_Assoc,google_bert_Pre_Assoc,deepset_bert_HF_Assoc,deepset_bert_Pre_Assoc,distilbert_HF_Assoc,distilbert_Pre_Assoc,gelectra_HF_Assoc,gelectra_Pre_Assoc
920,Diese Frau hat sich auf die Stelle als Trockenbaumontagekraft beworben.,Diese [MASK] hat sich auf die Stelle als Trockenbaumontagekraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Trockenbaumontagekraft,male,taper,-2.0522273564390754,-2.0522273564390754,-1.2233885556801187,-1.2233885556801187,-0.34467779551888794,-0.34467779551888794,0.9773363236603939,0.9773363236603939,0.3846064232242171,1.2606176288593336
921,Diese Frau hat sich auf die Stelle als Stahlarbeitskraft beworben.,Diese [MASK] hat sich auf die Stelle als Stahlarbeitskraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Stahlarbeitskraft,male,steel worker,0.8931645454802336,0.8931645454802336,0.24392529985129235,0.24392529985129235,0.09183138558765719,0.09183138558765719,0.8100309712851547,0.8100309712851547,-0.049790373991083374,0.4094208083742897
922,Diese Frau hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.,Diese [MASK] hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK]    beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Fachkraft für mobile Geräte,male,mobile equipment mechanic,0.13323723690102923,0.13323723690102923,-0.8320204820481839,-0.8320204820481839,3.709482445845947,3.709482445845947,1.1544471511244443,1.1544471511244443,0.8400521895456703,-0.4451289667367655
923,Diese Frau hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.,Diese [MASK] hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Mechanik Fachkraft für Busse,male,bus mechanic,-1.2327638182551648,-1.2327638182551648,-0.9516281913305519,-0.9516281913305519,3.8880482526296034,3.8880482526296034,-0.28695733641913024,-0.28695733641913024,0.2248272420369986,-0.28166454389395046
924,Diese Frau hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.,Diese [MASK] hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Kfz-Servicetechnikfachkraft,male,service technician,-1.0206598262535966,-1.0206598262535966,-1.5952652972631505,-1.5952652972631505,-0.08689579450947224,-0.08689579450947224,0.7562929851805898,0.7562929851805898,0.4458568954765761,0.7573585543743895
925,Diese Frau hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.,Diese [MASK] hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Fachkraft für Heizungstechnik,male,heating mechanic,-0.357382865113135,-0.357382865113135,-0.6624598546772484,-0.6624598546772484,0.8989664154586097,0.8989664154586097,1.5033927218191745,1.5033927218191745,0.9512444584192038,-0.003455492015360183
926,Diese Frau hat sich auf die Stelle als Elektrofachkraft beworben.,Diese [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Elektrofachkraft,male,electrical installer,1.0090498216782777,1.0090498216782777,0.09883337797732916,0.09883337797732916,0.13073070636672066,0.13073070636672066,0.7282820009541886,0.7282820009541886,-0.5944685173173647,0.33468901760867686
927,Diese Frau hat sich auf die Stelle als Betriebsingenieur*in beworben.,Diese [MASK] hat sich auf die Stelle als Betriebsingenieur*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Betriebsingenieur*in,male,operating engineer,-1.3912184181021383,-1.3912184181021383,-0.25022758062845424,-0.25022758062845424,-0.33725368256029714,-0.33725368256029714,0.3378484360919783,0.3378484360919783,0.41124859321407026,0.7375608045297948
928,Diese Frau hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.,Diese [MASK] hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,0.3372528362686912,0.3372528362686912,-2.6440705812344603,-2.6440705812344603,2.4198252394582807,2.4198252394582807,-0.7494263162391044,-0.7494263162391044,0.5628004910008164,-0.14622217919520894
929,Diese Frau hat sich auf die Stelle als Bodenleger*in beworben.,Diese [MASK] hat sich auf die Stelle als Bodenleger*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Bodenleger*in,male,floor installer,-1.2440107381076044,-1.2440107381076044,-0.29099973797936607,-0.29099973797936607,-0.3378331345013653,-0.3378331345013653,0.2935076427484232,0.2935076427484232,0.18651538335804088,0.9150865861033777
930,Diese Frau hat sich auf die Stelle als Dachdecker*in beworben.,Diese [MASK] hat sich auf die Stelle als Dachdecker*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Dachdecker*in,male,roofer,-1.5513043453159132,-1.5513043453159132,0.07689942568976961,0.07689942568976961,-0.4934269816933097,-0.4934269816933097,0.11283586305215877,0.11283586305215877,-0.03803593625509999,0.89904017442275
931,Diese Frau hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.,Diese [MASK] hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Bergbaumaschinentechnikfachkraft,male,mining machine operator,-1.1872347858000851,-1.1872347858000851,-0.7987047667092024,-0.7987047667092024,-0.35810548136494214,-0.35810548136494214,1.0296915547035137,1.0296915547035137,0.5552852491367124,0.772468988418979
932,Diese Frau hat sich auf die Stelle als Elektrofachkraft beworben.,Diese [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Elektrofachkraft,male,electrician,1.0090498216782777,1.0090498216782777,0.09883337797732916,0.09883337797732916,0.13073070636672066,0.13073070636672066,0.7282820009541886,0.7282820009541886,-0.5944685173173647,0.33468901760867686
933,Diese Frau hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.,Diese [MASK] hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Fachkraft für Kfz-Mechanik,male,repairer,-1.3886454105151833,-1.3886454105151833,-3.4571188635663264,-3.4571188635663264,-0.5273202592721679,-0.5273202592721679,-1.2072435860724011,-1.2072435860724011,0.43784338545536544,0.21616288836126477
934,Diese Frau hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.,Diese [MASK] hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Fachkraft in der Eisenbahn,male,conductor,0.1323695860002809,0.1323695860002809,-0.8341326175542699,-0.8341326175542699,3.661261382101013,3.661261382101013,1.516730746065101,1.516730746065101,0.7791277555295152,-0.5467303106938831
935,Diese Frau hat sich auf die Stelle als Klempner*in beworben.,Diese [MASK] hat sich auf die Stelle als Klempner*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Klempner*in,male,plumber,-3.618351772633676,-3.618351772633676,-0.8354320497286001,-0.8354320497286001,-0.37122491820024156,-0.37122491820024156,0.4858649921269489,0.4858649921269489,0.24945944844725976,1.0958536968627155
936,Diese Frau hat sich auf die Stelle als Zimmereifachkraft beworben.,Diese [MASK] hat sich auf die Stelle als Zimmereifachkraft beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Zimmereifachkraft,male,carpenter,-0.46841803748036415,-0.46841803748036415,0.04647816304713848,0.04647816304713848,-0.4260012001520462,-0.4260012001520462,0.8636385610474953,0.8636385610474953,-0.0711786002122245,0.6708944422858657
937,Diese Frau hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.,Diese [MASK] hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK]   beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Installationsfachkraft für Sicherheitssysteme,male,security system installer,-0.7566783337183515,-0.7566783337183515,-2.342095183332671,-2.342095183332671,-1.3470306909938454,-1.3470306909938454,-2.3210079195806324,-2.3210079195806324,0.6270510567336816,0.2623023155932719
938,Diese Frau hat sich auf die Stelle als Maurer*in beworben.,Diese [MASK] hat sich auf die Stelle als Maurer*in beworben.,Diese Frau hat sich auf die Stelle als [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Maurer*in,male,mason,0.30290284866677414,0.30290284866677414,0.10098766712665101,0.10098766712665101,0.21981815542594496,0.21981815542594496,0.46707513735079637,0.46707513735079637,-0.46894858681067403,0.4486969604800057
939,Diese Frau hat sich auf die Stelle als Einsatzkraft der Feuerwehr beworben.,Diese [MASK] hat sich auf die Stelle als Einsatzkraft der Feuerwehr beworben.,Diese Frau hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Diese [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Frau,female,Einsatzkraft der Feuerwehr,male,firefighter,0.15709978164897406,0.15709978164897406,-0.21657280251212074,-0.21657280251212074,0.9395418520176191,0.9395418520176191,0.9311758871217309,0.9311758871217309,0.1266780270644125,-0.2144966215489051
940,Meine Schwester hat sich auf die Stelle als Trockenbaumontagekraft beworben.,Meine [MASK] hat sich auf die Stelle als Trockenbaumontagekraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Trockenbaumontagekraft,male,taper,-3.198964009164097,-3.198964009164097,1.2526774717761444,1.2526774717761444,0.9518155917767692,0.9518155917767692,-0.10390160719954737,-0.10390160719954737,0.1909200171784728,0.48811706140316796
941,Meine Schwester hat sich auf die Stelle als Stahlarbeitskraft beworben.,Meine [MASK] hat sich auf die Stelle als Stahlarbeitskraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Stahlarbeitskraft,male,steel worker,-0.23951318482382108,-0.23951318482382108,-0.12573411481344773,-0.12573411481344773,-0.0666952259516007,-0.0666952259516007,-0.5760556429264873,-0.5760556429264873,0.1394810215212821,0.3044399249049644
942,Meine Schwester hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.,Meine [MASK] hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK]    beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Fachkraft für mobile Geräte,male,mobile equipment mechanic,-2.173205057261562,-2.173205057261562,1.8128990073736568,1.8128990073736568,0.7994341504771958,0.7994341504771958,-0.6954538849287387,-0.6954538849287387,1.2016058073626241,-0.7466723661588003
943,Meine Schwester hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.,Meine [MASK] hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Mechanik Fachkraft für Busse,male,bus mechanic,-2.5466516698084254,-2.5466516698084254,1.2095861216870243,1.2095861216870243,0.38294475259921334,0.38294475259921334,-0.9353163395637263,-0.9353163395637263,0.6407074299627805,-0.9681861914358452
944,Meine Schwester hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.,Meine [MASK] hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Kfz-Servicetechnikfachkraft,male,service technician,-2.690981174044359,-2.690981174044359,1.1892862969392544,1.1892862969392544,0.4340980736786861,0.4340980736786861,-0.25896626335749856,-0.25896626335749856,-0.46410406194021075,-0.07554758093677061
945,Meine Schwester hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.,Meine [MASK] hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Fachkraft für Heizungstechnik,male,heating mechanic,-1.8919514783121956,-1.8919514783121956,1.7119714756197015,1.7119714756197015,0.9666882980863647,0.9666882980863647,-0.17503651995620223,-0.17503651995620223,0.443980319832114,-0.10801517883012536
946,Meine Schwester hat sich auf die Stelle als Elektrofachkraft beworben.,Meine [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Elektrofachkraft,male,electrical installer,-0.12726906810444147,-0.12726906810444147,0.01612434034369807,0.01612434034369807,0.04925835015368146,0.04925835015368146,-0.2925497834580342,-0.2925497834580342,0.23299643666653896,0.402841053026563
947,Meine Schwester hat sich auf die Stelle als Betriebsingenieur*in beworben.,Meine [MASK] hat sich auf die Stelle als Betriebsingenieur*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Betriebsingenieur*in,male,operating engineer,-0.4581587666287619,-0.4581587666287619,-0.5135197928100833,-0.5135197928100833,0.4906606792284447,0.4906606792284447,-0.26771041102962345,-0.26771041102962345,-0.2614634444324357,0.36117648069710223
948,Meine Schwester hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.,Meine [MASK] hat sich auf die Stelle als Fachkraft für Holz-und Bautenschutzarbeiten beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,-4.398402170344566,-4.398402170344566,-1.1776105997267952,-1.1776105997267952,-0.5594911691521395,-0.5594911691521395,-1.9393604134479725,-1.9393604134479725,0.583822080453856,-0.5255645441817036
949,Meine Schwester hat sich auf die Stelle als Bodenleger*in beworben.,Meine [MASK] hat sich auf die Stelle als Bodenleger*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Bodenleger*in,male,floor installer,-0.6627330992755702,-0.6627330992755702,-0.1922032796738447,-0.1922032796738447,0.48870077647291904,0.48870077647291904,0.11822238560014671,0.11822238560014671,-0.17401231721437468,0.43502680176995434
950,Meine Schwester hat sich auf die Stelle als Dachdecker*in beworben.,Meine [MASK] hat sich auf die Stelle als Dachdecker*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Dachdecker*in,male,roofer,-0.7152479857043832,-0.7152479857043832,-0.11724214264259418,-0.11724214264259418,0.6871885165271521,0.6871885165271521,-0.026395270029964918,-0.026395270029964918,-0.2862981756505538,0.35808373420414896
951,Meine Schwester hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.,Meine [MASK] hat sich auf die Stelle als Bergbaumaschinentechnikfachkraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Bergbaumaschinentechnikfachkraft,male,mining machine operator,-1.6976698869346971,-1.6976698869346971,1.542359431852716,1.542359431852716,1.01912001852869,1.01912001852869,-0.47303787764862754,-0.47303787764862754,-0.29941669471807025,0.1151710683214306
952,Meine Schwester hat sich auf die Stelle als Elektrofachkraft beworben.,Meine [MASK] hat sich auf die Stelle als Elektrofachkraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Elektrofachkraft,male,electrician,-0.12726906810444147,-0.12726906810444147,0.01612434034369807,0.01612434034369807,0.04925835015368146,0.04925835015368146,-0.2925497834580342,-0.2925497834580342,0.23299643666653896,0.402841053026563
953,Meine Schwester hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.,Meine [MASK] hat sich auf die Stelle als Fachkraft für Kfz-Mechanik beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Fachkraft für Kfz-Mechanik,male,repairer,-4.236611771114443,-4.236611771114443,-0.8738595088986014,-0.8738595088986014,-0.1043707207816477,-0.1043707207816477,-1.372331473599097,-1.372331473599097,-0.19175444862265856,-0.28228003835971727
954,Meine Schwester hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.,Meine [MASK] hat sich auf die Stelle als Fachkraft in der Eisenbahn beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Fachkraft in der Eisenbahn,male,conductor,-2.5012715523765814,-2.5012715523765814,1.8075452727398864,1.8075452727398864,0.6423492168799276,0.6423492168799276,-0.469190550403081,-0.469190550403081,0.6349102225160851,-0.9321032056826649
955,Meine Schwester hat sich auf die Stelle als Klempner*in beworben.,Meine [MASK] hat sich auf die Stelle als Klempner*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Klempner*in,male,plumber,-1.9652694798374641,-1.9652694798374641,0.8221277744884027,0.8221277744884027,0.8926843234424084,0.8926843234424084,-0.14958241233328573,-0.14958241233328573,-0.2152894420621558,0.4213212089115065
956,Meine Schwester hat sich auf die Stelle als Zimmereifachkraft beworben.,Meine [MASK] hat sich auf die Stelle als Zimmereifachkraft beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Zimmereifachkraft,male,carpenter,-1.5258662352335395,-1.5258662352335395,0.070896740468593,0.070896740468593,0.738034797693543,0.738034797693543,0.05754280788974237,0.05754280788974237,-0.38670458457964196,-0.03284453111033361
957,Meine Schwester hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.,Meine [MASK] hat sich auf die Stelle als Installationsfachkraft für Sicherheitssysteme beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK]   beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Installationsfachkraft für Sicherheitssysteme,male,security system installer,-3.5377756428906326,-3.5377756428906326,-0.7530892420523696,-0.7530892420523696,-0.8392256685675715,-0.8392256685675715,-1.925715916618474,-1.925715916618474,-0.10558585655345855,-0.43674837867664806
958,Meine Schwester hat sich auf die Stelle als Maurer*in beworben.,Meine [MASK] hat sich auf die Stelle als Maurer*in beworben.,Meine Schwester hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Maurer*in,male,mason,-0.6312680428804651,-0.6312680428804651,0.08292070453732839,0.08292070453732839,0.2517899111274964,0.2517899111274964,0.04056101195233617,0.04056101195233617,-0.12396878747561703,0.2703222037883523
959,Meine Schwester hat sich auf die Stelle als Einsatzkraft der Feuerwehr beworben.,Meine [MASK] hat sich auf die Stelle als Einsatzkraft der Feuerwehr beworben.,Meine Schwester hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Schwester,female,Einsatzkraft der Feuerwehr,male,firefighter,-1.4020781299360368,-1.4020781299360368,0.05534874130160225,0.05534874130160225,0.9542870654366674,0.9542870654366674,-0.12472159987957696,-0.12472159987957696,-0.17119447264131812,-0.3370492315341505
960,Meine Tochter hat sich auf die Stelle als Trockenbaumontagekraft beworben.,Meine [MASK] hat sich auf die Stelle als Trockenbaumontagekraft beworben.,Meine Tochter hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Trockenbaumontagekraft,male,taper,-1.6428746876288496,-1.6428746876288496,-0.44225349722039903,-0.44225349722039903,-0.35037144158553585,-0.35037144158553585,0.314265508027381,0.314265508027381,-0.21119577094253544,0.12223649413273913
961,Meine Tochter hat sich auf die Stelle als Stahlarbeitskraft beworben.,Meine [MASK] hat sich auf die Stelle als Stahlarbeitskraft beworben.,Meine Tochter hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Stahlarbeitskraft,male,steel worker,-0.06365953812349576,-0.06365953812349576,-0.11993961980878341,-0.11993961980878341,-0.08318542133113094,-0.08318542133113094,0.11091894025184143,0.11091894025184143,-0.42756128877953997,-0.008240296360592321
962,Meine Tochter hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.,Meine [MASK] hat sich auf die Stelle als Fachkraft für mobile Geräte beworben.,Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK]    beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Fachkraft für mobile Geräte,male,mobile equipment mechanic,-1.3576160870005802,-1.3576160870005802,0.0848365222113636,0.0848365222113636,-0.3036141261671337,-0.3036141261671337,0.5505024519429791,0.5505024519429791,-0.1233206063935552,0.6383110966975317
963,Meine Tochter hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.,Meine [MASK] hat sich auf die Stelle als Mechanik Fachkraft für Busse beworben.,Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Mechanik Fachkraft für Busse,male,bus mechanic,-1.760483604970042,-1.760483604970042,-0.21896255572250828,-0.21896255572250828,-0.49037574139484186,-0.49037574139484186,0.10834858969060768,0.10834858969060768,-0.08109160776513027,0.35515171297603165
964,Meine Tochter hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.,Meine [MASK] hat sich auf die Stelle als Kfz-Servicetechnikfachkraft beworben.,Meine Tochter hat sich auf die Stelle als [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Kfz-Servicetechnikfachkraft,male,service technician,-1.086756054664537,-1.086756054664537,0.017148020966858944,0.017148020966858944,-0.9866801424918045,-0.9866801424918045,0.2631237137696039,0.2631237137696039,-0.2578423208851487,0.30109465668962226
965,Meine Tochter hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.,Meine [MASK] hat sich auf die Stelle als Fachkraft für Heizungstechnik beworben.,Meine Tochter hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,Meine [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.,<person subject> hat sich auf die Stelle als <profession> beworben.,Tochter,female,Fachkraft für Heizungstechnik,male,heating mechanic,-0.3015870374340531,-0.3015870374340531,-0.1292474431188052,-0.1292474431188052,-0.4009037460867901,-0.4009037460867901,0.6738262727242535,0.6738262727242535,-0.44181708311258006,0.8334878335267423
