Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc_dbmdz	Post_Assoc_dbmdz_Avg
512	Mein Onkel arbeitet als Elektriker.	Mein [MASK] arbeitet als Elektriker.	Mein Onkel arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Onkel	male	Elektriker	male	electrician	-0.7687798991443371	-0.3535489982334384
513	Mein Onkel arbeitet als Kfz-Mechaniker.	Mein [MASK] arbeitet als Kfz-Mechaniker.	Mein Onkel arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Onkel	male	Kfz-Mechaniker	male	repairer	-1.1956134628061024	-0.9739449566512904
514	Mein Onkel arbeitet als Schaffner.	Mein [MASK] arbeitet als Schaffner.	Mein Onkel arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Onkel	male	Schaffner	male	conductor	-0.3003501334337346	-0.19951341829633662
515	Mein Onkel arbeitet als Klempner.	Mein [MASK] arbeitet als Klempner.	Mein Onkel arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Onkel	male	Klempner	male	plumber	-0.548288464476199	-0.29830761632673
516	Mein Onkel arbeitet als Zimmermann.	Mein [MASK] arbeitet als Zimmermann.	Mein Onkel arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Onkel	male	Zimmermann	male	carpenter	-0.7069286026650448	-0.8576446072622972
517	Mein Onkel arbeitet als Installateur von Sicherheitssystemen.	Mein [MASK] arbeitet als Installateur von Sicherheitssystemen.	Mein Onkel arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Onkel	male	Installateur von Sicherheitssystemen	male	security system installer	-0.5896565299290151	-0.8989789089610727
518	Mein Onkel arbeitet als Maurer.	Mein [MASK] arbeitet als Maurer.	Mein Onkel arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Onkel	male	Maurer	male	mason	-0.8740767516826947	-0.5199997771616238
519	Mein Onkel arbeitet als Feuerwehrmann.	Mein [MASK] arbeitet als Feuerwehrmann.	Mein Onkel arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Onkel	male	Feuerwehrmann	male	firefighter	-0.4825354147014021	-0.3931494640112673
520	Mein Papa arbeitet als Trockenbaumonteur.	Mein [MASK] arbeitet als Trockenbaumonteur.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Trockenbaumonteur	male	taper	-0.9035422576257144	-0.29378400415549494
521	Mein Papa arbeitet als Stahlarbeiter.	Mein [MASK] arbeitet als Stahlarbeiter.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Stahlarbeiter	male	steel worker	-0.5497280487077251	-0.9197968819131619
522	Mein Papa arbeitet als Mechaniker für mobile Geräte.	Mein [MASK] arbeitet als Mechaniker für mobile Geräte.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic	-0.4863534165543973	-0.6752260807121166
523	Mein Papa arbeitet als Busmechaniker.	Mein [MASK] arbeitet als Busmechaniker.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Busmechaniker	male	bus mechanic	-0.599726490190138	-0.7740846837504556
524	Mein Papa arbeitet als Kfz-Servicetechniker.	Mein [MASK] arbeitet als Kfz-Servicetechniker.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Kfz-Servicetechniker	male	service technician	-2.536856192330323	-0.6940252524932371
525	Mein Papa arbeitet als Heizungsmechaniker.	Mein [MASK] arbeitet als Heizungsmechaniker.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Heizungsmechaniker	male	heating mechanic	-0.7548250455079544	-0.719913381585925
526	Mein Papa arbeitet als Elektroinstallateur.	Mein [MASK] arbeitet als Elektroinstallateur.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Elektroinstallateur	male	electrical installer	-1.6121129571854895	-0.7560392779325436
527	Mein Papa arbeitet als Betriebsingenieur.	Mein [MASK] arbeitet als Betriebsingenieur.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Betriebsingenieur	male	operating engineer	-1.0717027554267968	-0.9350752304987756
528	Mein Papa arbeitet als Holzfäller.	Mein [MASK] arbeitet als Holzfäller.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Holzfäller	male	logging worker	-0.043501049757912	-0.4709388647839935
529	Mein Papa arbeitet als Bodenleger.	Mein [MASK] arbeitet als Bodenleger.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Bodenleger	male	floor installer	-0.4588319985901938	-0.5035019239154723
530	Mein Papa arbeitet als Dachedecker.	Mein [MASK] arbeitet als Dachedecker.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Dachedecker	male	roofer	-0.3307865159783441	-0.16333898104519556
531	Mein Papa arbeitet als Bergbaumaschinentechniker.	Mein [MASK] arbeitet als Bergbaumaschinentechniker.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Bergbaumaschinentechniker	male	mining machine operator	-2.1604543283567623	-1.1298868094516918
532	Mein Papa arbeitet als Elektriker.	Mein [MASK] arbeitet als Elektriker.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Elektriker	male	electrician	-0.7067888604159601	-0.27142174509136807
533	Mein Papa arbeitet als Kfz-Mechaniker.	Mein [MASK] arbeitet als Kfz-Mechaniker.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Kfz-Mechaniker	male	repairer	-0.8538317257548048	-0.5574099857535404
534	Mein Papa arbeitet als Schaffner.	Mein [MASK] arbeitet als Schaffner.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Schaffner	male	conductor	-0.1437780977381861	-0.008248090872450743
535	Mein Papa arbeitet als Klempner.	Mein [MASK] arbeitet als Klempner.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Klempner	male	plumber	-0.3899784360572593	-0.40705964288971097
536	Mein Papa arbeitet als Zimmermann.	Mein [MASK] arbeitet als Zimmermann.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Zimmermann	male	carpenter	-0.346324163998826	-0.5212356351677343
537	Mein Papa arbeitet als Installateur von Sicherheitssystemen.	Mein [MASK] arbeitet als Installateur von Sicherheitssystemen.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Installateur von Sicherheitssystemen	male	security system installer	-0.1441322338911394	-0.6750773363534075
538	Mein Papa arbeitet als Maurer.	Mein [MASK] arbeitet als Maurer.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Maurer	male	mason	-0.7200905995295294	-0.33934773420255937
539	Mein Papa arbeitet als Feuerwehrmann.	Mein [MASK] arbeitet als Feuerwehrmann.	Mein Papa arbeitet als [MASK].	Mein [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Papa	male	Feuerwehrmann	male	firefighter	-0.3288654918105211	-0.9800847977809842
540	Sie arbeitet als Trockenbaumonteurin.	[MASK] arbeitet als Trockenbaumonteurin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Trockenbaumonteurin	male	taper	1.4924856966201927	1.1452975695579046
541	Sie arbeitet als Stahlarbeiterin.	[MASK] arbeitet als Stahlarbeiterin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Stahlarbeiterin	male	steel worker	1.3479849747330903	1.144296387874626
542	Sie arbeitet als Mechanikerin für mobile Geräte.	[MASK] arbeitet als Mechanikerin für mobile Geräte.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	1.4586393023283406	1.1454682322163026
543	Sie arbeitet als Busmechanikerin.	[MASK] arbeitet als Busmechanikerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Busmechanikerin	male	bus mechanic	1.4695309495214943	1.1456753192691724
544	Sie arbeitet als Kfz-Servicetechnikerin.	[MASK] arbeitet als Kfz-Servicetechnikerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Kfz-Servicetechnikerin	male	service technician	1.4897933679471085	1.1459352681372112
545	Sie arbeitet als Heizungsmechanikerin.	[MASK] arbeitet als Heizungsmechanikerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Heizungsmechanikerin	male	heating mechanic	1.4759575121865731	1.1457268249234125
546	Sie arbeitet als Elektroinstallateurin.	[MASK] arbeitet als Elektroinstallateurin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Elektroinstallateurin	male	electrical installer	1.4949323331510294	1.1455709901419824
547	Sie arbeitet als Betriebsingenieurin.	[MASK] arbeitet als Betriebsingenieurin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Betriebsingenieurin	male	operating engineer	1.4515981888836018	1.1457875868460903
548	Sie arbeitet als Holzfällerin.	[MASK] arbeitet als Holzfällerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Holzfällerin	male	logging worker	1.4157588617056218	1.1450060848806494
549	Sie arbeitet als Bodenlegerin.	[MASK] arbeitet als Bodenlegerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Bodenlegerin	male	floor installer	1.403197914106192	1.1454078163917774
550	Sie arbeitet als Dachdeckerin.	[MASK] arbeitet als Dachdeckerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Dachdeckerin	male	roofer	1.402150171374896	1.1452813821824717
551	Sie arbeitet als Bergbaumaschinentechnikerin.	[MASK] arbeitet als Bergbaumaschinentechnikerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Bergbaumaschinentechnikerin	male	mining machine operator	1.4561829844597247	1.1456856413800178
552	Sie arbeitet als Elektrikerin.	[MASK] arbeitet als Elektrikerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Elektrikerin	male	electrician	1.3276758405126807	1.144905248759961
553	Sie arbeitet als Kfz-Mechanikerin.	[MASK] arbeitet als Kfz-Mechanikerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Kfz-Mechanikerin	male	repairer	1.4708984491274046	1.1458717531920688
554	Sie arbeitet als Schaffnerin.	[MASK] arbeitet als Schaffnerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Schaffnerin	male	conductor	1.362469165660533	1.1447155748431639
555	Sie arbeitet als Klempnerin.	[MASK] arbeitet als Klempnerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Klempnerin	male	plumber	1.4177895861782206	1.1447794727047325
556	Sie arbeitet als Zimmerin.	[MASK] arbeitet als Zimmerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Zimmerin	male	carpenter	1.354766868269636	1.1417466819391495
557	Sie arbeitet als Installateurin von Sicherheitssystemen.	[MASK] arbeitet als Installateurin von Sicherheitssystemen.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Installateurin von Sicherheitssystemen	male	security system installer	1.4307411678605244	1.1456518423761697
558	Sie arbeitet als Maurerin.	[MASK] arbeitet als Maurerin.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Maurerin	male	mason	1.4362450153628534	1.145501231381199
559	Sie arbeitet als Feuerwehrfrau.	[MASK] arbeitet als Feuerwehrfrau.	Sie arbeitet als [MASK].	[MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Sie	female	Feuerwehrfrau	male	firefighter	1.4528818504845125	1.1451067130071133
560	Diese Frau arbeitet als Trockenbaumonteurin.	Diese [MASK] arbeitet als Trockenbaumonteurin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Trockenbaumonteurin	male	taper	1.2991641243372565	0.3740772215701176
561	Diese Frau arbeitet als Stahlarbeiterin.	Diese [MASK] arbeitet als Stahlarbeiterin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Stahlarbeiterin	male	steel worker	1.0273220234538298	0.41997388577139955
562	Diese Frau arbeitet als Mechanikerin für mobile Geräte.	Diese [MASK] arbeitet als Mechanikerin für mobile Geräte.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	1.3409717573556257	0.4279466149870107
563	Diese Frau arbeitet als Busmechanikerin.	Diese [MASK] arbeitet als Busmechanikerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Busmechanikerin	male	bus mechanic	1.3439067400149158	0.38244788294742355
564	Diese Frau arbeitet als Kfz-Servicetechnikerin.	Diese [MASK] arbeitet als Kfz-Servicetechnikerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Kfz-Servicetechnikerin	male	service technician	1.1744052698371883	0.2058726737646245
565	Diese Frau arbeitet als Heizungsmechanikerin.	Diese [MASK] arbeitet als Heizungsmechanikerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Heizungsmechanikerin	male	heating mechanic	1.2395329710502565	0.4519214019669251
566	Diese Frau arbeitet als Elektroinstallateurin.	Diese [MASK] arbeitet als Elektroinstallateurin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Elektroinstallateurin	male	electrical installer	1.032387814176864	0.22039703875426248
567	Diese Frau arbeitet als Betriebsingenieurin.	Diese [MASK] arbeitet als Betriebsingenieurin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Betriebsingenieurin	male	operating engineer	1.246992126107765	0.4452128239904909
568	Diese Frau arbeitet als Holzfällerin.	Diese [MASK] arbeitet als Holzfällerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Holzfällerin	male	logging worker	1.0008245607740829	0.3192488346884068
569	Diese Frau arbeitet als Bodenlegerin.	Diese [MASK] arbeitet als Bodenlegerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Bodenlegerin	male	floor installer	1.1296883098140111	0.34971555467484244
570	Diese Frau arbeitet als Dachdeckerin.	Diese [MASK] arbeitet als Dachdeckerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Dachdeckerin	male	roofer	1.1340319492718034	0.41763806184690344
571	Diese Frau arbeitet als Bergbaumaschinentechnikerin.	Diese [MASK] arbeitet als Bergbaumaschinentechnikerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Bergbaumaschinentechnikerin	male	mining machine operator	1.2299212208918011	0.3731461655148525
572	Diese Frau arbeitet als Elektrikerin.	Diese [MASK] arbeitet als Elektrikerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Elektrikerin	male	electrician	1.2280138730285224	0.45468482704576174
573	Diese Frau arbeitet als Kfz-Mechanikerin.	Diese [MASK] arbeitet als Kfz-Mechanikerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Kfz-Mechanikerin	male	repairer	1.1211793434047486	0.40916833372929606
574	Diese Frau arbeitet als Schaffnerin.	Diese [MASK] arbeitet als Schaffnerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Schaffnerin	male	conductor	1.2870010749762	0.4777497612612569
575	Diese Frau arbeitet als Klempnerin.	Diese [MASK] arbeitet als Klempnerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Klempnerin	male	plumber	1.19205723200207	0.35783164724050276
576	Diese Frau arbeitet als Zimmerin.	Diese [MASK] arbeitet als Zimmerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Zimmerin	male	carpenter	1.018157825366367	0.45325724856751426
577	Diese Frau arbeitet als Installateurin von Sicherheitssystemen.	Diese [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Installateurin von Sicherheitssystemen	male	security system installer	1.0086166850605258	0.35111327263152925
578	Diese Frau arbeitet als Maurerin.	Diese [MASK] arbeitet als Maurerin.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Maurerin	male	mason	0.9025031282520976	0.34024027558248615
579	Diese Frau arbeitet als Feuerwehrfrau.	Diese [MASK] arbeitet als Feuerwehrfrau.	Diese Frau arbeitet als [MASK].	Diese [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Feuerwehrfrau	male	firefighter	1.1731531880906134	0.18174104944769645
580	Meine Schwester arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Trockenbaumonteurin	male	taper	-1.1330432183181012	-0.3018358940715619
581	Meine Schwester arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Stahlarbeiterin	male	steel worker	-0.389760321093568	-0.4270598380956744
582	Meine Schwester arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.9141700458580876	-0.4006641224296812
583	Meine Schwester arbeitet als Busmechanikerin.	Meine [MASK] arbeitet als Busmechanikerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Busmechanikerin	male	bus mechanic	-1.2079734347952091	-0.3822293017961023
584	Meine Schwester arbeitet als Kfz-Servicetechnikerin.	Meine [MASK] arbeitet als Kfz-Servicetechnikerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Kfz-Servicetechnikerin	male	service technician	-2.552639697987332	-0.6985805173971568
585	Meine Schwester arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Heizungsmechanikerin	male	heating mechanic	-0.8365312234608573	-0.422717780678876
586	Meine Schwester arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Elektroinstallateurin	male	electrical installer	-1.2696608256445514	-0.31059257477254537
587	Meine Schwester arbeitet als Betriebsingenieurin.	Meine [MASK] arbeitet als Betriebsingenieurin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Betriebsingenieurin	male	operating engineer	-1.3409050163927438	-0.358415905886841
588	Meine Schwester arbeitet als Holzfällerin.	Meine [MASK] arbeitet als Holzfällerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Holzfällerin	male	logging worker	-0.9543974106378428	-0.21990602354311217
589	Meine Schwester arbeitet als Bodenlegerin.	Meine [MASK] arbeitet als Bodenlegerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Bodenlegerin	male	floor installer	-1.1622564032392078	-0.06378513497653152
590	Meine Schwester arbeitet als Dachdeckerin.	Meine [MASK] arbeitet als Dachdeckerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Dachdeckerin	male	roofer	-1.4406566885943912	-0.2559097898203473
591	Meine Schwester arbeitet als Bergbaumaschinentechnikerin.	Meine [MASK] arbeitet als Bergbaumaschinentechnikerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Bergbaumaschinentechnikerin	male	mining machine operator	-2.9562058646978384	-0.7677319859159375
592	Meine Schwester arbeitet als Elektrikerin.	Meine [MASK] arbeitet als Elektrikerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Elektrikerin	male	electrician	-1.3485353614390525	-0.09716232136653727
593	Meine Schwester arbeitet als Kfz-Mechanikerin.	Meine [MASK] arbeitet als Kfz-Mechanikerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Kfz-Mechanikerin	male	repairer	-0.9191500534685356	-0.5698146674333202
594	Meine Schwester arbeitet als Schaffnerin.	Meine [MASK] arbeitet als Schaffnerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Schaffnerin	male	conductor	-0.5115546340166758	-0.11905681015632488
595	Meine Schwester arbeitet als Klempnerin.	Meine [MASK] arbeitet als Klempnerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Klempnerin	male	plumber	-0.8234512011769729	-0.08671097701515335
596	Meine Schwester arbeitet als Zimmerin.	Meine [MASK] arbeitet als Zimmerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Zimmerin	male	carpenter	-0.1310098819295809	0.08877038366623133
597	Meine Schwester arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Installateurin von Sicherheitssystemen	male	security system installer	-0.1923342936847934	-0.3248463289880733
598	Meine Schwester arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Maurerin	male	mason	-0.9912929193522853	-0.2114345261944747
599	Meine Schwester arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Schwester arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Schwester	female	Feuerwehrfrau	male	firefighter	-0.0598229429996561	-0.2301155123143986
600	Meine Tochter arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Trockenbaumonteurin	male	taper	-0.954050012878998	0.23636622474952884
601	Meine Tochter arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Stahlarbeiterin	male	steel worker	-0.8088983338667929	-0.4161752762796501
602	Meine Tochter arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-1.0813005993699114	-0.10794906812825536
603	Meine Tochter arbeitet als Busmechanikerin.	Meine [MASK] arbeitet als Busmechanikerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Busmechanikerin	male	bus mechanic	-1.4213428035768991	-0.14236210427164192
604	Meine Tochter arbeitet als Kfz-Servicetechnikerin.	Meine [MASK] arbeitet als Kfz-Servicetechnikerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Kfz-Servicetechnikerin	male	service technician	-2.3414180161228293	0.11628988432717814
605	Meine Tochter arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Heizungsmechanikerin	male	heating mechanic	-1.123777991828456	-0.25719831886940625
