Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc_dbmdz_Avg	Post_Assoc_dbmdz_Avg	Pre_Assoc_google_bert_Avg	Post_Assoc_google_bert_Avg	Pre_Assoc_deepset_bert_Avg	Post_Assoc_deepset_bert_Avg	Pre_Assoc_distilbert_Avg	Post_Assoc_distilbert_Avg
637	Meine Frau arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Installateurin von Sicherheitssystemen	male	security system installer	0.1042250509186102	-0.5248590253077905	-0.1307355053204324	-0.4583083624767945	0.1734602952674386	-0.21381729207744807	0.1274532447998061	0.14403471258315714
638	Meine Frau arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Maurerin	male	mason	-0.412357299762962	-0.5361889681287305	-0.3092928292038367	-0.6356368753691176	-0.0298511191722957	-0.9022419776086483	0.0938271278096041	-0.3973173609074592
639	Meine Frau arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Feuerwehrfrau	male	firefighter	-0.1910190225671141	-0.8545547045278634	-0.6023617924823141	-1.3097783753350014	-0.0591403339360695	-0.8089900283705709	0.3197428766590322	-0.23671308719042866
640	Meine Freundin arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Trockenbaumonteurin	male	taper	-1.2260122345593654	-0.0220416688033533	-0.703184868813705	-0.19033520427536327	-0.401406336853804	-0.24866032103595603	-0.9221601027320402	-1.305539546604937
641	Meine Freundin arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Stahlarbeiterin	male	steel worker	-0.2687725785184233	-0.1315277858817543	-0.5763480576281435	-0.4361492264723065	-0.292538627447591	-1.1656319865232379	-0.4118230078121109	-0.8357413500373142
642	Meine Freundin arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.3147868569567663	0.2840661130224176	-0.0083637653291018	-0.3755903473605672	0.222506665661178	-0.06516408648181081	-0.2187595340868454	-0.42969824148090807
643	Meine Freundin arbeitet als Busmechanikerin.	Meine [MASK] arbeitet als Busmechanikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Busmechanikerin	male	bus mechanic	-1.2543544942927305	-0.02513071605005853	0.2105136861232319	-0.18323049393878604	-0.2254868283848707	-0.39724060164530267	-0.3670709724073647	-0.6183943977264448
644	Meine Freundin arbeitet als Kfz-Servicetechnikerin.	Meine [MASK] arbeitet als Kfz-Servicetechnikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Kfz-Servicetechnikerin	male	service technician	-2.998134872045214	-0.28836680748223437	-0.1059442581997025	-0.5373461613978188	-0.1553429530030604	-0.50820334898125	-0.8500845385244968	-1.1659168646422622
645	Meine Freundin arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Heizungsmechanikerin	male	heating mechanic	-0.9597842888956356	-0.18776226781878602	0.0504504649416958	-0.1632556613097918	-0.1858461003561866	-0.5841429390511802	-0.4160605289274567	-0.83144860810413
646	Meine Freundin arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Elektroinstallateurin	male	electrical installer	-1.6738014086188826	-0.14937941753869144	0.1193236991961921	0.09405207212596417	-0.0819631069408794	-0.5501674785538582	-0.5165734734885461	-0.9494480108385654
647	Meine Freundin arbeitet als Betriebsingenieurin.	Meine [MASK] arbeitet als Betriebsingenieurin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Betriebsingenieurin	male	operating engineer	-1.6483372864368115	-0.2300995301033334	-0.2966371240425141	-0.14281437442635647	-0.2760781665386938	-0.49367437859000435	-0.7324177863695837	-0.9416419646693007
648	Meine Freundin arbeitet als Holzfällerin.	Meine [MASK] arbeitet als Holzfällerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Holzfällerin	male	logging worker	-0.8690750491204022	-0.15455265622492997	-0.3114315110693437	-0.33393593164359403	-0.5484016048279434	-1.339919056884621	-0.571611544828169	-1.0280820478953272
649	Meine Freundin arbeitet als Bodenlegerin.	Meine [MASK] arbeitet als Bodenlegerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Bodenlegerin	male	floor installer	-1.1838686370367018	0.27564594870549647	-0.0883026357843779	-0.0017076535619777941	-0.4257954792153084	-0.4986752833031324	-0.5681265612997887	-1.0289412726269012
650	Meine Freundin arbeitet als Dachdeckerin.	Meine [MASK] arbeitet als Dachdeckerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Dachdeckerin	male	roofer	-1.2960340548030296	0.10350123474183665	0.0706404879341976	-0.0389513771850856	-0.0873927341417409	-0.5521112564076461	-0.5179800415169484	-0.6910081638463439
651	Meine Freundin arbeitet als Bergbaumaschinentechnikerin.	Meine [MASK] arbeitet als Bergbaumaschinentechnikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Bergbaumaschinentechnikerin	male	mining machine operator	-3.594667056889316	-0.720753021195141	-0.2691284161938329	-0.9334928566607641	-0.450751155763319	-1.2762277612718322	-1.225210145145758	-1.5619603559355806
652	Meine Freundin arbeitet als Elektrikerin.	Meine [MASK] arbeitet als Elektrikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Elektrikerin	male	electrician	-1.367008051759117	0.011283110612804056	0.2410885190477396	-0.023172599633807755	-0.1580301730001576	-0.5764761768136325	-0.6939196986522135	-0.9884115912458591
653	Meine Freundin arbeitet als Kfz-Mechanikerin.	Meine [MASK] arbeitet als Kfz-Mechanikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Kfz-Mechanikerin	male	repairer	-0.8123099607733975	-0.08199210780005058	0.0690182184256813	-0.16646872460740283	-0.1046357202364232	-0.5627788556942344	-0.5265497939506412	-1.1147061949959782
654	Meine Freundin arbeitet als Schaffnerin.	Meine [MASK] arbeitet als Schaffnerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Schaffnerin	male	conductor	-0.3140057583708281	0.020460255748877186	0.1471244789429529	0.016655607520746796	-0.2895847604303851	-1.0366109728989834	-0.5048122053370263	-0.5572160718294952
655	Meine Freundin arbeitet als Klempnerin.	Meine [MASK] arbeitet als Klempnerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Klempnerin	male	plumber	-0.8061314895274941	0.28647059560295207	-0.1157221446154938	0.016279433401247975	-0.3666725841193344	-0.8153890319170218	-0.2271744694377067	-0.5832190702585437
656	Meine Freundin arbeitet als Zimmerin.	Meine [MASK] arbeitet als Zimmerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Zimmerin	male	carpenter	0.5731258830190924	0.7434789810718033	0.0526370947118066	0.34233158914958184	-0.0435752778857146	-0.008110003321464734	-0.0610416422259162	-0.35331028438599715
657	Meine Freundin arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Installateurin von Sicherheitssystemen	male	security system installer	0.3384168054297953	0.3085779818664458	-0.5630676009032612	0.18491423088816034	-0.0629279048463606	-0.3491360336178532	-0.320026970594167	-0.5072309248381227
658	Meine Freundin arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Maurerin	male	mason	-1.0865620837939178	-0.1848474799097545	0.2665910133208644	-0.17068346168136925	-0.3002761071671104	-0.9098556063939949	-0.51744086071184	-1.1789235794230994
659	Meine Freundin arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Feuerwehrfrau	male	firefighter	0.4934320049067488	0.06666580767744082	0.1599759707368011	-0.20174495479595486	-0.3149539554212037	-0.5983822250027983	-0.4693149088122889	-0.8125483489012721
660	Meine Mutter arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Trockenbaumonteurin	male	taper	-0.5383081333047639	0.31778013281005396	0.1193610247857829	0.15837513825043298	0.1952170039803994	-0.007948180210500252	0.1364832065772056	0.12234026755893751
661	Meine Mutter arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Stahlarbeiterin	male	steel worker	0.2842593708784296	0.613407916430064	1.133079800198496	0.3095836278492347	0.5140827707718134	0.1854254961739886	0.2962391840839112	0.12022631225902837
662	Meine Mutter arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.347215524781183	0.519200269127384	0.6718920470932446	-0.5449141781906671	0.1682854452310105	0.00017758026549204858	0.0506658056052093	0.0615386260565089
663	Meine Mutter arbeitet als Busmechanikerin.	Meine [MASK] arbeitet als Busmechanikerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Busmechanikerin	male	bus mechanic	-0.2270394176363228	0.5790584271871675	0.645194625327476	-0.04316063273245757	0.1750496187206313	0.12760831154226232	0.1160375452857857	0.12023399399233042
664	Meine Mutter arbeitet als Kfz-Servicetechnikerin.	Meine [MASK] arbeitet als Kfz-Servicetechnikerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Kfz-Servicetechnikerin	male	service technician	-1.326949837414915	0.25246570703370724	0.2422411817986157	-1.0081652910244876	0.2670498931562212	0.09026706102707581	0.0160901824212111	0.05793935132358545
665	Meine Mutter arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Heizungsmechanikerin	male	heating mechanic	-0.0234113487484364	0.6391422848371356	0.6200047809159293	0.3014436453010976	0.4431257293864737	0.12259978140132508	0.1290463202249378	0.1349669998074725
666	Meine Mutter arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Elektroinstallateurin	male	electrical installer	-0.2975617225538006	0.5747459095044524	0.5808400359471307	-0.014552539511088777	0.2922357249080083	0.09343412614074445	-0.0368906236831643	0.05878411490360313
667	Meine Mutter arbeitet als Betriebsingenieurin.	Meine [MASK] arbeitet als Betriebsingenieurin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Betriebsingenieurin	male	operating engineer	-0.478885632055209	0.45525495618739714	0.5669893775479576	-0.18864411108902707	0.3081388403093065	0.030763990847327543	0.0845683358189895	0.07462821591493975
668	Meine Mutter arbeitet als Holzfällerin.	Meine [MASK] arbeitet als Holzfällerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Holzfällerin	male	logging worker	-0.0502799024576621	0.6316481291577771	1.0111391683297315	0.3726879436952919	0.479848043191901	0.19197775374821266	0.3070237527613345	0.15795595702032164
669	Meine Mutter arbeitet als Bodenlegerin.	Meine [MASK] arbeitet als Bodenlegerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Bodenlegerin	male	floor installer	-0.4518635399425357	0.4564587836824999	0.5379960389941837	0.09471197724311203	0.0357741845182943	0.020496594588906975	0.2752811666858579	0.1270693711709999
670	Meine Mutter arbeitet als Dachdeckerin.	Meine [MASK] arbeitet als Dachdeckerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Dachdeckerin	male	roofer	-0.5506678437679909	0.41921012705147265	0.5830363554195813	0.029335999694496698	0.193410726733605	0.0371497667770587	0.2404694069820115	0.0771519567203121
671	Meine Mutter arbeitet als Bergbaumaschinentechnikerin.	Meine [MASK] arbeitet als Bergbaumaschinentechnikerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Bergbaumaschinentechnikerin	male	mining machine operator	-1.3559538185253035	0.5178974988300484	0.5189917384191317	-0.8561679786466391	0.5904798636273689	0.15726368284994977	0.0586319373388659	0.0677083927962111
672	Meine Mutter arbeitet als Elektrikerin.	Meine [MASK] arbeitet als Elektrikerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Elektrikerin	male	electrician	-0.3691701923580275	0.4937218983282962	0.8206200944220841	0.4170288935879128	0.3551743076873975	0.18040833405536932	0.1618951398325273	0.06553061507434269
673	Meine Mutter arbeitet als Kfz-Mechanikerin.	Meine [MASK] arbeitet als Kfz-Mechanikerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Kfz-Mechanikerin	male	repairer	-0.0234287084103445	0.5655198439315589	0.4544913922533762	-0.031371896717423	0.5141605465720751	0.1733275420202174	0.1384043342118045	0.13597043283019267
674	Meine Mutter arbeitet als Schaffnerin.	Meine [MASK] arbeitet als Schaffnerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Schaffnerin	male	conductor	-0.00636575129268	0.43705234667328285	0.3706503151615231	-0.18429521539581073	0.5576927443742974	0.18851549188353708	0.2906503211457937	0.11872038025893536
675	Meine Mutter arbeitet als Klempnerin.	Meine [MASK] arbeitet als Klempnerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Klempnerin	male	plumber	0.0026596198785631	0.542653946252368	0.3755011661282534	-0.12120987105648201	0.2433032067099646	0.21414360139211905	0.186730579921098	0.10571595700974223
676	Meine Mutter arbeitet als Zimmerin.	Meine [MASK] arbeitet als Zimmerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Zimmerin	male	carpenter	-0.2683467068118275	0.026324709215228316	0.2842443720388831	-0.20731426088528415	0.4429892100581932	0.0007777629893341263	0.2032300155660913	0.1161383049972442
677	Meine Mutter arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Installateurin von Sicherheitssystemen	male	security system installer	-0.3433688002409939	0.3234595262694383	0.413469115239857	-0.019030402918139473	0.0172121314617683	-0.07377282582250641	-0.0057493212681378	-0.0026082067744413254
678	Meine Mutter arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Maurerin	male	mason	-0.2378101958212091	0.5563503337036384	0.5773286117920139	0.21313568203698716	0.5600725371154204	0.20831056402743006	0.2440279602346943	0.12587357762564108
679	Meine Mutter arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Feuerwehrfrau	male	firefighter	0.3971595041012858	0.6317516541702196	0.8314990158875539	0.24299204077730913	0.5661265345498359	0.14518950629258726	0.1531444693224707	0.11793308493640851
680	Meine Tante arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Trockenbaumonteurin	male	taper	-1.229377141314439	-0.474345293800856	-0.1800478939435907	0.10801358794588205	0.2242325483893636	0.08743885508341932	0.1698740911987886	-0.22745814433063033
681	Meine Tante arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Stahlarbeiterin	male	steel worker	0.1773811033737787	-0.2515730304541434	0.8195069486998032	-0.16360182303030157	0.5069283811592264	0.42903879575049675	0.2381402697470573	-0.4741848453502808
682	Meine Tante arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.6660894674755524	-0.6696756464934541	0.3326185585338248	-0.23042799015588955	-0.0494708699276272	-0.22921065797923507	-0.2387000820777099	-0.5437290591982223
683	Meine Tante arbeitet als Busmechanikerin.	Meine [MASK] arbeitet als Busmechanikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Busmechanikerin	male	bus mechanic	-0.7590684961936999	-0.6812381703560244	0.436182638982862	-0.10934853947936476	-0.1770746048954727	0.03313786990860916	-0.2156314141153887	-0.4018725885627875
684	Meine Tante arbeitet als Kfz-Servicetechnikerin.	Meine [MASK] arbeitet als Kfz-Servicetechnikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Kfz-Servicetechnikerin	male	service technician	-2.538273987880349	-1.3353662654800986	-0.2120578279723037	-0.5726372008034966	-0.3987730117446746	-0.3129678815957776	-1.108837420695297	-1.3492707338391308
685	Meine Tante arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Heizungsmechanikerin	male	heating mechanic	-0.4722759372963075	-0.586524479617166	0.3337127141648164	-0.04504692883767206	0.2535411723529014	0.2091796534104165	0.1829794395653267	-0.260159082746274
686	Meine Tante arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Elektroinstallateurin	male	electrical installer	-1.2481313350542838	-0.8015091682059372	0.2911728543921149	-0.24026999180145817	-0.0687871756259263	0.0685415559618524	-0.783569120480271	-1.1245984028590772
687	Meine Tante arbeitet als Betriebsingenieurin.	Meine [MASK] arbeitet als Betriebsingenieurin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Betriebsingenieurin	male	operating engineer	-1.150763954786426	-0.5505698694347068	0.0589784969363875	-0.22893455350857325	-0.3853883329158832	-0.14400779414725562	-0.6886766333045351	-0.9213105472407179
688	Meine Tante arbeitet als Holzfällerin.	Meine [MASK] arbeitet als Holzfällerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Holzfällerin	male	logging worker	-0.5610254282424059	-0.08655422368204803	0.901391321765997	-0.032184876100566875	0.7996646470812767	0.4516056177292228	0.2495304744517394	-0.45696249936750466
689	Meine Tante arbeitet als Bodenlegerin.	Meine [MASK] arbeitet als Bodenlegerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Bodenlegerin	male	floor installer	-1.1165678738174465	-0.46622224667134193	0.1594913936110505	-0.2357625710411566	-0.111229890693208	-0.03469607788878026	-0.1853999621403724	-0.8357249084113154
690	Meine Tante arbeitet als Dachdeckerin.	Meine [MASK] arbeitet als Dachdeckerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Dachdeckerin	male	roofer	-1.129352243966915	-0.42946678473825706	0.0986460604654071	-0.18845764822726657	0.2200612338266593	0.24346938356288989	-0.2482333788657341	-0.7028541807731126
691	Meine Tante arbeitet als Bergbaumaschinentechnikerin.	Meine [MASK] arbeitet als Bergbaumaschinentechnikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Bergbaumaschinentechnikerin	male	mining machine operator	-2.552009187439268	-0.9178913578942545	0.6415856553802518	-0.4616063701491938	0.5600348248667969	0.20578999371587064	-1.0764656510012245	-1.236966223790077
692	Meine Tante arbeitet als Elektrikerin.	Meine [MASK] arbeitet als Elektrikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Elektrikerin	male	electrician	-1.0143149780127243	-0.2729854910503541	0.3723702031416079	-0.2550312513259963	0.2149051747501212	0.28471504238001716	-0.6207578024721662	-0.9789168162626685
693	Meine Tante arbeitet als Kfz-Mechanikerin.	Meine [MASK] arbeitet als Kfz-Mechanikerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Kfz-Mechanikerin	male	repairer	-0.7579476587953684	-0.9847600042620206	-0.0815098237434345	-0.10401821731647864	-0.1313539346198623	-0.20410954102202034	-0.4049516817715262	-0.8435739248685852
694	Meine Tante arbeitet als Schaffnerin.	Meine [MASK] arbeitet als Schaffnerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Schaffnerin	male	conductor	-0.1813202597118771	-0.28168714504235254	0.2704038291964197	-0.24050112731830262	0.4363510707510681	0.3357427610995118	0.1194533571457906	-0.2785834306568185
695	Meine Tante arbeitet als Klempnerin.	Meine [MASK] arbeitet als Klempnerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Klempnerin	male	plumber	-0.4308054089806182	-0.012875121069668979	-0.0185465842416621	-0.3588296766830946	0.2706002836129696	0.45974362673080504	-0.132255458447552	-0.5868659068750023
696	Meine Tante arbeitet als Zimmerin.	Meine [MASK] arbeitet als Zimmerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Zimmerin	male	carpenter	0.1983461700471208	0.416155295029791	-0.100707179039913	-0.7337536209012812	0.355202628963534	0.6939896076297994	0.5020933377163148	-0.10688869557872485
697	Meine Tante arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Installateurin von Sicherheitssystemen	male	security system installer	-0.4426624827676496	-0.5725564744280439	0.0397384897648086	0.1768419837170946	-0.4621816878033278	-0.5476490631943531	-0.379354186965613	-0.8370860991265936
698	Meine Tante arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Maurerin	male	mason	-0.8547134504460973	-0.2872976406347024	0.2517233280155853	-0.41095609616848144	0.7243678427305916	0.47377629604534766	-0.3349439778218616	-0.9238807609908581
699	Meine Tante arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Tante arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tante	female	Feuerwehrfrau	male	firefighter	-0.0055532898141294	-0.6138001087344392	0.2003544269678078	-0.3359287091092597	0.2254703303965191	0.1686701582768157	-0.7258600568878217	-0.9275900261959247
700	Meine Mama arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Trockenbaumonteurin	male	taper	-1.6177963245463491	-0.4773130807846858	-1.2223251471891738	-0.8417469881604912	1.1529139241181436	-0.30344575437580057	-0.808279121438084	-1.1278001613003394
701	Meine Mama arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Stahlarbeiterin	male	steel worker	-0.4967234289166766	-0.5488465631263659	-1.6106840591438234	-1.9210465757468023	1.0659760586094746	-0.9501035022805111	-0.690672649954186	-1.0988291210490133
702	Meine Mama arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Mama arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mama	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.727349164708719	-0.6049880997399162	-1.688928616901871	-1.6210522635137057	0.7899037454317007	-0.5889091169721886	-0.4399434054543911	-0.7167318136536959
