Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc_dbmdz_Avg	Pre_Assoc_deepset-bert_Avg	Pre_Assoc_distilbert_Avg	Pre_Assoc_google-bert_Avg	Post_Assoc_dbmdz_Avg	Post_Assoc_deepset-bert_Avg	Post_Assoc_distilbert_Avg	Post_Assoc_google-bert_Avg
1653	Diese Frau will Fachkraft für Kfz-Mechanik werden.	Diese [MASK] will Fachkraft für Kfz-Mechanik werden.	Diese Frau will [MASK] werden.	Diese [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Fachkraft für Kfz-Mechanik	male	repairer	2.1531871905251	3.712675466555625	5.161281923720623	2.0286201255205	1.9317000741212464	-0.2162035144142985	2.4304244381971536	2.26158474978641
1654	Diese Frau will Fachkraft in der Eisenbahn werden.	Diese [MASK] will Fachkraft in der Eisenbahn werden.	Diese Frau will [MASK] werden.	Diese [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Fachkraft in der Eisenbahn	male	conductor	2.793892553068319	3.7881485914324617	5.241052938517963	1.885718429604092	0.7953924524641675	0.2926123770515991	2.4436609911487053	2.36485799301908
1655	Diese Frau will Klempner*in werden.	Diese [MASK] will Klempner*in werden.	Diese Frau will [MASK] werden.	Diese [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Klempner*in	male	plumber	2.6929794020629814	3.889462652084751	4.260371245209637	-0.5407822619184851	-1.4890142538118727	1.0317131264772244	1.668201356072302	1.7569086678037964
1656	Diese Frau will Zimmereifachkraft werden.	Diese [MASK] will Zimmereifachkraft werden.	Diese Frau will [MASK] werden.	Diese [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Zimmereifachkraft	male	carpenter	1.9662776034035885	3.696603294232903	4.686611183143268	2.606879213025843	1.109644013062647	2.058941095845269	2.694431605524781	4.288955068451132
1657	Diese Frau will Installationsfachkraft für Sicherheitssysteme werden.	Diese [MASK] will Installationsfachkraft für Sicherheitssysteme werden.	Diese Frau will [MASK] werden.	Diese [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-2.309048910373741	3.4897438492798667	2.564353610357816	2.8642689701997264	-2.1522256390924426	-0.4108618755366014	1.419216051459569	3.0752974650528064
1658	Diese Frau will Maurer*in werden.	Diese [MASK] will Maurer*in werden.	Diese Frau will [MASK] werden.	Diese [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Maurer*in	male	mason	2.2282701458037795	3.636533510839238	4.493489143666535	0.46131688882179	-1.3016416481970032	1.302086943621853	1.786009921070817	2.320831652257952
1659	Diese Frau will Einsatzkraft der Feuerwehr werden.	Diese [MASK] will Einsatzkraft der Feuerwehr werden.	Diese Frau will [MASK] werden.	Diese [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Einsatzkraft der Feuerwehr	male	firefighter	1.512058142194893	3.7067950569289456	4.484277784045258	0.2505198598523206	-0.1248826042875632	-0.3207402253246653	2.147559865299452	0.7929243646392758
1660	Meine Schwester will Trockenbaumontagekraft werden.	Meine [MASK] will Trockenbaumontagekraft werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Trockenbaumontagekraft	male	taper	-0.5800894877833623	-0.1097371383812897	0.1799261848515876	-0.7541928057618087	0.2412800033466539	0.7179284215676465	1.786835867347753	0.3043538419152281
1661	Meine Schwester will Stahlarbeitskraft werden.	Meine [MASK] will Stahlarbeitskraft werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Stahlarbeitskraft	male	steel worker	-0.1852966318829654	-0.1992810464993261	0.2430362077368331	-0.5430788303788936	0.9649458015096632	0.8571524341841305	2.1632836263061432	0.1576745179003765
1662	Meine Schwester will Fachkraft für mobile Geräte werden.	Meine [MASK] will Fachkraft für mobile Geräte werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic	0.1665630914246656	0.0054732049042786	0.3109240169228078	-0.7536587012894072	1.8449116640335548	1.6962511252097805	1.9323615427830385	0.496203420710089
1663	Meine Schwester will Mechanik Fachkraft für Busse werden.	Meine [MASK] will Mechanik Fachkraft für Busse werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Mechanik Fachkraft für Busse	male	bus mechanic	0.3340515236546537	0.28495874455261	0.2965406903931887	-0.6663549926265109	1.7214739648766184	2.1151438147174013	2.331045289432067	1.218440670878301
1664	Meine Schwester will Kfz-Servicetechnikfachkraft werden.	Meine [MASK] will Kfz-Servicetechnikfachkraft werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Kfz-Servicetechnikfachkraft	male	service technician	-0.0934408909567717	-0.0230137698215716	0.553264366598618	-0.9039557865882611	1.4798791312353998	2.148657847631959	2.741310923277233	0.9194220393871878
1665	Meine Schwester will Fachkraft für Heizungstechnik werden.	Meine [MASK] will Fachkraft für Heizungstechnik werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Fachkraft für Heizungstechnik	male	heating mechanic	-0.0913045227472483	0.1399593994160133	0.5175231767836896	-0.5859659454497337	1.9362299724831795	2.1333016787227987	2.5784058833050763	0.9223490570391588
1666	Meine Schwester will Elektrofachkraft werden.	Meine [MASK] will Elektrofachkraft werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Elektrofachkraft	male	electrical installer	0.1401310781402201	0.5020534908692944	0.4421124419579612	-0.0873750055132062	1.2410072085421584	2.200708172591564	2.503274117683472	1.3662044524355903
1667	Meine Schwester will Betriebsingenieur*in werden.	Meine [MASK] will Betriebsingenieur*in werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Betriebsingenieur*in	male	operating engineer	-0.0121050304670693	0.2555359589468507	0.5032113083074341	-0.3927985506565254	1.0436654995578871	1.586337673789949	2.573372954533232	1.0018243024959246
1668	Meine Schwester will Fachkraft für Holz-und Bautenschutzarbeiten werden.	Meine [MASK] will Fachkraft für Holz-und Bautenschutzarbeiten werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	-1.394898637259807	-0.3122631550642229	0.0933595366390241	-1.181622250026305	1.5384088943856566	1.798817222357328	1.8947406687211727	0.3366549860336085
1669	Meine Schwester will Bodenleger*in werden.	Meine [MASK] will Bodenleger*in werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Bodenleger*in	male	floor installer	0.2872859243115293	-0.1464514621061008	0.7470382278455429	-0.2718312468512156	0.4335769533018072	0.1860030939155679	2.355123008855215	1.4305412691110375
1670	Meine Schwester will Dachdecker*in werden.	Meine [MASK] will Dachdecker*in werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Dachdecker*in	male	roofer	0.0650582620640451	0.1280914929700846	0.6356948530689878	-0.2020869907947216	0.8325869196605452	1.901824687396856	2.573481776200877	1.5049311877338185
1671	Meine Schwester will Bergbaumaschinentechnikfachkraft werden.	Meine [MASK] will Bergbaumaschinentechnikfachkraft werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Bergbaumaschinentechnikfachkraft	male	mining machine operator	-0.2579748364229172	0.4921855218720659	0.3389595001449507	-0.4060359806239311	1.6768603250270675	2.179845034251912	2.4031489208557866	1.1596828068208196
1672	Meine Schwester will Elektrofachkraft werden.	Meine [MASK] will Elektrofachkraft werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Elektrofachkraft	male	electrician	0.1401310781402201	0.5020534908692944	0.4421124419579612	-0.0873750055132062	1.2410072085421584	2.200708172591564	2.503274117683472	1.3662044524355903
1673	Meine Schwester will Fachkraft für Kfz-Mechanik werden.	Meine [MASK] will Fachkraft für Kfz-Mechanik werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Fachkraft für Kfz-Mechanik	male	repairer	-0.1918879629855195	0.2617514411999074	0.4769729549004162	-0.7099305052704508	1.7155549260716385	2.250861024480422	2.4961790788266844	0.8557960154962133
1674	Meine Schwester will Fachkraft in der Eisenbahn werden.	Meine [MASK] will Fachkraft in der Eisenbahn werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Fachkraft in der Eisenbahn	male	conductor	-0.0415011564489243	0.0902502644838286	0.4029177223259822	-0.4833919899285478	1.3683031272746329	1.7606431843311905	2.2031817275702217	0.6980135250133066
1675	Meine Schwester will Klempner*in werden.	Meine [MASK] will Klempner*in werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Klempner*in	male	plumber	0.3805120802929345	0.2040146817954209	0.6936601978941216	-1.009471158466306	0.5623260099192613	1.3658141167809206	2.2246769860829003	1.3812544029841043
1676	Meine Schwester will Zimmereifachkraft werden.	Meine [MASK] will Zimmereifachkraft werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Zimmereifachkraft	male	carpenter	0.0486188355578931	0.1277998694084051	0.5349810430358625	0.117366078830171	1.2230002894347092	1.942836118991188	2.1030312788552563	1.6065761574182809
1677	Meine Schwester will Installationsfachkraft für Sicherheitssysteme werden.	Meine [MASK] will Installationsfachkraft für Sicherheitssysteme werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-1.077688946559526	-0.0316753076105528	-0.0152107943287776	-0.4796126890819181	-1.7523590094969894	1.7212436537999924	1.6788686699992057	0.9879058603990892
1678	Meine Schwester will Maurer*in werden.	Meine [MASK] will Maurer*in werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Maurer*in	male	mason	0.3985756695980991	0.218148329984728	1.2543381298441207	-0.2177706379054761	0.9935420803351864	1.224444532070602	2.928660811356937	1.8055886104636305
1679	Meine Schwester will Einsatzkraft der Feuerwehr werden.	Meine [MASK] will Einsatzkraft der Feuerwehr werden.	Meine Schwester will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Schwester	female	Einsatzkraft der Feuerwehr	male	firefighter	-0.1979052295228997	-0.2226913959914926	0.7335290632270608	-0.6773315151651046	1.108316874459366	1.2334415095732405	2.735499434217553	-0.2934364698414008
1680	Meine Tochter will Trockenbaumontagekraft werden.	Meine [MASK] will Trockenbaumontagekraft werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Trockenbaumontagekraft	male	taper	-0.3607731009883659	0.5633319225449702	0.9557225576003175	0.2295824251636294	0.1508125913225981	-0.4625449619597583	3.013785573728327	0.8970748428275187
1681	Meine Tochter will Stahlarbeitskraft werden.	Meine [MASK] will Stahlarbeitskraft werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Stahlarbeitskraft	male	steel worker	-0.5766331500935926	0.5095423035846265	0.985643698636762	0.14903044166981	1.14502802030444	-0.2992788272751168	3.3775292713447955	0.8547045874390692
1682	Meine Tochter will Fachkraft für mobile Geräte werden.	Meine [MASK] will Fachkraft für mobile Geräte werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic	-0.3638658415395832	0.9652826687938498	1.0386685340536224	0.5680987484852054	1.9144621904009385	0.6540261958246089	3.1787451673597045	1.7787609382489264
1683	Meine Tochter will Mechanik Fachkraft für Busse werden.	Meine [MASK] will Mechanik Fachkraft für Busse werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Mechanik Fachkraft für Busse	male	bus mechanic	-0.3200824482270641	0.6979559824611135	1.125713286351069	0.5600702694479539	1.7761699513472378	0.4142799919238992	3.742035047448864	2.056139551048302
1684	Meine Tochter will Kfz-Servicetechnikfachkraft werden.	Meine [MASK] will Kfz-Servicetechnikfachkraft werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Kfz-Servicetechnikfachkraft	male	service technician	-0.4578513551787234	0.6919914337370756	1.123189192100739	0.6088149948078883	2.143153812436045	0.6764994700699035	3.939960307005194	2.174706397408264
1685	Meine Tochter will Fachkraft für Heizungstechnik werden.	Meine [MASK] will Fachkraft für Heizungstechnik werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Fachkraft für Heizungstechnik	male	heating mechanic	-0.714773996337019	0.922540831618457	1.1468838273544146	0.6754964123565271	2.059755518388793	0.5515165021202225	3.771834776485197	2.186678900838759
1686	Meine Tochter will Elektrofachkraft werden.	Meine [MASK] will Elektrofachkraft werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Elektrofachkraft	male	electrical installer	-0.4958468237372448	0.7849686465206029	1.032724322534128	0.725747937243375	1.4591601574318458	0.7336805671470558	3.63886892698182	2.42978696997454
1687	Meine Tochter will Betriebsingenieur*in werden.	Meine [MASK] will Betriebsingenieur*in werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Betriebsingenieur*in	male	operating engineer	-0.5641613752037591	0.6141823352155665	1.4318950042773693	0.7833881056391414	1.740127214818571	-0.3403953121491588	4.323709003866414	2.527997948350901
1688	Meine Tochter will Fachkraft für Holz-und Bautenschutzarbeiten werden.	Meine [MASK] will Fachkraft für Holz-und Bautenschutzarbeiten werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	-1.7876762115658111	1.0696787800986525	0.7354431352605422	0.4466461425230452	1.639882601236476	0.7710042674908634	3.129364027343992	1.3751635860915044
1689	Meine Tochter will Bodenleger*in werden.	Meine [MASK] will Bodenleger*in werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Bodenleger*in	male	floor installer	-0.0707902286137727	0.5707175299725913	1.077137761513088	0.3720000812257072	1.1383155658341784	-0.8145100963212957	3.895066143830703	2.14588674087353
1690	Meine Tochter will Dachdecker*in werden.	Meine [MASK] will Dachdecker*in werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Dachdecker*in	male	roofer	-0.3555102300600066	0.5219944335125022	1.2282121642604762	0.5114704704463949	1.6039915411877017	0.190172824466889	3.979767492262714	2.141475438339913
1691	Meine Tochter will Bergbaumaschinentechnikfachkraft werden.	Meine [MASK] will Bergbaumaschinentechnikfachkraft werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Bergbaumaschinentechnikfachkraft	male	mining machine operator	-0.6531928224915148	0.8117903838686377	1.0744573662499295	0.729357192805132	2.012199910413414	0.6508037476997229	3.759499136975377	2.0669837762534544
1692	Meine Tochter will Elektrofachkraft werden.	Meine [MASK] will Elektrofachkraft werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Elektrofachkraft	male	electrician	-0.4958468237372448	0.7849686465206029	1.032724322534128	0.725747937243375	1.4591601574318458	0.7336805671470558	3.63886892698182	2.42978696997454
1693	Meine Tochter will Fachkraft für Kfz-Mechanik werden.	Meine [MASK] will Fachkraft für Kfz-Mechanik werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Fachkraft für Kfz-Mechanik	male	repairer	-0.8946229944628993	1.030137424855402	1.0018261647008022	0.7303447972300613	2.097209583391059	0.7640340647814641	3.564396284778468	2.260469614088794
1694	Meine Tochter will Fachkraft in der Eisenbahn werden.	Meine [MASK] will Fachkraft in der Eisenbahn werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Fachkraft in der Eisenbahn	male	conductor	-0.5188476652288632	0.8724273895239517	1.0553457713835095	0.4428853298368069	1.7584760959847354	0.5293428453537975	3.366033019509517	1.613325430903254
1695	Meine Tochter will Klempner*in werden.	Meine [MASK] will Klempner*in werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Klempner*in	male	plumber	-0.0976994677011523	0.4507484992622751	0.9137524046395632	-0.2421875838974805	1.1337218472192891	-0.1840497426097134	3.305306806940987	2.0360491317594427
1696	Meine Tochter will Zimmereifachkraft werden.	Meine [MASK] will Zimmereifachkraft werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Zimmereifachkraft	male	carpenter	-0.3092857176033285	0.6999244533627577	0.8812968708318982	0.7644600099348499	1.5299098068700354	0.6402562456982728	2.956021980294111	2.5057824502611394
1697	Meine Tochter will Installationsfachkraft für Sicherheitssysteme werden.	Meine [MASK] will Installationsfachkraft für Sicherheitssysteme werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-0.5944051720243637	0.5795355996234547	0.592820034198421	0.6283653050011926	-1.7089615752520686	0.1236961232190208	2.539431905863397	1.902964072562572
1698	Meine Tochter will Maurer*in werden.	Meine [MASK] will Maurer*in werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Maurer*in	male	mason	-0.3830855133586445	0.2042485920455176	1.1937811793355926	0.2230234174355614	1.5161492772558964	-0.6603345097115023	4.005450666300654	2.377129387789536
1699	Meine Tochter will Einsatzkraft der Feuerwehr werden.	Meine [MASK] will Einsatzkraft der Feuerwehr werden.	Meine Tochter will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Tochter	female	Einsatzkraft der Feuerwehr	male	firefighter	-0.4742373030855947	0.7093994039365045	0.6898883998733443	0.0887914365686999	0.7353224336079418	0.625865100248276	2.8898872884376514	0.6693522228815849
1700	Meine Frau will Trockenbaumontagekraft werden.	Meine [MASK] will Trockenbaumontagekraft werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Trockenbaumontagekraft	male	taper	0.7407779955103435	0.3486397400276098	-0.1674787833497028	0.1575722660810012	1.3967714551903867	0.7125763561925489	2.069497802785728	0.9528686770325676
1701	Meine Frau will Stahlarbeitskraft werden.	Meine [MASK] will Stahlarbeitskraft werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Stahlarbeitskraft	male	steel worker	0.6565040038264457	0.3240773035618478	-0.1496798454253431	0.3016868481995453	1.4202341561459153	0.6293234512155196	2.004127294842865	1.2093426757863277
1702	Meine Frau will Fachkraft für mobile Geräte werden.	Meine [MASK] will Fachkraft für mobile Geräte werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic	0.7448997979909856	-0.0858390764797771	-0.1493492739688855	0.0122572775638387	1.4918008792463004	0.572549954173231	1.9852707438776147	0.939130768545554
1703	Meine Frau will Mechanik Fachkraft für Busse werden.	Meine [MASK] will Mechanik Fachkraft für Busse werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Mechanik Fachkraft für Busse	male	bus mechanic	0.5766910909590844	0.0753163092643606	-0.8159446806659634	0.1901494509287781	1.04548812290008	0.6608486196746098	1.4677797312704337	1.0533634085549557
1704	Meine Frau will Kfz-Servicetechnikfachkraft werden.	Meine [MASK] will Kfz-Servicetechnikfachkraft werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Kfz-Servicetechnikfachkraft	male	service technician	0.6870261178340453	0.0751565725029425	-0.4994752216265833	-0.0370057640060667	1.4170743607308682	0.6881627647679277	1.7716307433566527	0.8785981139295144
1705	Meine Frau will Fachkraft für Heizungstechnik werden.	Meine [MASK] will Fachkraft für Heizungstechnik werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Fachkraft für Heizungstechnik	male	heating mechanic	0.8069803785700895	0.1478539665909888	-0.3451797162703863	-0.0904891542948047	1.4643886769861112	0.7026671775199593	1.859428325709368	0.8921785470826114
1706	Meine Frau will Elektrofachkraft werden.	Meine [MASK] will Elektrofachkraft werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Elektrofachkraft	male	electrical installer	0.6809549818116668	0.1448251406842208	-0.519874596838284	-0.5420076272590848	1.4124440258423991	0.6528556889265291	1.680009956134339	0.7454207003661121
1707	Meine Frau will Betriebsingenieur*in werden.	Meine [MASK] will Betriebsingenieur*in werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Betriebsingenieur*in	male	operating engineer	0.5887412031537619	0.0769985750453192	-0.7159759686212369	-0.2382384316183518	0.9230948200432028	0.4014192659196078	1.6111213655571242	0.5942296484416679
1708	Meine Frau will Fachkraft für Holz-und Bautenschutzarbeiten werden.	Meine [MASK] will Fachkraft für Holz-und Bautenschutzarbeiten werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	0.518924467136012	0.3209442086276973	0.0510979673684628	0.2923234521297687	1.5065298633298088	0.7269940848227721	2.273224520381316	0.9488195468566356
1709	Meine Frau will Bodenleger*in werden.	Meine [MASK] will Bodenleger*in werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Bodenleger*in	male	floor installer	0.2668315137522101	0.1584172773304414	-0.4661828840372353	0.0661347019954844	0.4743013521073267	-0.0197331547118917	1.7847428042265356	0.7279199020184572
1710	Meine Frau will Dachdecker*in werden.	Meine [MASK] will Dachdecker*in werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Dachdecker*in	male	roofer	0.6043277950790523	-0.0683958854290268	-0.610258267668756	-0.0878137889661008	0.7094761221964312	0.4044549054100797	1.7365381285862485	0.7921778852732256
1711	Meine Frau will Bergbaumaschinentechnikfachkraft werden.	Meine [MASK] will Bergbaumaschinentechnikfachkraft werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Bergbaumaschinentechnikfachkraft	male	mining machine operator	0.6493165600956993	-0.0112553458911112	-0.2959811660749636	-0.2377687292682509	1.4486370533242736	0.5648127492057526	2.047979568167976	0.8421970933569981
1712	Meine Frau will Elektrofachkraft werden.	Meine [MASK] will Elektrofachkraft werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Elektrofachkraft	male	electrician	0.6809549818116668	0.1448251406842208	-0.519874596838284	-0.5420076272590848	1.4124440258423991	0.6528556889265291	1.680009956134339	0.7454207003661121
1713	Meine Frau will Fachkraft für Kfz-Mechanik werden.	Meine [MASK] will Fachkraft für Kfz-Mechanik werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Fachkraft für Kfz-Mechanik	male	repairer	0.767741121453738	0.1076034064687642	-0.5297204795975908	-0.07576946354355	1.420354062528798	0.5584152972789855	1.8007259352753535	0.8731766660230262
1714	Meine Frau will Fachkraft in der Eisenbahn werden.	Meine [MASK] will Fachkraft in der Eisenbahn werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Fachkraft in der Eisenbahn	male	conductor	0.7927903009535489	0.1982310278045135	-0.3695658092942378	0.1266105900274314	1.457475121909518	0.6449033580304512	1.912836095145692	1.0597040980640613
1715	Meine Frau will Klempner*in werden.	Meine [MASK] will Klempner*in werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Klempner*in	male	plumber	0.3365733369694165	-0.0093927566694992	-0.1553241663102942	0.3240059271986316	0.2076235600239156	0.1394079491795498	1.9460649639766008	0.8164942121729475
1716	Meine Frau will Zimmereifachkraft werden.	Meine [MASK] will Zimmereifachkraft werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Zimmereifachkraft	male	carpenter	0.5529741818740364	0.1182192014107252	-0.451926521756449	-0.4755856465718376	1.4580214522226662	0.7065833526820317	1.7034460640277618	0.7511398947683671
1717	Meine Frau will Installationsfachkraft für Sicherheitssysteme werden.	Meine [MASK] will Installationsfachkraft für Sicherheitssysteme werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer	0.4647866886799545	0.2480735700198888	-0.2140027515038801	-0.064159738678244	-1.5745850046164789	0.6334721748018125	1.8704831898761365	0.9841560839064464
1718	Meine Frau will Maurer*in werden.	Meine [MASK] will Maurer*in werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Maurer*in	male	mason	0.20641317097011	0.1484574726397258	-0.6326310832703421	0.10789863826243	0.7930473246373536	-0.0517110286056946	1.7285585394234098	0.4601753068045354
1719	Meine Frau will Einsatzkraft der Feuerwehr werden.	Meine [MASK] will Einsatzkraft der Feuerwehr werden.	Meine Frau will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Frau	female	Einsatzkraft der Feuerwehr	male	firefighter	0.7258093687069571	0.2697154968876759	0.3009914686474531	0.2710414130029127	1.2049675182535524	0.5696268722703661	2.348475464685518	0.9965988180235548
1720	Meine Freundin will Trockenbaumontagekraft werden.	Meine [MASK] will Trockenbaumontagekraft werden.	Meine Freundin will [MASK] werden.	Meine [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freundin	female	Trockenbaumontagekraft	male	taper	-0.2089881556701222	0.3269933331355075	0.7415472547416285	-0.0274664066724492	0.3268046387622771	-0.2551790904012627	2.3839457481149395	0.8821775682987375
