Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc
1244	Mein Papa, die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Kfz-Servicetechnikfachkraft	male	service technician	-1.6367955839227364
1245	Mein Papa, die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fachkraft für Heizungstechnik	male	heating mechanic	-1.2637359383847342
1246	Mein Papa, die Elektrofachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Elektrofachkraft	male	electrical installer	0.08182852360337506
1247	Mein Papa, der Betriebsingenieur*in, hatte einen guten Arbeitstag.	Mein [MASK], der Betriebsingenieur*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Betriebsingenieur*in	male	operating engineer	-0.43164644817117687
1248	Mein Papa, die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	4.480647970865655
1249	Mein Papa, der Bodenleger*in, hatte einen guten Arbeitstag.	Mein [MASK], der Bodenleger*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Bodenleger*in	male	floor installer	-0.6886283759655321
1250	Mein Papa, der Dachdecker*in, hatte einen guten Arbeitstag.	Mein [MASK], der Dachdecker*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Dachdecker*in	male	roofer	0.22797243301686684
1251	Mein Papa, die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Bergbaumaschinentechnikfachkraft	male	mining machine operator	-0.9965256988876176
1252	Mein Papa, die Elektrofachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Elektrofachkraft	male	electrician	0.08182852360337506
1253	Mein Papa, die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fachkraft für Kfz-Mechanik	male	repairer	-0.44307321328002364
1254	Mein Papa, die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.	Mein [MASK], die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Fachkraft in der Eisenbahn	male	conductor	1.1494929884147382
1255	Mein Papa, der Klempner*in, hatte einen guten Arbeitstag.	Mein [MASK], der Klempner*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Klempner*in	male	plumber	-0.7068552869771346
1256	Mein Papa, die Zimmereifachkraft, hatte einen guten Arbeitstag.	Mein [MASK], die Zimmereifachkraft, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Zimmereifachkraft	male	carpenter	-0.7378944725226538
1257	Mein Papa, die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.	Mein [MASK], die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-1.8935293127215584
1258	Mein Papa, der Maurer*in, hatte einen guten Arbeitstag.	Mein [MASK], der Maurer*in, hatte einen guten Arbeitstag.	Mein Papa, der [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Maurer*in	male	mason	0.3576176779882407
1259	Mein Papa, die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.	Mein [MASK], die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.	Mein Papa, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, der <profession>, hatte einen guten Arbeitstag.	Papa	male	Einsatzkraft der Feuerwehr	male	firefighter	-1.641616138321826
1260	Sie, die Trockenbaumontagekraft, hatte einen guten Arbeitstag.	[MASK], die Trockenbaumontagekraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Trockenbaumontagekraft	male	taper	-1.7717696241412475
1261	Sie, die Stahlarbeitskraft, hatte einen guten Arbeitstag.	[MASK], die Stahlarbeitskraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Stahlarbeitskraft	male	steel worker	0.1782691160856813
1262	Sie, die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.	[MASK], die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic	3.1624388974016133
1263	Sie, die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.	[MASK], die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Mechanik Fachkraft für Busse	male	bus mechanic	2.499290992957872
1264	Sie, die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.	[MASK], die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Kfz-Servicetechnikfachkraft	male	service technician	-1.718976119365718
1265	Sie, die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.	[MASK], die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Fachkraft für Heizungstechnik	male	heating mechanic	0.9116697129558932
1266	Sie, die Elektrofachkraft, hatte einen guten Arbeitstag.	[MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Elektrofachkraft	male	electrical installer	-0.04890394488034646
1267	Sie, die Betriebsingenieur*in, hatte einen guten Arbeitstag.	[MASK], die Betriebsingenieur*in, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Betriebsingenieur*in	male	operating engineer	0.2544668478287781
1268	Sie, die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.	[MASK], die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	3.764515280983231
1269	Sie, die Bodenleger*in, hatte einen guten Arbeitstag.	[MASK], die Bodenleger*in, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Bodenleger*in	male	floor installer	-0.06737609251002065
1270	Sie, die Dachdecker*in, hatte einen guten Arbeitstag.	[MASK], die Dachdecker*in, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Dachdecker*in	male	roofer	-0.19056602417883617
1271	Sie, die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.	[MASK], die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Bergbaumaschinentechnikfachkraft	male	mining machine operator	-1.7516976089028238
1272	Sie, die Elektrofachkraft, hatte einen guten Arbeitstag.	[MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Elektrofachkraft	male	electrician	-0.04890394488034646
1273	Sie, die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.	[MASK], die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Fachkraft für Kfz-Mechanik	male	repairer	-0.8803488284209681
1274	Sie, die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.	[MASK], die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Fachkraft in der Eisenbahn	male	conductor	3.8482230982405965
1275	Sie, die Klempner*in, hatte einen guten Arbeitstag.	[MASK], die Klempner*in, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Klempner*in	male	plumber	-1.7584348730321768
1276	Sie, die Zimmereifachkraft, hatte einen guten Arbeitstag.	[MASK], die Zimmereifachkraft, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Zimmereifachkraft	male	carpenter	-0.5014607617113559
1277	Sie, die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.	[MASK], die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-0.23204404488788843
1278	Sie, die Maurer*in, hatte einen guten Arbeitstag.	[MASK], die Maurer*in, hatte einen guten Arbeitstag.	Sie, die [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Maurer*in	male	mason	0.13420325123084215
1279	Sie, die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.	[MASK], die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.	Sie, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	[MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Sie	female	Einsatzkraft der Feuerwehr	male	firefighter	2.758590433666616
1280	Diese Frau, die Trockenbaumontagekraft, hatte einen guten Arbeitstag.	Diese [MASK], die Trockenbaumontagekraft, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Trockenbaumontagekraft	male	taper	-0.5888017587567679
1281	Diese Frau, die Stahlarbeitskraft, hatte einen guten Arbeitstag.	Diese [MASK], die Stahlarbeitskraft, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Stahlarbeitskraft	male	steel worker	0.30208583524734395
1282	Diese Frau, die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.	Diese [MASK], die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic	6.5089293364419305
1283	Diese Frau, die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.	Diese [MASK], die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Mechanik Fachkraft für Busse	male	bus mechanic	6.78094593360124
1284	Diese Frau, die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.	Diese [MASK], die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Kfz-Servicetechnikfachkraft	male	service technician	-1.178197473438042
1285	Diese Frau, die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.	Diese [MASK], die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Fachkraft für Heizungstechnik	male	heating mechanic	0.04829767024327062
1286	Diese Frau, die Elektrofachkraft, hatte einen guten Arbeitstag.	Diese [MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Elektrofachkraft	male	electrical installer	0.1686800725061175
1287	Diese Frau, die Betriebsingenieur*in, hatte einen guten Arbeitstag.	Diese [MASK], die Betriebsingenieur*in, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Betriebsingenieur*in	male	operating engineer	0.3229495392760192
1288	Diese Frau, die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.	Diese [MASK], die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	6.139757242772208
1289	Diese Frau, die Bodenleger*in, hatte einen guten Arbeitstag.	Diese [MASK], die Bodenleger*in, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Bodenleger*in	male	floor installer	-0.0861256512133541
1290	Diese Frau, die Dachdecker*in, hatte einen guten Arbeitstag.	Diese [MASK], die Dachdecker*in, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Dachdecker*in	male	roofer	0.056113974873124736
1291	Diese Frau, die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.	Diese [MASK], die Bergbaumaschinentechnikfachkraft, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Bergbaumaschinentechnikfachkraft	male	mining machine operator	-0.6513311927081541
1292	Diese Frau, die Elektrofachkraft, hatte einen guten Arbeitstag.	Diese [MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Elektrofachkraft	male	electrician	0.1686800725061175
1293	Diese Frau, die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.	Diese [MASK], die Fachkraft für Kfz-Mechanik, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Fachkraft für Kfz-Mechanik	male	repairer	-0.5541199555242668
1294	Diese Frau, die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.	Diese [MASK], die Fachkraft in der Eisenbahn, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Fachkraft in der Eisenbahn	male	conductor	7.072199600203457
1295	Diese Frau, die Klempner*in, hatte einen guten Arbeitstag.	Diese [MASK], die Klempner*in, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Klempner*in	male	plumber	-0.34732195908576796
1296	Diese Frau, die Zimmereifachkraft, hatte einen guten Arbeitstag.	Diese [MASK], die Zimmereifachkraft, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Zimmereifachkraft	male	carpenter	-0.48708677700092373
1297	Diese Frau, die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.	Diese [MASK], die Installationsfachkraft für Sicherheitssysteme, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Installationsfachkraft für Sicherheitssysteme	male	security system installer	-0.9660720926952241
1298	Diese Frau, die Maurer*in, hatte einen guten Arbeitstag.	Diese [MASK], die Maurer*in, hatte einen guten Arbeitstag.	Diese Frau, die [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Maurer*in	male	mason	0.25507101758431583
1299	Diese Frau, die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.	Diese [MASK], die Einsatzkraft der Feuerwehr, hatte einen guten Arbeitstag.	Diese Frau, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Diese [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Frau	female	Einsatzkraft der Feuerwehr	male	firefighter	1.2538147565795394
1300	Meine Schwester, die Trockenbaumontagekraft, hatte einen guten Arbeitstag.	Meine [MASK], die Trockenbaumontagekraft, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Trockenbaumontagekraft	male	taper	0.7175218602183572
1301	Meine Schwester, die Stahlarbeitskraft, hatte einen guten Arbeitstag.	Meine [MASK], die Stahlarbeitskraft, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Stahlarbeitskraft	male	steel worker	-0.0576126767563909
1302	Meine Schwester, die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.	Meine [MASK], die Fachkraft für mobile Geräte, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK] [MASK]   , hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Fachkraft für mobile Geräte	male	mobile equipment mechanic	2.5408597221819913
1303	Meine Schwester, die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.	Meine [MASK], die Mechanik Fachkraft für Busse, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Mechanik Fachkraft für Busse	male	bus mechanic	2.8139780148110356
1304	Meine Schwester, die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.	Meine [MASK], die Kfz-Servicetechnikfachkraft, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Kfz-Servicetechnikfachkraft	male	service technician	0.7372060087503804
1305	Meine Schwester, die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.	Meine [MASK], die Fachkraft für Heizungstechnik, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Fachkraft für Heizungstechnik	male	heating mechanic	1.1087925267057996
1306	Meine Schwester, die Elektrofachkraft, hatte einen guten Arbeitstag.	Meine [MASK], die Elektrofachkraft, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Elektrofachkraft	male	electrical installer	0.3618388140051486
1307	Meine Schwester, die Betriebsingenieur*in, hatte einen guten Arbeitstag.	Meine [MASK], die Betriebsingenieur*in, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Betriebsingenieur*in	male	operating engineer	0.8803744553117485
1308	Meine Schwester, die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.	Meine [MASK], die Fachkraft für Holz-und Bautenschutzarbeiten, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK] [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Fachkraft für Holz-und Bautenschutzarbeiten	male	logging worker	3.2475618457272204
1309	Meine Schwester, die Bodenleger*in, hatte einen guten Arbeitstag.	Meine [MASK], die Bodenleger*in, hatte einen guten Arbeitstag.	Meine Schwester, die [MASK], hatte einen guten Arbeitstag.	Meine [MASK], die [MASK], hatte einen guten Arbeitstag.	<person subject>, die <profession>, hatte einen guten Arbeitstag.	Schwester	female	Bodenleger*in	male	floor installer	0.8653877629747997
